,summary,date
64,By Chris Wack Dare Bioscience Inc. said Thursday that the exclusive license agreement it entered into with Organon &amp; Co. on March 31 has become fully...,2022-06-30
65,"Dare Bioscience (DARE) an... DARE, OGN",2022-06-30
66,A publicly traded Starz may look to increase in size by targeting other subscale media and entertainment companies.,2022-06-29
67,A string of solid theatrical performances coupled with a strong slate of upcoming films has left most box office analysts optimistic.,2022-06-29
68,5 stocks bucking the downtrend,2022-06-27
69,DON is a dividend mid-cap ETF with a monthly distribution. 23% of asset value is in financials. Read what investors need to know about DON here.,2022-06-23
70,iShares U.S. Healthcare Providers (IHF) has outperformed the sector ETF XLV since its inception. Click here to read my analysis on IHF ETF.,2022-06-20
71,"Organon (OGN) and Viatris (VTRS) have an extensive portfolio of approved medicines, higher-than-average dividend yields for the industry, and high revenues.",2022-06-19
72,"Pixar's ""Lightyear"" rocketed to a $51 million domestic opening, the best performance of an animated feature since the pandemic began.",2022-06-19
73,Unofficial sources said Joincare would seek to raise around $300 to $400 million. Click here to read a weekly update on China biopharma companies.,2022-06-19
74,,2022-06-18
75,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2022-06-17
76,"Netflix disrupted traditional TV by releasing entire seasons of shows all at once. Now, the model is under scrutiny as the streamer deals with big losses.",2022-06-15
77,"JERSEY CITY, N.J., June 13, 2022--Organon announces first biosimilars business deal with a global license agreement with Henlius.",2022-06-13
78,"Collaboration expands and underscores commitment to biosimilars portfolio and focus on women’s health with biosimilar candidates for osteoporosis and breast cancer... | June 13, 2022",2022-06-13
79,Organon announced that it... OGN,2022-06-13
80,"""Jurassic World: Dominion"" roared to the top of the domestic box office over the weekend, generating more than $143 million in ticket sales during its debut.",2022-06-12
81,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2022-06-10
82,"""Jurassic World: Dominion"" may score to top spot at the domestic box office this weekend, but lackluster critical reviews and word of mouth could stall its potential haul.",2022-06-09
83,The simplest way to invest in stocks is to buy exchange traded funds. But one can do better than that by picking better...,2022-06-09
84,"Universal's ""Jurassic World: Dominion"" enters domestic theaters Friday, and it will snag the majority of premium format screens from ""Top Gun: Maverick.""",2022-06-09
85,Meeting with CEO Ali and ... OGN,2022-06-09
86,"Item 5.07 Submission of Matters to a Vote of Security Holders.On June 7, 2022, Organon & Co. held its 2022 Annual Meeting, atwhich the Company's shareholders considered four proposals, each... | June 8, 2022",2022-06-08
87,"Organon Canada Inc., an affiliate of Organon (NYSE: OGN), a global women's healthcare company, which employs over 120 people across Canada, today announced the publication of the company inaugural Environmental, Social, and Governance (ESG) Report for 2021. The ESG report introduces the company's ESG platform, known as Her Promise, and details how the company is working to help women and girls achieve the full potential of their promise through better health. The publication of the ESG Report an",2022-06-02
88,"JERSEY CITY, N.J., June 02, 2022--On one year anniversary, Organon introduces global ESG strategy & goals with the launch of Her Promise platform & publication of inaugural ESG report",2022-06-02
89,Meeting with CEO Ali and ... OGN,2022-06-01
90,"dividend channel,OGN,",2022-06-01
91,Netflix's fall from grace has ended the first act of the streaming wars. Act two will determine whether the industry can right itself.,2022-05-29
92,"Former White House press secretary Jen Psaki will join MSNBC this fall in time for the 2022 midterm elections, NBCUniversal confirmed.",2022-05-24
93,,2022-05-21
94,,2022-05-17
95,Leslie Picker joins the 'Halftime Report' to discuss what to expect from the SEC 13-F filings.,2022-05-16
96,"Last week, Organon & Co. ( NYSE:OGN ) insiders, who had purchased shares in the previous 12 months were rewarded...",2022-05-10
97,,2022-05-10
98,"The news means that tens of millions of households could receive high-speed internet at no cost, according to the White House.",2022-05-09
99,Discussion of markets and holdings,2022-05-07
100,"Item 7.01 Regulation FD Disclosure.On May 5, 2022, Organon & Co. held a conference call and webcastto discuss its financial results for the quarter ended March 31, 2022. A copy ofthe... | May 6, 2022",2022-05-06
101,"CAUTIONARY STATEMENT REGARDING FORWARD-LOOKING INFORMATIONSome statements and disclosures in this document are forward-looking statements.Forward-looking statements include all statements that do... | May 6, 2022",2022-05-06
102,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2022-05-06
103,"Item 2.02 Results of Operations and Financial Condition.On May 5, 2022, Organon & Co. issued a press release regarding its results for the quarter ended March 31,... | May 5, 2022",2022-05-05
104,"JERSEY CITY, N.J., May 05, 2022--Organon (NYSE: OGN) (the ""company""), today announced its results for the first quarter ended March 31, 2022.",2022-05-05
105,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2022-05-05
106,"Notable gainers among liq... EPAM, ALB, BKNG, OGN, HST",2022-05-05
107,"JERSEY CITY, N.J. _ Organon & Co. on Thursday reported first-quarter earnings of $348 million. On a per-share basis, the Jersey City, New Jersey-based company said it had net... | May 5, 2022",2022-05-05
108, OGN,2022-05-05
109,Reports Q1 revenue $1.57B... OGN,2022-05-05
110,U.S. stocks lower at close of trade; Dow Jones Industrial Average down 3.12%,2022-05-05
111,"Comcast and Charter's joint venture to challenge Roku, Amazon and other streaming platforms may signal cable's long-game strategy.",2022-05-01
112,"The market expects Organon (OGN) to deliver a year-over-year decline in earnings on higher revenues when it reports results for the quarter ended March 2022. This widely-known consensus outlook is important in assessing the company's earnings picture, but a powerful facto",2022-04-28
113,These are the stocks posting the largest moves in midday trading. ,2022-04-28
114,"CNBC's 'Squawk Box' team break down the latest first-quarter earnings results from Comcast, which beat analysts' expectations on the top and bottom lines.",2022-04-28
115,"All eyes will be on Comcast's broadband division, which is expected to add 229,000 new high-speed internet customers during the first quarter. ",2022-04-28
116,Goldman Sachs analyst Chr... OGN,2022-04-27
117,"Designed to provide broad exposure to the Mid Cap Value segment of the US equity market, the WisdomTree U.S. MidCap ETF (EZM) is a passively managed exchange traded fund launched on 02/23/2007.",2022-04-26
118,"Have you been searching for a stock that might be well-positioned to maintain its earnings-beat streak in its upcoming report? It is worth considering Organon (OGN), which belongs to the Zacks Medical Services industry.",2022-04-25
119,"The WisdomTree U.S. MidCap ETF (EZM) was launched on 02/23/2007, and is a smart beta exchange traded fund designed to offer broad exposure to the Style Box - Mid Cap Value category of the market.",2022-04-25
120,"Netflix doesn't plan to shut down password sharers overnight. Rather, it intends to bill shared accounts an extra fee in a global rollout that may take a year.",2022-04-23
121,"Michael Morris, Guggenheim Partners, joins 'TechCheck' to dicsuss Snap's Q1 earnings results, where his forecast currently is and whether investors are too bearish on the streaming service industry.",2022-04-22
122,Dissolving the district would mean Reedy Creek employees and infrastructure would be absorbed by the local counties.,2022-04-21
123,"JERSEY CITY, N.J., April 21, 2022--Organon To Report First Quarter Results and Host Conference Call on May 5, 2022",2022-04-21
124,"In trading on Thursday, shares of Organon & Co (Symbol: OGN) crossed below their 200 day moving average of $33.07, changing hands as low as $33.03 per share. Organon & Co shares are currently trading off about 0.6% on the day. The chart below shows the one year perfor",2022-04-21
125,"Instead of legacy media shares soaring as they imitate Netflix, the industry has brought Netflix down to a degree.",2022-04-20
126,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2022-04-20
127,"Netflix has been willing to turn a blind eye toward password sharing when it was growing subscribers, but losing customers can change behavior quickly.",2022-04-19
128,"Legendary investor Warren Buffett advises to be fearful when others are greedy, and be greedy when others are fearful. One way we can try to measure the level of fear in a given stock is through a technical analysis indicator called the Relative Strength Index, or RSI, which m",2022-04-18
129,"The worst performing sector as of midday Monday is the Healthcare sector, showing a 0.9% loss. Within that group, Moderna Inc (Symbol: MRNA) and Organon & Co (Symbol: OGN) are two of the day's laggards, showing a loss of 4.7% and 4.0%, respectively. Among healthcare ETFs,",2022-04-18
130,"iShares Nasdaq Biotechnology ETF is a popular product for tactical allocation and swing trading, but is a risky fund. Learn more about IBB here.",2022-04-18
131,"We interview an investor about their investing style, current investing topics and their high conviction ideas.",2022-04-16
132,"If you're interested in broad exposure to the Healthcare - Pharma segment of the equity market, look no further than the SPDR S&P Pharmaceuticals ETF (XPH), a passively managed exchange traded fund launched on 06/19/2006.",2022-04-15
133,"(Bloomberg) -- WeWork Inc. is trying to strengthen its technology credentials with a new software product it hopes to sell to employers.Most Read from BloombergUkraine Update: U.S., EU to Send More Arms; Yellen Warns ChinaCalifornia Lawyer Quits Over Allegation Newsom Meddled in Activision CaseDemocrats Ask the IRS Why Tax Audits for the Poor Have DoubledUkraine Update: Polish and Baltic Presidents Set to Visit KyivPutin Says Ukraine Talks ‘at Dead End’, Vows to Pursue WarThe co-working company",2022-04-13
134,"Merck (MRK) is a healthcare giant that develops and produces innovative health solutions through its prescription medicines, animal health products, biologic therapies, and vaccines internationally. The company's primary activities are largely contained on a products-basis, and contain two operating segments: Pharmaceuticals and Animal Health. Last year, Merck spun off its women’s health and biosimilars businesses into a new, autonomous, publicly traded company, Organon & Co. (OGN), with Merck shareholders issued shares in the new company. Another recent major development for Merck was the successful launch of molnupiravir. The investigational oral antiviral medicine for the treatment of mild to moderate COVID-19 was granted Emergency Use Authorization by the FDA back in December, with its first revenues of $952 million already appearing in Fiscal 2021's results. With strong profitability growth prospects and molnupiravir's patent potentially lasting till 2038, Merck continues to offer attractive dividend growth prospects moving forward, in my view. I am neutral on the stock. Recent Performance Merck's latest results came in quite strong, with revenues from continuing operations growing 24% to $13.5 billion versus the comparable period last year. Adjusted net income, which excludes acquisition and divestiture-related costs, restructuring costs, and income/losses from Merck's equity investments, was $4.57 billion, or $1.80 per share. This is a substantial improvement compared to $2.49 billion, or $0.98 per share last year. The increase in profits reflects the favorable impacts of molnupiravir (potentially very high margin here) and effective tax rates. Specifically, Pharmaceutical revenues increased 24% to $12 billion, with Keytruda continuing to perform vigorously, posting sales growth of 15% to $4.57 billion. Keytruda revenues should continue to advance going forward as Merck keeps on capturing a larger chunk of the underlying market share over time. Concerning Merck’s HPV vaccine, Gardasil, its revenues grew 50% year-over-year to $1.52 billion, primarily pushed by strong international demand, especially in China, which also benefited from the elevated supply. The growth rate is quite impressive, considering that Gardasil's performance was offset by softer sales in the U.S. as a result of the timing of public sector purchases. Note that last year's (Q4 2020) Gardasil sales included replenishing doses borrowed from the CDC, which had boosted sales by $120 million at the time. Thus, this year's year-over-year would be even higher on an ""adjusted"" basis. Merck’s Animal Health division also performed decently, recording an 8% increase in revenues, which reached $1.26 billion, driven by higher sales in companion animal products that were largely supported by the BRAVECTO (fluralaner) parasiticide line of products, as well as vaccines. Management estimates Fiscal 2022 full revenues to land between $56.1 billion and $57.6 billion, suggesting year-over-year growth between 18% and 21%. It also forecast adjusted EPS to be in a range of $7.12 to $7.27 for the year, which also implies a 19.5% year-over-year increase from Fiscal 2021's adjusted EPS of $6.02. According to Q4's conference call, management expects that molnupiravir will be a great contributor to this year's earnings, with several purchase agreements already pointing toward approximately 10 million courses of therapy, which should translate to $5 billion to $6 billion in additional revenues this year. Dividend & Valuation Merck halted its dividend hikes from 2005 to 2012, as its operating cash flows had struggled to grow during this period. However, Merck has increased its dividend every year consecutively since then. The company now counts 12 years of consecutive annual dividend hikes, featuring a 10-year CAGR of 5.78%. The latest increase hike was by 6.2%, which could imply a modest acceleration in dividend growth ahead. At the midpoint of management's guidance and Merck's current DPS run rate, the payout ratio stands at a rather comfortable 38.3%. Following Merck stock's rally over the past few months, its valuation has undergone a substantial expansion. Merck is trading at around 12 times its forward non-GAAP net income at its current price levels. This is a notable boost from the stock's forward P/E of between 6x and 8x over the past couple of years but still very close to Merck's historical average. In my view, shares are rather fairly valued at their current levels, reflecting both Merck's portfolio strength, and the underlying risks related to some of its patents expiring in the next few years. Wall Street’s Take Turning to Wall Street, Merck & Company has a Moderate Buy consensus rating based on eight Buys and three Holds assigned in the past three months. At $93.18, Merck & Company’s stock price prediction suggests 9.5% upside potential. Takeaway Merck's performance last year was excellent, while the company's outlook for this year appears very promising, with molnupiravir likely to be a significant contributor to future sales. At their current levels, Merck shares offer a decent investment case. The company's dividend growth prospects should be exciting amid growing earnings and a healthy payout ratio. Combined with the 3.1% yield, dividend growth investors are likely to be pleased with Merck's performance. That said, the stock's steep discount over the past couple of years has likely evaporated as well, as Merck should be more or less fairly valued here. Download the TipRanks mobile app now To find good ideas for stocks trading at attractive valuations, visit TipRanks’ Best Stocks to Buy, a newly launched tool that unites all of TipRanks’ equity insights. Read full Disclaimer & Disclosure",2022-04-13
135,,2022-04-09
136,"""Sonic the Hedgehog 2"" is the first major family film released in 2022 and is expected to signal if this demographic is finally ready to return to theaters.",2022-04-08
137,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2022-04-08
138,"Niche sports organizations such as UFC, WWE and Formula 1 could be alluring acquisition targets for big streaming companies like Disney and Netflix.",2022-04-07
139,"The ""Halftime Report"" traders give their top picks to watch for the second half.",2022-04-06
140,"As tensions rise between Disney and Florida lawmakers, the company will air new a new public service announcement from GLAAD featuring a transgender teen.",2022-04-06
141,Morgan Stanley analyst Te... OGN,2022-04-06
142,A look at what could be one of health care's best dividends,2022-04-05
143,"'Mad Money' host Jim Cramer and the 'Squawk on the Street' team break down shares of AT&T, Discovery and CNBC parent company Comcast.",2022-04-05
144,"JERSEY CITY, N.J. & SAN DIEGO, March 31, 2022--Organon Enters into Global License Agreement to commercialize Daré Bioscience’s XACIATO™ (clindamycin phosphate vaginal gel, 2%)",2022-03-31
145,"Roth Capital analyst Zegb... DARE, OGN",2022-03-31
146,"An estimated 21 million American women experience BV... | March 31, 2022",2022-03-31
147,"Organon (OGN), a  women&#... OGN, DARE",2022-03-31
148,"Three months into 2022, the markets are in turmoil, and highly priced stocks are falling fast. Investors can look for safety in value-oriented investments that are less vulnerable to sharp declines. The businesses listed here are all profitable and trading at incredibly cheap fut",2022-03-30
149,"VANCOUVER, BC / ACCESSWIRE / March 29, 2022 / (TSXV:OGN)(OTCQX:OGNRF) Orogen Royalties Inc. (""Orogen"" or the ""Company"") is pleased to announce that Orogen's board of directors has elected independent board member Mr.",2022-03-29
150,"Launched on 06/19/2006, the SPDR S&P Pharmaceuticals ETF (XPH) is a smart beta exchange traded fund offering broad exposure to the Health Care ETFs category of the market.",2022-03-29
151,"""CODA"" won Best Picture at the Oscars. ""Dune"" won the most awards. Will Smith smacked Chris Rock for insulting Jada Pinkett-Smith.",2022-03-27
152,,2022-03-25
153,"Merck and Altria might not seem like they go together too well, but the actual underlying business is what matters for an income investor. Read more here.",2022-03-23
154,SCHD's index both rebalances and reconstitutes its holdings the second Friday in March. SCHD has been adjusting to the recent reconstitution. Read more here.,2022-03-22
155,"CAUTIONARY STATEMENT REGARDING FORWARD-LOOKING STATEMENTSOrganon makes statements in this Annual Report on Form 10-K, and Organon mayfrom time to time make other written reports and oral... | March 21, 2022",2022-03-21
156,A Rocky Mountain mansion owned by Russian oligarch Roman Abramovich would likely be among the first assets frozen by the U.S. government if he is sanctioned.,2022-03-20
157,Those following along with Orogen Royalties Inc. ( CVE:OGN ) will no doubt be intrigued by the recent purchase of...,2022-03-19
158,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2022-03-18
159,These companies could be undervalued,2022-03-16
160,Netflix's stock has now given up all its pandemic gains. Shares were down more than 50% since their mid-November high.,2022-03-14
161,"China's latest Covid outbreak is prompting a round of business restrictions, while Russian and Ukrainian officials held another peace discussion.",2022-03-14
162,"Organon &amp; Co. (NYSE:OGN) 42nd Annual Cowen Health Care Conference March 09, 2022 09:10 AM ET Company Participants Kevin Ali - Chief Executive Officer Matthew Walsh - Chief Financial...",2022-03-09
163,Researchers help explain the wide disconnect between executives and employees about their excitement to return to the office.,2022-03-08
164,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2022-03-08
165,"""Given the circumstances on the ground, we have decided to suspend our service in Russia,"" a spokesperson said Sunday afternoon.",2022-03-06
166,Disney announced a new ad-supported tier for its Disney+ streaming service on Friday.,2022-03-04
167,Batman has been a staple on the big screen since Tim Burton's 1989 superhero film. A look at how past Batman films have fared at the global box office.,2022-03-03
168,Guru discloses 4th-quarter portfolio,2022-03-03
169,"In recent trading, shares of Organon & Co (Symbol: OGN) have crossed above the average analyst 12-month target price of $38.67, changing hands for $39.36/share. When a stock reaches the target an analyst has set, the analyst logically has two ways to react: downgrade on valu",2022-03-03
170,"JERSEY CITY, N.J., March 02, 2022--Organon (NYSE: OGN), announced today that Kevin Ali, Chief Executive Officer, and Matthew Walsh, Chief Financial Officer, are scheduled to participate in a fireside chat at the Cowen 42nd Annual Healthcare Virtual Conference on Wednesday, March 9, 2022 at 9:10 a.m. EST.",2022-03-02
171,"JERSEY CITY, N.J., March 01, 2022--Meghan Rivera Appointed US Managing Director, Organon",2022-03-01
172,,2022-03-01
173,"Disney, Sony and Warner Bros. have halted future theatrical film releases in Russia following the country's attack on Ukraine. ",2022-02-28
174,"Looking at the universe of stocks we cover at Dividend Channel, in trading on Monday, shares of Organon & Co (Symbol: OGN) were yielding above the 3% mark based on its quarterly dividend (annualized to $1.12), with the stock changing hands as low as $36.40 on the day. Divi",2022-02-28
175,"During a market like we have experienced over the past few months when the major benchmarks are posting negative year-to-date returns, dividend income becomes even more important for many investors. That extra income can either be reinvested back in stocks or an exchange-traded f",2022-02-28
176,Company expects to have Humira copycat on market next year,2022-02-25
177,"It was a strong quarter for Disney, HBO Max and Paramount+ as streaming leader Netflix acknowledged competition may be hurting its growth on the margins.",2022-02-24
178,"Looking at the universe of stocks we cover at Dividend Channel, on 2/25/22, Brookfield Renewable Partners LP (Symbol: BEP), Organon & Co (Symbol: OGN), and Mesa Laboratories, Inc. (Symbol: MLAB) will all trade ex-dividend for their respective upcoming dividends. Brookfield",2022-02-23
179,"Regular readers will know that we love our dividends at Simply Wall St, which is why it's exciting to see Organon & Co...",2022-02-20
180,Both Viatris and Organon are strikingly undervalued based on many approaches to valuing a company - primarily price to sales and price to earnings ratios. Read on...,2022-02-19
181,"Organon &amp; Co. (NYSE:OGN) Q4 2021 Results Conference Call February 17, 2022 08:30 AM ET Company Participants Jennifer Halchak - VP, IR Kevin Ali - CEO Matt Walsh - CFO Conference Call...",2022-02-17
182,The following slide deck was published by Organon & Co.,2022-02-17
183,"JERSEY CITY, N.J., February 17, 2022--Organon reports results for the fourth quarter and full year ended December 31, 2021",2022-02-17
184,"Organon reports results for the fourth quarter and full year ended December 31, 2021 Nexplanon®, fertility, biosimilars grew double digits for full year ... | February 17, 2022",2022-02-17
185,"Item 2.02 Results of Operations and Financial Condition.On February 17, 2022, Organon & Co. issued a press release regarding its results for the quarter and full year... | February 17, 2022",2022-02-17
186,"JERSEY CITY, N.J. _ Organon & Co. on Thursday reported fourth-quarter earnings of $202 million. On a per-share basis, the Jersey City, New Jersey-based company said it had... | February 17, 2022",2022-02-17
187,Sees FY22 adjusted EBITDA... OGN,2022-02-17
188,"Reports Q4 revenue $1.6B,... OGN",2022-02-17
189,,2022-02-17
190,,2022-02-17
191,,2022-02-17
192,"JERSEY CITY, N.J., February 16, 2022--Organon Acquires Marvelon® and Mercilon®, in the People’s Republic of China, including Hong Kong, Macau, Agrees to Acquire these Products in Vietnam",2022-02-16
193,"By Michael Dabaie Organon & Co. said it acquired the rights from Bayer AG to Marvelon and Mercilon, combined oral hormonal daily contraceptive pills, in the People's Republic of China,... | February 16, 2022",2022-02-16
194,"Acquisition Immediately Adds to Organon’s Suite of Contraceptive Offerings and Continues to Build on Strong Foundation in Women’s Health Around the World... | February 16, 2022",2022-02-16
195,"Organon (OGN) announced t... OGN, BAYRY",2022-02-16
196,,2022-02-16
197,A look at the shareholders of Organon & Co. ( NYSE:OGN ) can tell us which group is most powerful. Large companies...,2022-02-15
198,"Looking for a stock that has been consistently beating earnings estimates and might be well positioned to keep the streak alive in its next quarterly report? Organon (OGN), which belongs to the Zacks Medical Services industry, could be a great candidate to consider.",2022-02-14
199,"If you want to know who really controls Organon & Co. (NYSE:OGN), then you'll have to look at the makeup of its share registry.  Generally speaking, as a company grows, institutions will increase their ownership. Conversely, insiders often decrease their ownership over time.   W",2022-02-14
200,,2022-02-11
