,summary,date
53,"Avery Dennison Corp (NYSE: AVY) reported second-quarter FY22 sales growth of 11.7% year-on-year to $2.347 billion, marginally beating the consensus of $2.34 billion. Reported sales for the Label and Graphic Materials segment increased 8% to $1.5 billion; Retail Branding and Information Solutions surged 24% to $658 million; Industrial and Healthcare Materials grew by 1% to $198 million. Gross profit rose 11.7% Y/Y to $643.5 million. Marketing, general and administrative expenses rose 8.4% Y/Y to",2022-07-27
54,"Avery Dennison (AVY) delivered earnings and revenue surprises of 10.46% and 0.83%, respectively, for the quarter ended June 2022. Do the numbers hold clues to what lies ahead for the stock?",2022-07-27
55,"MENTOR, Ohio, July 27, 2022--Avery Dennison Corporation (NYSE:AVY) today announced preliminary, unaudited results for its second quarter ended July 2, 2022. Non-GAAP financial measures referenced in this document are reconciled to GAAP in the attached financial schedules. Unless otherwise indicated, comparisons are to the same period in the prior year.",2022-07-27
56,"MENTOR, Ohio _ Avery Dennison Corp. on Wednesday reported second-quarter net income of $214.5 million. The Mentor, Ohio-based company said it had profit of $2.61 per share.... | July 27, 2022",2022-07-27
57,"AVERY DENNISON ANNOUNCES SECOND QUARTER 2022 RESULTS Highlights: ... | July 27, 2022",2022-07-27
58,Consensus for 2022 EPS is... AVY,2022-07-27
59,"Reports Q2 revenue $2.3B,... AVY",2022-07-27
60,WWE can either move forward with sale discussions or take the business in new creative directions as Vince McMahon retires from his executive roles.,2022-07-26
61,"Raymond James analyst Joshua Wilson lowered the price target on Avery Dennison Corp (NYSE: AVY) to $195 (an upside of 12.5%) from $200 while maintaining the Outperform rating on the shares. Ahead of calendar 2Q results, Wilson trimmed his estimates modestly for each covered name to account for FX mark-to-market. The analyst increased inflation headwinds where appropriate. The notable exception to this dynamic was polypropylene prices, which have fallen 10-15% since May. Wilson expects the contin",2022-07-25
62,"Avery Dennison's (AVY) Q2 performance is likely to reflect higher demand for consumer products, growth in high-value product categories and benefits from productivity and cost actions.",2022-07-25
63,"Sesame sells the systems for anywhere from $100,000 to $300,000, or more for larger installations like a full medical clinic. ",2022-07-25
64,Raymond James analyst Joshua Wilson</a...,2022-07-25
65,"In a report issued on July 8, Ghans...",2022-07-25
66,"Shares of Avery Dennison Corp. slumped 0.41% to $175.30 Friday, on what proved to be an all-around rough trading session for the stock market, with the S&P...",2022-07-22
67,"There's a head spinning amount of news for markets to navigate in the week ahead, the biggest of which will be the Federal Reserve's mid-week meeting.",2022-07-22
68,"Shares of Avery Dennison Corp. rallied 1.56% to $176.03 Thursday, on what proved to be an all-around positive trading session for the stock market, with the...",2022-07-21
69,"Shares of Avery Dennison Corp. inched 0.97% higher to $173.32 Wednesday, on what proved to be an all-around great trading session for the stock market, with...",2022-07-20
70,"""Knock at the Cabin,"" a new film by director M. Night Shyamalan, is the first adaptation of one of Paul Tremblay's horror novels.",2022-07-16
71,"Shares of Avery Dennison Corp. advanced 1.82% to $167.01 Friday, on what proved to be an all-around great trading session for the stock market, with the S&P...",2022-07-15
72,"Ride-related injuries dropped by more than 60% between 2004 and 2019, according to the International Association of Amusement Parks and Attractions.",2022-07-15
73,"Shares of Avery Dennison Corp. inched 0.60% higher to $164.03 Thursday, on what proved to be an all-around poor trading session for the stock market, with...",2022-07-14
74,"CNBC obtained a list of nearly 20 corporations and trade groups that RSVP'd to attend a swanky, three-day retreat at the Breakers resort starting Sunday.",2022-07-14
75,"Shares of Avery Dennison Corp. shed 1.79% to $163.05 Wednesday, on what proved to be an all-around rough trading session for the stock market, with the S&P...",2022-07-13
76,The streamer announced in April that it was planning on rolling out an ad-supported tier after years of resisting the move.,2022-07-13
77,UBS analyst Joshua Specto... AVY,2022-07-13
78,"Shares of Avery Dennison Corp. rose 1.39% to $166.03 Tuesday, on what proved to be an all-around dismal trading session for the stock market, with the S&P...",2022-07-12
79,"""Succession"" tops the 2022 Emmy Award nominations followed by ""Ted Lasso"" and ""The White Lotus.""",2022-07-12
80,"Moviegoers aren't just returning to cinemas, they are spending more on premium tickets and concessions.",2022-07-11
81,"Shares of Avery Dennison Corp. slumped 0.73% to $163.75 Monday, on what proved to be an all-around rough trading session for the stock market, with the S&P...",2022-07-11
82,"""Thor: Love and Thunder"" tallied $143 million during its domestic debut, pushing the overall weekend haul to more than $200 million.",2022-07-10
83,"A movie industry panel discusses how it assigns ratings to newly released films, including details about what constitutes an R rating.",2022-07-09
84,"Shares of Avery Dennison Corp. shed 1.32% to $164.95 Friday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500...",2022-07-08
85,"MENTOR, Ohio, July 08, 2022--Avery Dennison Corporation (NYSE: AVY) will host its second quarter 2022 earnings conference call in a live webcast at 10:30 a.m. ET on Wednesday, July 27, 2022. The company's second quarter news release will be issued that morning at 6:45 a.m. ET.",2022-07-08
86,"Shares of Avery Dennison Corp. inched 0.86% higher to $167.16 Thursday, on what proved to be an all-around favorable trading session for the stock market,...",2022-07-07
87,"Shares of Avery Dennison Corp. rose 1.61% to $165.73 Wednesday, on what proved to be an all-around favorable trading session for the stock market, with the...",2022-07-06
88,"In an era of flagship streaming services like Disney+ and Peacock, Hulu is caught in the middle. ",2022-07-06
89,"Shares of Avery Dennison Corp. shed 0.81% to $163.11 Tuesday, on what proved to be an all-around mixed trading session for the stock market, with the S&P 500...",2022-07-05
90,"'Minions' and 'Toy Story' are among the most popular and profitable franchises for their respective studios — so why did ""Minions"" soar and ""Lightyear"" flop?
",2022-07-05
91,"""Minions: The Rise of Gru"" generated more than $108 million in ticket sales during its domestic opening weekend.",2022-07-03
92,A publicly traded Starz may look to increase in size by targeting other subscale media and entertainment companies.,2022-06-29
93,Sealed Air (SEE) has been hit by the recent market decline like most companies. Click here to know why I retained my buy rating for SEE stock.,2022-06-29
94,A string of solid theatrical performances coupled with a strong slate of upcoming films has left most box office analysts optimistic.,2022-06-29
95,Robert W. Baird analyst Ghansham Pa...,2022-06-27
96,Generally speaking the aim of active stock picking is to find companies that provide returns that are superior to the...,2022-06-26
97,"Shares of Avery Dennison Corp. rose 6.34% to $165.35 Friday, on what proved to be an all-around favorable trading session for the stock market, with the S&P...",2022-06-24
98,"Shares of Avery Dennison Corp. shed 0.13% to $155.49 Thursday, on what proved to be an all-around great trading session for the stock market, with the S&P...",2022-06-23
99,"Earlier, Citi reported th... AZO, TMO, IONS, AVY, DOV, RHP, UAL",2022-06-23
100,"Shares of Avery Dennison Corp. inched 0.23% higher to $155.70 Wednesday, on what proved to be an all-around poor trading session for the stock market, with...",2022-06-22
101,"Chemicals & Packaging... APD, ATR, AVY, CLW, LAC, PKG, SON, VNTR",2022-06-22
102,"Shares of Avery Dennison Corp. inched 0.28% higher to $155.35 Tuesday, on what proved to be an all-around great trading session for the stock market, with...",2022-06-21
103,"Chemicals & Packaging... APD, ATR, AVY, CLW, LAC, PKG, SON, VNTR",2022-06-21
104,"Avery Dennison, a packaging and labeling company, has completed the first phase of a multimillion-dollar investment at its local facility.  Its ADX Lab will be a customer-experience center, as well as the home for design and innovation for on-garment branding in the United States.  For example, one Avery Dennison innovation uses smart technology in conjunction with sportswear team name and numbering, enabling consumers to use their smart phones to scan special shirt emblems or patches that unlock exclusive content including promotional offers and events.",2022-06-20
105,"Pixar's ""Lightyear"" rocketed to a $51 million domestic opening, the best performance of an animated feature since the pandemic began.",2022-06-19
106,"Shares of Avery Dennison Corp. rose 1.04% to $154.91 Friday, on what proved to be an all-around mixed trading session for the stock market, with the S&P 500...",2022-06-17
107,"In a report issued on June 10, Ghan...",2022-06-17
108,"Shares of Avery Dennison Corp. slid 4.84% to $153.31 Thursday, on what proved to be an all-around rough trading session for the stock market, with the S&P...",2022-06-16
109,"Staff article entitled August 19th Options Now Available For Avery Dennison (AVY), about stock options, from Stock Options Channel.",2022-06-16
110,"dividend channel,AVY,",2022-06-16
111,"Shares of Avery Dennison Corp. inched 0.01% higher to $161.10 Wednesday, on what proved to be an all-around favorable trading session for the stock market,...",2022-06-15
112,"Whether you're a value, growth, or momentum investor, finding strong stocks becomes easier with the Zacks Style Scores, a top feature of the Zacks Premium research service.",2022-06-15
113,"Netflix disrupted traditional TV by releasing entire seasons of shows all at once. Now, the model is under scrutiny as the streamer deals with big losses.",2022-06-15
114,"Shares of Avery Dennison Corp. dropped 0.07% to $161.09 Tuesday, on what proved to be an all-around poor trading session for the stock market, with the S&P...",2022-06-14
115,Avery Dennison has had solid performance despite tough conditions. Industrial and geographical diversification. Click here to learn more about AVY stock.,2022-06-14
116,Looking for stock market analysis and research with proves results? Zacks.com offers in-depth financial research with over 30years of proven results.,2022-06-14
117,"Shares of Avery Dennison Corp. slid 4.55% to $161.20 Monday, on what proved to be an all-around dismal trading session for the stock market, with the S&P 500...",2022-06-13
118,Avery Dennison (AVY) is worth retaining in your portfolio owing to the strong demand for labeling technology and growing investment in high-value products despite inflated material costs.,2022-06-13
119,"""Jurassic World: Dominion"" roared to the top of the domestic box office over the weekend, generating more than $143 million in ticket sales during its debut.",2022-06-12
120,"Click here to read the dividend activity for Dividend Champions, Contenders, and Challengers and Companies with upcoming ex-dividend dates and upcoming pay dates.",2022-06-11
121,"""Jurassic World: Dominion"" may score to top spot at the domestic box office this weekend, but lackluster critical reviews and word of mouth could stall its potential haul.",2022-06-09
122,"Universal's ""Jurassic World: Dominion"" enters domestic theaters Friday, and it will snag the majority of premium format screens from ""Top Gun: Maverick.""",2022-06-09
123,"Like a puppy chasing its tail, some new investors often chase 'the next big thing', even if that means buying 'story...",2022-05-31
124,"Avery Dennison (AVY) might move higher on growing optimism about its earnings prospects, which is reflected by its upgrade to a Zacks Rank #2 (Buy).",2022-05-30
125,Netflix's fall from grace has ended the first act of the streaming wars. Act two will determine whether the industry can right itself.,2022-05-29
126,Avery Dennison (AVY) reported earnings 30 days ago. What's next for the stock? We take a look at earnings estimates for some clues.,2022-05-26
127,"Alurx welcomes two new members to its Medical & Expert Council: Dr. Erum Ilyas, a Board Certified Dermatologist focused on medical dermatology and skin cancer treatment, and Dr. Alexis Peraino, a Board Certified Internist passionate about disease prevention for health and longevity. They join the AMEC, a diverse team of physicians and experts established during the pandemic, and dedicated to creating new wellness products and sharing education and research. ""Dr. Ilyas and Dr. Peraino are trail-b",2022-05-24
128,"Former White House press secretary Jen Psaki will join MSNBC this fall in time for the 2022 midterm elections, NBCUniversal confirmed.",2022-05-24
129,"Shares of Avery Dennison Corp. slipped 1.98% to $164.50 Friday, on what proved to be an all-around favorable trading session for the stock market, with the...",2022-05-20
130,"Shares of Avery Dennison Corp. slid 0.39% to $167.82 Thursday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500...",2022-05-19
131,Avery Dennison's (AVY) partnership helps accelerate the manufacturing capacity of Wiliot tags significantly.,2022-05-18
132,"Shares of Avery Dennison Corp. slid 5.43% to $168.47 Wednesday, on what proved to be an all-around rough trading session for the stock market, with the S&P...",2022-05-18
133,"Shares of Avery Dennison Corp. advanced 2.70% to $178.15 Tuesday, on what proved to be an all-around favorable trading session for the stock market, with the...",2022-05-17
134,AGCO Corp's (AGCO) most production sites and parts operations that had been impacted by ransomware cyber-attack have restarted operational activities.,2022-05-17
135,"Backed by solid demand and focus on acquisitions, Packaging Corp (PKG) stock holds the potential to reap benefits for investors.",2022-05-17
136,"MENTOR, Ohio & SAN DIEGO, May 17, 2022--Avery Dennison Corporation (NYSE:AVY), the world’s largest provider of RFID and digital ID solutions, and Wiliot, the Internet of Things pioneer, today announced a strategic partnership dedicated to scaling the IoT to the next level, creating a new era of IoT that benefits people and the planet.",2022-05-17
137,"While some investors are already well versed in financial metrics (hat tip), this article is for those who would like...",2022-05-17
138,"Shares of Avery Dennison Corp. slipped 0.47% to $173.47 Monday, on what proved to be an all-around mixed trading session for the stock market, with the Dow...",2022-05-16
139,Leslie Picker joins the 'Halftime Report' to discuss what to expect from the SEC 13-F filings.,2022-05-16
140,"Stellar first-quarter 2022 results, investment in high-value products, pricing actions and positive growth prospects make Avery Dennison (AVY) a solid investment option.",2022-05-13
141,"The mean of analysts' price targets for Avery Dennison (AVY) points to a 27.6% upside in the stock. While this highly sought-after metric has not proven reasonably effective, strong agreement among analysts in raising earnings estimates does indicate an upside in the stock.",2022-05-13
142,"Whether you're a value, growth, or momentum investor, finding strong stocks becomes easier with the Zacks Style Scores, a top feature of the Zacks Premium research service.",2022-05-13
143,"The news means that tens of millions of households could receive high-speed internet at no cost, according to the White House.",2022-05-09
144,"Shares of Avery Dennison Corp. shed 1.08% to $177.34 Friday, on what proved to be an all-around grim trading session for the stock market, with the S&P 500...",2022-05-06
145,"Shares of Avery Dennison Corp. slid 3.31% to $179.27 Thursday, on what proved to be an all-around rough trading session for the stock market, with the S&P...",2022-05-05
146,"Shares of Avery Dennison Corp. rallied 2.34% to $185.41 Wednesday, on what proved to be an all-around positive trading session for the stock market, with the...",2022-05-04
147,"Management's Discussion and Analysis of Financial Condition and Results ofOperations, or MD&A, provides management's views on our financial condition andresults of operations and should be read... | May 3, 2022",2022-05-03
148,"Shares of Avery Dennison Corp. advanced 1.07% to $181.17 Tuesday, on what proved to be an all-around great trading session for the stock market, with the S&P...",2022-05-03
149,The board of Avery Dennison Corporation ( NYSE:AVY ) has announced that it will be increasing its dividend by 10% on...,2022-05-03
150,"Shares of Avery Dennison Corp. slipped 0.75% to $179.25 Monday, on what proved to be an all-around favorable trading session for the stock market, with the...",2022-05-02
151,"To find a multi-bagger stock, what are the underlying trends we should look for in a business? Firstly, we'd want to...",2022-05-01
152,"Comcast and Charter's joint venture to challenge Roku, Amazon and other streaming platforms may signal cable's long-game strategy.",2022-05-01
153,"Item 5.07 Submission of Matters to a Vote of Security Holders. & Due to public health concerns about in-person gatherings given theCOVID-19 pandemic at the time the meeting format was... | April 29, 2022",2022-04-29
154,"MENTOR, Ohio, April 28, 2022--Avery Dennison Corporation (NYSE:AVY) today announced that its Board of Directors has increased the company’s quarterly dividend. The board declared a quarterly dividend of $0.75 per share, representing an increase of approximately 10% over the previous dividend rate. The dividend for the second quarter is payable on June 15, 2022 to shareholders of record as of June 1, 2022.",2022-04-28
155,These are the stocks posting the largest moves in midday trading. ,2022-04-28
156,"CNBC's 'Squawk Box' team break down the latest first-quarter earnings results from Comcast, which beat analysts' expectations on the top and bottom lines.",2022-04-28
157,"All eyes will be on Comcast's broadband division, which is expected to add 229,000 new high-speed internet customers during the first quarter. ",2022-04-28
158,Raymond James analyst Jos... AVY,2022-04-28
159,Avery Dennison announced ... AVY,2022-04-28
160,"Brookfield upgrade, Capital One downgrade and Warner Bros. Discovery initiation among today's top calls on Wall Street BAM, RSI, ECL, AVY, RHI, HAL, SLB, COF, CRI, BNY, SKYW, PCH, WBD, WKME, ACM, J, APPN",2022-04-27
161,JPMorgan analyst Jeffrey ... AVY,2022-04-27
162,JPMorgan analyst Jeffrey ... AVY,2022-04-27
163,"the online investor,AVY,NVR,",2022-04-27
164,"Shares of Avery Dennison Corp. rallied 3.28% to $174.22 Tuesday, on what proved to be an all-around poor trading session for the stock market, with the S&P...",2022-04-26
165,Avery Dennison (AVY) expects adjusted EPS between $9.45 and $9.85 for the current year.,2022-04-26
166,"View more earnings on AVYSee more from BenzingaWhy Are Polaris Shares Trading Lower TodayD R Horton Q2 Earnings Beat EstimatesDon't miss real-time alerts on your stocks - join Benzinga Pro for free! Try the tool that will help you invest smarter, faster, and better.© 2022 Benzinga.com. Benzinga does not provide investment advice. All rights reserved.",2022-04-26
167,"Avery Dennison (AVY) delivered earnings and revenue surprises of 10.09% and 2.18%, respectively, for the quarter ended March 2022. Do the numbers hold clues to what lies ahead for the stock?",2022-04-26
168,"MENTOR, Ohio, April 26, 2022--Avery Dennison Corporation (NYSE:AVY) today announced preliminary, unaudited results for its first quarter ended April 2, 2022. Non-GAAP financial measures referenced in this document are reconciled to GAAP in the attached financial schedules. Unless otherwise indicated, comparisons are to the same period in the prior year.",2022-04-26
169,"Notable gainers among liq... SHW, GLW, WM, WHR, AVY",2022-04-26
170,"By Rob Curran Avery Dennsion Corp.'s first-quarter earnings slipped as higher costs offset an increase in sales. The Glendale, Calif., maker of labeling,...",2022-04-26
171,"By Rob Curran Avery Dennsion Corp. raised its 2022 earnings projection, forecasting continued sales and earnings growth despite what it called challenging...",2022-04-26
172,"First Quarter 2022 Financial Review and Analysis April 26, 2022 Supplemental Presentation... | April 26, 2022",2022-04-26
173,"(RTTNews) - Avery Dennison Corp. (AVY) has raised its guidance range for 2022 reported earnings per share to $9.35 to $9.75, from prior guidance range of $9.25 to $9.65. Excluding an estimated $0.10 per share related to restructuring charges and other items, guidance range for ad",2022-04-26
174,"GLENDALE, Calif. _ Avery Dennison Corp. on Tuesday reported first-quarter net income of $198.2 million. On a per-share basis, the Glendale, California-based company said it had net... | April 26, 2022",2022-04-26
175,"AVERY DENNISON ANNOUNCES FIRST QUARTER 2022 RESULTS Highlights: ●... | April 26, 2022",2022-04-26
176,(RTTNews) - Avery Dennison Corp. (AVY) reported a profit for first quarter that decreased from last year but beat the Street estimates.,2022-04-26
177,"Item 2.02 Results of Operations and Financial Condition.Avery Dennison Corporation's press release, dated April 26,2022, announcing the Company's preliminary, unaudited financial results for... | April 26, 2022",2022-04-26
178,FY22 consensus $9.57.... AVY,2022-04-26
179,"Reports Q1 revenue $2.3B,... AVY",2022-04-26
180,"Shares of Avery Dennison Corp. inched 0.76% higher to $168.69 Monday, on what proved to be an all-around positive trading session for the stock market, with...",2022-04-25
181,"Netflix doesn't plan to shut down password sharers overnight. Rather, it intends to bill shared accounts an extra fee in a global rollout that may take a year.",2022-04-23
182,"Shares of Avery Dennison Corp. shed 2.97% to $167.42 Friday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500...",2022-04-22
183,"Michael Morris, Guggenheim Partners, joins 'TechCheck' to dicsuss Snap's Q1 earnings results, where his forecast currently is and whether investors are too bearish on the streaming service industry.",2022-04-22
184, AVY,2022-04-22
185,"Shares of Avery Dennison Corp. inched 0.85% higher to $172.54 Thursday, on what proved to be an all-around poor trading session for the stock market, with...",2022-04-21
186,"Avery Dennison's (AVY) Q1 performance is likely to reflect higher demand for consumer products, growth in high-value product categories and margin benefits from productivity and cost actions.",2022-04-21
187,"FOR IMMEDIATE RELEASE The operations will ramp up to full scale over the next few months The company earlier had announced... | April 21, 2022",2022-04-21
188,Dissolving the district would mean Reedy Creek employees and infrastructure would be absorbed by the local counties.,2022-04-21
189,"Shares of Avery Dennison Corp. advanced 1.21% to $171.08 Wednesday, on what proved to be an all-around mixed trading session for the stock market, with the...",2022-04-20
190,"Instead of legacy media shares soaring as they imitate Netflix, the industry has brought Netflix down to a degree.",2022-04-20
191,Credit Suisse analyst Lar... AVY,2022-04-20
192,Avery Dennison (AVY) doesn't possess the right combination of the two key ingredients for a likely earnings beat in its upcoming report. Get prepared with the key expectations.,2022-04-19
193,"Netflix has been willing to turn a blind eye toward password sharing when it was growing subscribers, but losing customers can change behavior quickly.",2022-04-19
194,"Shares of Avery Dennison Corp. advanced 2.95% to $169.03 Tuesday, on what proved to be an all-around favorable trading session for the stock market, with the...",2022-04-19
195,"Shares of Avery Dennison Corp. shed 1.39% to $164.18 Monday, on what proved to be an all-around poor trading session for the stock market, with the S&P 500...",2022-04-18
196,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2022-04-18
197,"Shares of Avery Dennison Corp. shed 3.49% to $166.49 Thursday, on what proved to be an all-around dismal trading session for the stock market, with the S&P...",2022-04-14
198,"Shares of Avery Dennison Corp. sank 0.56% to $172.51 Wednesday, on what proved to be an all-around favorable trading session for the stock market, with the...",2022-04-13
199,Loop Capital analyst Chri... AVY,2022-04-13
200,Avery Dennison discusses the escalating need to address climate change and share insights on developing an effective strategy for change.,2022-04-12
201,"Shares of Avery Dennison Corp. slipped 1.19% to $173.49 Tuesday, on what proved to be an all-around dismal trading session for the stock market, with the S&P...",2022-04-12
202,"Shares of Avery Dennison Corp. shed 0.13% to $175.58 Monday, on what proved to be an all-around dismal trading session for the stock market, with the S&P 500...",2022-04-11
203,"Shares of Avery Dennison Corp. advanced 1.19% to $175.80 Friday, on what proved to be an all-around mixed trading session for the stock market, with the Dow...",2022-04-08
204,The Embelex product branding ecosystem provides a range of apparel embellishment products and services in the apparel and footwear markets.,2022-04-08
