,summary,date
41,Inflationary pressures have eased in recent months thanks to reduced supply-chain frictions and the commodity market coming off the boil. Read more.,2022-08-19
42,"Even before the onset of winter, the German economy is in poor shape.",2022-08-16
43,"We doubt European markets would react well to either a more hawkish or more dovish European Central Bank. Curve flattening, and lower Bund yields, is our base case for now. Read more here...",2022-08-16
44,"While the interest rate-sensitive housing sector may still feel the squeeze, we note that activity is at historically strong levels. Existing home sales have come off a bit more.",2022-08-13
45,"The global business climate is deteriorating in mid-2022, putting forecasters on recession watch.",2022-08-11
46,"European earnings and revenue growth continue to be resilient in 22Q2 in the face of recession worries, higher inflation and interest rates and concerns around energy security.",2022-08-11
47,"Almost every month this year, discounts on financial assets from their year-end 2021 prices have gotten larger, leaving S&P 500 with its worst first half-of-the-year return since 1962.",2022-08-10
48,The European Central Bank (ECB) is set to tilt its monetary policy strategy towards corporate bond issuers with âbetter climate performanceâ.,2022-08-10
49,July was the highest revenue generating month of 2022. The US hard to borrow equity market pushes revenues higher. Fixed income continues to see strong demand.,2022-08-09
50,"Elevated inflation, slowing global economic growth expectations, and reduced central bank liquidity remain the key economic considerations. Read more here.",2022-08-08
51,"US & European markets trailed global index for the year through July end, while UK & Japan held their YTD & 12-month leadership, despite losing ground to world index in July.",2022-08-06
52,"As USD strength continued & inflation expectations softened, gold price fell, gold ETFs lost 81t ($4.5bn), & speculative positions in gold futures turned net short for 5th time since 2006.",2022-08-06
53,Europe agreed on an investment fund for energy transformation and digitization of the economy. The investment regime weâve been putting in place over the past year may have profound effects.,2022-08-06
54,Why European countries like Germany may be facing a natural gas crisis this coming winter. Europe's natural gas crunch as countries rethinking their production strategies.,2022-08-05
55,"Global economic growth slowed to a crawl in July, according to the latest PMI survey data, led by the developed world falling into contraction for the first time in two years.",2022-08-04
56,"Central banks retain a heavy hand. Fed is pushing back against dovish interpretation of the July meeting, while ECB started peripheral bond market intervention through PEPP reinvestments.",2022-08-03
57,"Global equity markets went into a protective crouch last quarter, and factor performance followed suit. Read more.",2022-08-03
58,"Output fell in the United States, Eurozone, UK and Japan, while mainland China saw a reduced rate of expansion and the rest of Asia as a whole likewise mustered only modest growth.",2022-08-03
59,"The risks of a recession may be on the rise, but if one does strike the global economy in the next year or two, most equity managers donât expect it to be severe.",2022-08-03
60,We donât expect the slowdown in economies to result in a deep global recession. A repeat of the big increases in bond yields we saw in the first half of the year is unlikely.,2022-08-02
61,Central banks in major economies expected as recently as a few months ago that they could tighten monetary policy very gradually.,2022-08-02
62,"European gas demand curtailment would have major adverse impacts on the industrial sector, particularly the refining, chemicals, plastic, glass, ceramic, and metal industries. Read more.",2022-08-02
63,"US companies see strong food grocery sales as consumers focus on essentials. Consumer food price inflation ticked higher in June, reaching 10.4% in the US and eurozone and 9.8% in the UK.",2022-08-02
64,Many of the downside risks flagged in our April World Economic Outlook have begun to materialize.,2022-08-02
65,Ever-lower interest rates are driving greater appetite for risk assets. In the case of eurozone sovereign spreads this tightening is on the back of hopes for a less-fraught Italian election.,2022-08-02
66,The market has abandoned any thought of a 75 bp move and finished last week with a nearly 75% chance of a 50 bp hike. Read more.,2022-07-30
67,Is a Fed neutral interest rate enough to pause further hikes? How is Europe coping with its natural gas shortage? China lifts tech restrictions and supports property developers.,2022-07-30
68,Last week was action-packed and itâs not likely to ease up with attention now shifting from the Fed and the âtechnical recessionâ in the US to the labour market.,2022-07-30
69,"High inflation and low unemployment will push up wage growth in 2022 and 2023. At the same time, labour productivity growth is expected to come down significantly.",2022-07-29
70,These are the stocks posting the largest moves in midday trading. ,2022-07-28
71,"CNBC's 'Squawk Box' team breaks down the latest earnings results from Comcast, which beat analysts' expectations on the top and bottom lines.",2022-07-28
72,"The stocks making the biggest moves in premarket trading include Stanley Black & Decker, Southwest Airlines, Harley-Davidson, and more.",2022-07-28
73,"Signs of slowing economic growth abound, but they only seem to affect EUR rates. USD rates are more circumspect heading into todayâs FOMC meeting, where a 75bp hike is probable.",2022-07-27
74,"In all fairness to the Atlanta Fed, some of last weekâs statistical releases indicate an economic slowdown, but at a very slow pace. Read more.",2022-07-26
75,"As inflation raged, central banks accelerated the pace of monetary policy tightening, aiming to slow the growth of aggregate demand and calm price pressures. Read more here.",2022-07-26
76,The eurozone economy looks set to contract in Q3 as business activity slipped into decline in July and forward-looking indicators hint at worse to come in the months ahead. Read more.,2022-07-26
77,"If demand for workers persists, wage growth will stay higher and so will inflation. Read more.",2022-07-26
78,Most major economies are dealing with inflation highs not seen in decades. Read more.,2022-07-26
79,German Bund yields holding on to last weekâs gains confirm the marketâs recessionary mood. US data should add to the economic gloom. Read more here...,2022-07-26
80,Markets are pricing another 0.75% rate rise by the Fed this week. We see more volatility ahead as long as central banks think they can curb inflation without crushing growth. Read more here.,2022-07-25
81,The outcome of the Federal Reserve Open Market Committee meeting on July 27 is the most important event in the last week of July. Read more.,2022-07-23
82,Unpacking the initial results from second-quarter earnings season. European Central Bank raises rates for first time in 11 years.,2022-07-23
83,Europe took centre stage last week as leaders waited nervously to see if gas would start flowing through Nord Stream 1 again following scheduled maintenance.,2022-07-23
84,"There's a head spinning amount of news for markets to navigate in the week ahead, the biggest of which will be the Federal Reserve's mid-week meeting.",2022-07-22
85,"The credit cocktail has changed after the ECB announced a 50bp rate hike. Thus, credit is now looking more attractive due to lower rates and the value priced in. Read more here...",2022-07-22
86,ECB surprised markets by hiking 50bp and going against Juneâs guidance of a 25bp hike. This has signalled a willingness to front-load tightening. Curves flattened in reaction to the hike.,2022-07-22
87,"The UK economy surprised in May with robust growth following three months of stagnation, but that reading was distorted by holiday dates.",2022-07-21
88,"Instead of rising unemployment, the eurozone is currently facing labour shortages. With firmsâ employment expectations remaining historically high, tight labour markets look set to continue.",2022-07-20
89,The key to the price outlook will be the supply situation. Read more.,2022-07-20
90,"Two opposing forces appear to be dominating the market currently, with investors polarized between recession fears and bargain hunting following this yearâs large equity selloff.",2022-07-20
91,"There has been a dramatic fall in Treasury yields in the past month and an equally dramatic fall in energy, metals, and agricultural commodities.",2022-07-19
92,"The global economy and financial markets have had a dreadful H1 2022, and H2 looks tough too. Investors would do well to refocus on high quality, with assets that can deliver stable earnings",2022-07-19
93,"Inflation has been a global issue, with food and energy especially affecting emerging local markets given their large proportion of the Consumer Price Index basket.",2022-07-19
94,Europe is facing the risk of an energy shock-driven recession and periphery stress. Thatâs why we think the ECB will stop hiking earlier than the Fed. Read more here...,2022-07-18
95,"The US and eurozone June composite PMI had nearly converged at 52.3 and 52.0, respectively. The BOJ saw the economy expanding 2.9% this year and slowing to 1.9% next and 1.1% in 2024.",2022-07-17
96,We now expect U.S. inflation to peak later than we originally expected and to roll over much more gradually than previously expected. Read more.,2022-07-16
97,"""Knock at the Cabin,"" a new film by director M. Night Shyamalan, is the first adaptation of one of Paul Tremblay's horror novels.",2022-07-16
98,"K2 Advisors team is monitoring economic growth, earnings, supply chains, and inflation for clues as to whether central banks can achieve the elusive soft landing. Read more.",2022-07-16
99,"Next week offers a plethora of monetary policy meetings with the ECB, BoJ, CBRT, SARB and CBR among those.",2022-07-16
100,"Ride-related injuries dropped by more than 60% between 2004 and 2019, according to the International Association of Amusement Parks and Attractions.",2022-07-15
101,"CNBC obtained a list of nearly 20 corporations and trade groups that RSVP'd to attend a swanky, three-day retreat at the Breakers resort starting Sunday.",2022-07-14
102,"At the heart of this market volatility is inflation uncertainty, which results in policy uncertainty. The U.S. Click here to read more.",2022-07-14
103,"The market now has more than a 50% probability attached to a 100bp hike from the Fed in July. We think this is overdone, and we think the bond market agrees with us. Read more here...",2022-07-14
104,Private market valuations are not immune to this new regime of higher volatility. Click here to know more...,2022-07-14
105,"An investment in Nigeria or Turkey clearly exposes a firm or investor to more risks than an otherwise similar investment in Germany or Canada, but why?",2022-07-14
106,The streamer announced in April that it was planning on rolling out an ad-supported tier after years of resisting the move.,2022-07-13
107,"Last quarter, the Asset Allocation Committee adopted an underweight view on global equities and leaned more heavily into cash, commodities and other alternative, diversifying assets.",2022-07-13
108,Forward 12-month net profit margin for the STOXX 600 is currently at an all-time high of 10.0% and has increased by 220 basis points (bps) over last 2 years. Read more here.,2022-07-13
109,"""Succession"" tops the 2022 Emmy Award nominations followed by ""Ted Lasso"" and ""The White Lotus.""",2022-07-12
110,"The EU and the U.S. are placing more energy sanctions on the Russian Federation, but it looks like they are self-defeating in nature. Click here to know more...",2022-07-12
111,"Between 2009 and 2012, the euro area experienced a sovereign debt crisis. The European Central Bank is ending its bond-buying program and prepping to raise rates.",2022-07-11
112,"Moviegoers aren't just returning to cinemas, they are spending more on premium tickets and concessions.",2022-07-11
113,Klarna Bank AB said Monday it has raised $800 million in financing at a valuation of $6.7 billion. The Swedish buy-now-pay-later payments provider said it...,2022-07-11
114,"""Thor: Love and Thunder"" tallied $143 million during its domestic debut, pushing the overall weekend haul to more than $200 million.",2022-07-10
115,"Last month, when the Fed hiked 75 bp instead of the 50 it had signaled, Chair Powell cited the unexpectedly strong CPI and elevated University of Michigan consumer inflation expectations.",2022-07-09
116,"A movie industry panel discusses how it assigns ratings to newly released films, including details about what constitutes an R rating.",2022-07-09
117,Key highlights from the June Fed meeting minutes. Is eurozone growth decelerating? China considers $220 billion stimulus plan.,2022-07-09
118,"It will be a busy week for Fed speak as Williams talks about LIBOR on Monday, Barkin discusses recession on Tuesday, Waller speaks on Thursday and Bostic talks on Friday.",2022-07-09
119,"Despite a challenging outlook for the eurozone, the prospect of another debt crisis seems unlikely. But speculation about a crisis can be self-fulfilling, and much will depend on politics.",2022-07-08
120,"Euro rates and German Bund yields are on a downward path, justified by recession risks and declining inflation fears.",2022-07-07
121,The rise in bond spreads in most eurozone countries could be a problem.,2022-07-07
122,Global economic growth accelerated in June thanks primarily to rebounding business activity in mainland China after lockdowns related to the Omicron wave were eased.,2022-07-07
123,Global cost pressures eased in June albeit remaining elevated. Click here to know more...,2022-07-07
124,"In an era of flagship streaming services like Disney+ and Peacock, Hulu is caught in the middle. ",2022-07-06
125,"As European spot prices for gas break new records, it is becoming clear that natural gas will be one of the major battlefields of the geoeconomic war between Russia and the West.",2022-07-06
126,"At the G7 meeting, the group agreed on banning Russian gold imports, while working on a mechanism to cap the price of Russian crude oil. Read more here...",2022-07-06
127,The latest PMI data suggest that risks have increasingly tilted towards the economy slipping into a downturn at the same time that inflationary pressures moderate but remain elevated.,2022-07-06
128,"Earnings expectations have remained resilient across U.S., Europe, and Canada as we enter the second half of the year with most global benchmarks down 15-20%.",2022-07-06
129,"'Minions' and 'Toy Story' are among the most popular and profitable franchises for their respective studios — so why did ""Minions"" soar and ""Lightyear"" flop?
",2022-07-05
130,All risky assets remain vulnerable to recession and generalized negative sentiment - including Italian government bonds. Click here to know more...,2022-07-04
131,"""Minions: The Rise of Gru"" generated more than $108 million in ticket sales during its domestic opening weekend.",2022-07-03
132,"The JPMorgan Manufacturing Purchasing Managers' Index, compiled by S&P Global, nudged lower in June, down from 52.3 in May to 52.2, its lowest since August 2020.",2022-07-02
133,"The S&P Global Eurozone Manufacturing PMIÂ® fell from 54.6 in May to 52.1 in June, its lowest reading since August 2020 and a fifth consecutive month of decline in the headline measure.",2022-07-02
134,"A shortened trading week on Wall Street will have traders focusing on the FOMC minutes, a few Fed speakers, and the June nonfarm payroll report.",2022-07-02
135,We have upgraded inflation forecasts - and downgraded growth - and now expect global GDP to expand at a rate well below potential in 2023.,2022-07-01
136,The global economic outlook has deteriorated sharply; we now expect GDP growth to be well below potential in 2023. Read more here.,2022-07-01
137,"Food price inflation in May reaches 10.1% in the US, 8.9% in the Eurozone. Eurozone sees higher inflation rates for wheat, fats and oils, commodities affected by the war in Ukraine.",2022-07-01
138,"Global equity markets outside of the United States are completing a second negative quarter, with the MSCI ACWI ex US IMI Index down 11.33% in the three months through June 24.",2022-07-01
139,"The tone has become markedly risk-off, bonds rallying as risk assets sell off. The US curve starts signalling a looming cycle change as recession fears take over. Read more here...",2022-07-01
140,A publicly traded Starz may look to increase in size by targeting other subscale media and entertainment companies.,2022-06-29
141,A string of solid theatrical performances coupled with a strong slate of upcoming films has left most box office analysts optimistic.,2022-06-29
142,Recession fears and central-bank tightening are driving market volatility. We think equity markets are oversold and believe U.S. core inflation has likely peaked.,2022-06-29
143,We expect elevated inflation to continue into 2023 due to the lagged impact of food supply disruption and elevated energy costs.,2022-06-29
144,"Recession fears have injected much-needed two-way risks in rates markets. Inflation swaps suggest expectations are anchored, but swaptions betray a record-low degree of conviction.",2022-06-28
145,"Global growth and inflation concerns are keeping investors up at night. At the BlackRock Outlook Forum, we made the case weâre entering a new macro and market regime. Read more here...",2022-06-27
146,Pendulum of market sentiment swings dramatically. It swung from nearly everyone & their sister complaining that the Federal Reserve was lagging behind surge in prices to fear of a recession.,2022-06-25
147,The probability for high inflation coupled with low or negative growth to persist in Europe for some time seems to be increasing.,2022-06-25
148,Recessions have gone from being a potential consequence of high inflation and rapid monetary tightening to an increasingly likely scenario.,2022-06-25
149,"Federal Reserve wants to hit the brakes, a 180-degree reversal from the recent two-year effort to turbo-stimulate the U.S. economy.",2022-06-24
150,Market consensus expectations for real GDP growth rates in the EU and eurozone through 2023 look increasingly unrealistic. Read more here.,2022-06-24
151,"Eurozone economic growth deteriorated sharply to a 16-month low in June, according to preliminary PMI data, reflecting a stalling of demand growth. Click to read more.",2022-06-24
152,"Growth is slowing, but itâs slowing to trend at this point. So not to zero, not to negative, but something like the trend that weâve experienced over the last couple of decades.",2022-06-24
153,"NGDP is up 12.4% over the past 9 quarters, an annual rate of 5.3%. Thatâs too high. I usually focus on NGDP out of sheer laziness, and also because it is normally quite similar to NGDI.",2022-06-24
154,"Russia's war with Ukraine and recent lockdowns in mainland China have further disrupted supply chains, adding to cost pressures.",2022-06-23
155,"Eurozone consumption is still experiencing a temporary bump from catch-up spending on services, although todayâs PMI figures are already starting to cast doubt on that view.",2022-06-23
156,"Bonds have a patchy record in pricing recession risk so far this year. Though as inflation has taken precedence over growth in central banksâ policy decision-making, this is understandable.",2022-06-23
157,The University of Michiganâs consumer sentiment index's preliminary estimate for June plunged to a record low. Read on to find out what this means for the markets at large.,2022-06-22
158,We see the Fed on a path to raise rates far enough this year to hurt growth. The US activity restart from the pandemic could grind to a halt in coming quarters. Read more here...,2022-06-22
159,"Concerns rest on the fact that global manufacturing growth has weakened amid ongoing supply constraints & soaring prices, leaving growth reliant on the service sector. Read more.",2022-06-20
160,"Pixar's ""Lightyear"" rocketed to a $51 million domestic opening, the best performance of an animated feature since the pandemic began.",2022-06-19
161,"Aside from the Bank of Japan, major central banks are in a hurry to tighten financial conditions even as a cyclical slowdown weakens demand. Read more here.",2022-06-18
162,"For once, it isn’t the Fed’s stance that is keeping bond investors up at night. The Fed and financial markets now seem more aligned both on the path for rates and on economic prospects.",2022-06-18
163,"This past week felt like a big moment for central banks, collectively, as well as financial markets more broadly.",2022-06-17
164,"ECB is finally taking measure of financial fragmentation risk in eurozone. In addition to existing tools, it's working on a new instrument to prevent further widening of sovereign spreads.",2022-06-15
165,"Netflix disrupted traditional TV by releasing entire seasons of shows all at once. Now, the model is under scrutiny as the streamer deals with big losses.",2022-06-15
166,Healthy pre-provision income and strong capital levels will allow banks to manage their remaining exposure to Russian counterparties. Read more here.,2022-06-15
167,"As inflation readings around the world come in well above targets, many central banks have sped up their plans to tighten monetary policy after years of historically low interest rates",2022-06-15
168,The dynamics of higher inflation are mostly global in nature. Click here to know more...,2022-06-14
169,"ECB's key interest rate was unchanged at -0.5%, though market rates have been rising and inflation is high. Printing too much money for too long fueled most of the high US inflation.",2022-06-14
170,"Over the past quarter-century, central banks such as the U.S. Federal Reserve and the European Central Bank have often stepped in and eased monetary policy when equity markets sold off.",2022-06-14
171,US stocks have suffered the biggest year-to-date losses since at least the 1960s. That’s ignited calls to “buy the dip.” But we'll pass for now. Read more here...,2022-06-13
172,"Long-term bond yields have barely budged in Japan. Investors seem intent on continuing to sell JPY unless the BOJ lets yields rise, but if they do that, markets would switch to selling JGBs.",2022-06-13
173,"All of the major central banks are facing a tight dilemma with inflation, but the European Central Bank has the hardest job at the moment. Click here to know more.",2022-06-13
174,"""Jurassic World: Dominion"" roared to the top of the domestic box office over the weekend, generating more than $143 million in ticket sales during its debut.",2022-06-12
175,"Market recognizes a strong consensus has emerged at FOMC for 50bp hikes in June, but unexpectedly strong CPI report before weekend saw market price in about 50% chance of 75bp hike in July.",2022-06-11
176,The central bank announces the end of its accommodative monetary policy.,2022-06-11
177,"Two-plus years into the pandemic, nobody wants to hear the word Covid anymore. Covid-19 case waves significantly improved in April and May across most global regions. Read more.",2022-06-11
178,It’s been a slow start to the month in financial markets but the ECB rate decision on Thursday finally got things moving and the US inflation data on Friday kept it going into the weekend.,2022-06-11
179,"The European Central Bank announced it will hike interest rates 25 basis points at its July meeting, and further hikes are coming in September and beyond.",2022-06-11
180,"With a chance that the ECB’s own growth forecasts are too optimistic, the hawkishness at today's press conference might soon turn out to have been premature. Read more here...",2022-06-09
181,"""Jurassic World: Dominion"" may score to top spot at the domestic box office this weekend, but lackluster critical reviews and word of mouth could stall its potential haul.",2022-06-09
182,"Universal's ""Jurassic World: Dominion"" enters domestic theaters Friday, and it will snag the majority of premium format screens from ""Top Gun: Maverick.""",2022-06-09
183,The latest PMI data compiled for JPMorgan by S&P Global revealed an unwelcome mix of sluggish global economic growth and soaring business costs in May. Read more.,2022-06-08
184,Global economic growth continued to be fueled first and foremost by resurgent demand for consumer services in May. Click here to know more...,2022-06-08
185,"For the European Central Bank, the question is no longer if but when and by how much it will hike interest rates this summer. Read more here.",2022-06-07
186,"Global economic growth pace remained among the weakest seen so far during the pandemic recovery period in May, according to the latest PMI data compiled for JPMorgan by S&P Global.",2022-06-07
187,"The US consumer price index (CPI) has risen by over 8% in the past year, similar to Europe’s 7.4% increase.",2022-06-07
188,"Biden said tackling inflation is his top domestic policy. The bad news is the burden of fighting inflation falls mostly on the Fed raising interest rates, which could depreciate asset values",2022-06-07
189,Markets are primed to assume hawkish intent and quick to perceive overtightening risks. This keeps us neutral on equities short term. The volatile macro and market landscape is here to stay.,2022-06-06
190,Investors are shifting their focus from runaway inflation to slowing global growth as central banks hike rates to tame price pressures. Click here to know more...,2022-06-06
191,"For the first time in about five years, Amazon.com Inc.'s stock undefined is trading in three-digit territory, because the ecommerce and cloud giant's...",2022-06-06
192,Netflix's fall from grace has ended the first act of the streaming wars. Act two will determine whether the industry can right itself.,2022-05-29
193,"Former White House press secretary Jen Psaki will join MSNBC this fall in time for the 2022 midterm elections, NBCUniversal confirmed.",2022-05-24
194,Leslie Picker joins the 'Halftime Report' to discuss what to expect from the SEC 13-F filings.,2022-05-16
195,"The news means that tens of millions of households could receive high-speed internet at no cost, according to the White House.",2022-05-09
196,"CNA Financial (CNA) Q1 results reflect higher premiums, lower expenses and improved combined ratio, offset by lower net investment income.",2022-05-03
197,"Like a puppy chasing its tail, some new investors often chase 'the next big thing', even if that means buying 'story...",2022-05-02
198,"CNA Financial Corporation (NYSE: CNA) today announced first quarter 2022 net income of $313 million, or $1.15 per share, versus $312 million, or $1.14 per share, in the prior year quarter. Core income for the quarter was $316 million, or $1.16 per share, versus $263 million, or $0.96 per share, in the prior year quarter. Net investment losses for the quarter were $3 million, versus net investment gains of $49 million in the prior year quarter.",2022-05-02
199,"Comcast and Charter's joint venture to challenge Roku, Amazon and other streaming platforms may signal cable's long-game strategy.",2022-05-01
200,These are the stocks posting the largest moves in midday trading. ,2022-04-28
201,"CNBC's 'Squawk Box' team break down the latest first-quarter earnings results from Comcast, which beat analysts' expectations on the top and bottom lines.",2022-04-28
202,"All eyes will be on Comcast's broadband division, which is expected to add 229,000 new high-speed internet customers during the first quarter. ",2022-04-28
203,"Netflix doesn't plan to shut down password sharers overnight. Rather, it intends to bill shared accounts an extra fee in a global rollout that may take a year.",2022-04-23
204,"Michael Morris, Guggenheim Partners, joins 'TechCheck' to dicsuss Snap's Q1 earnings results, where his forecast currently is and whether investors are too bearish on the streaming service industry.",2022-04-22
205,"Last week, the European Central Bank (ECB) delivered a dovish surprise to the market. Read more here.",2022-04-22
206,"Policymakers have moved from a single objective of net-zero, to a trilemma of goals including net-zero, supply security, and affordability. Click here to know more...",2022-04-22
207,"The nature of the economic cycle, originally due to the COVID pandemic, has been amplified. Click here to know more...",2022-04-22
208,"The economy is still growing, consumers are still spending, and many businesses are still making profits. Click here to know more...",2022-04-22
209,"Bond yields have sprinted higher on ballooning inflation and hawkish comments by central banks, but we still prefer equities. Global growth continues to be solid.",2022-04-21
210,Dissolving the district would mean Reedy Creek employees and infrastructure would be absorbed by the local counties.,2022-04-21
211,"Instead of legacy media shares soaring as they imitate Netflix, the industry has brought Netflix down to a degree.",2022-04-20
212,"Netflix has been willing to turn a blind eye toward password sharing when it was growing subscribers, but losing customers can change behavior quickly.",2022-04-19
213,Market rates are still on the rise. Click here to know more...,2022-04-19
214,The International Monetary Fund said Tuesday that global growth this year will slow substantially because of Russia's invasion of Ukraine.,2022-04-19
215,"If China were to continue to pursue a Zero Covid policy amidst rising case counts, supply chains originating in Asia could get shut down again. Click here to read more.",2022-04-16
216,The bond market selloff did not ease up heading into the long holiday weekend and traders will have to soon decide if they decide to sell in May and go away. Click here to know more...,2022-04-15
217,"The Biden administration's test-to-treat program, which allows people who test positive for COVID-19 to leave the pharmacy with a prescription for...",2022-04-15
218,"In attempting to answer our original question as to whether analysts have been too slow in downgrading estimates, we turn to the STOXX 600 Earnings Outlook report.",2022-04-13
219,"In our view, investors should position themselves for a two-way market, emphasizing liquidity and looking for opportunity in investment grade credit, securitized products and high yield.",2022-04-13
220,Investors who look to bonds for safety and modest returns just received a brutal lesson in the perils of unexamined optimism. Click here to know more...,2022-04-12
221,"CarMax Inc. shares undefined slid 6% in premarket trade Tuesday, after the retailer of used cars missed fiscal fourth-quarter profit estimates, offsetting a...",2022-04-12
222,"Supply shocks have created scarcity inflation, making higher inflation more
persistent and increasing the risk of a growth slowdown. Read more here...",2022-04-12
223,"The recent rise in volatility has been more pronounced in bonds. Jimmy Xu, Portfolio Manager, TD Asset Management, discusses the increase in fixed income volatility and equity implications.",2022-04-12
224,"Measured in standard deviation, inflation divergence in the eurozone has never been higher than it is now. Click here to know more...",2022-04-11
225,"The coming days are eventful. And that is with the known unknown, Russia's actions in Ukraine, held in abeyance.",2022-04-10
226,"You have probably noticed that prices at the grocery store are higher than they were a year ago, but some, like cereal and sunflower oil, are a whole lot higher. Read more here.",2022-04-09
227,"""Sonic the Hedgehog 2"" is the first major family film released in 2022 and is expected to signal if this demographic is finally ready to return to theaters.",2022-04-08
228,"The average life span in the U.S. fell in 2021 for a second consecutive year, compounding the effect of a decline in 2020 that was the largest since 1943....",2022-04-08
229,Input cost inflation accelerated worldwide in both manufacturing and services. Click here to know more...,2022-04-07
