,summary,date
26,"Latest data shows the lar... SST, DWAC, SU, MULN, IMPP, JDST, EVTL, EWC, UVXY",2022-08-31
27,"With stock markets around the world giving up the ghost in August, most have moved back below their 50-DMAs or even into oversold territory.",2022-08-31
28,,2022-08-31
29,"Global securities finance revenues reached $6.1bn in H1 2022, up 12% YoY. Increasing balances across main asset classes were the key linchpin to a strong H1 2022.",2022-08-25
30,"With each successive increase in the Bank of Canada’s overnight rate, the financial media anticipate dire consequences for the consumer and especially, homeowners.",2022-08-22
31,,2022-08-22
32,"I will be keeping a close watch on EWC, EWA, EWU, and EIRL, and adding to them on weakness in the weeks and months ahead. Read to know why.",2022-08-21
33,What are the odds of a recession? What are the risks that inflation will stay elevated? How are housing markets evolving in a rising rate environment?,2022-08-20
34,"Even if inflation slows, the Fed is unlikely to step off the rate hike gas. Why it's time to beware of the bear market rally.",2022-08-18
35,Royal Bank of Canada (RY) topped analyst estimatesÂ in Q2 amid strong lending growth and a further release of COVID-19 loan loss provisions. Read more here.,2022-08-15
36,"While the interest rate-sensitive housing sector may still feel the squeeze, we note that activity is at historically strong levels. Existing home sales have come off a bit more.",2022-08-13
37,Docebo provides an integrated learning management system to organizations for their internal and external training needs. Read more about DCBO stock here.,2022-08-12
38,CLYLFâs holdings are required to have increased dividends in 4 out of the last 5 years.,2022-08-12
39,The constant rising of interest rates by the Bank of Canada has already caused the Canadian Real Estate market to slow down.,2022-08-11
40,Why U.S. GDP data may not be painting an accurate picture of the economy. Read more.,2022-08-10
41,"The average sale price for a Toronto home in July was $1.02 million (Toronto Regional Real Estate Board), down $133,075 (11.5%) from June 2022 and +0.2 percent or $2,520 compared to July.",2022-08-10
42,"With so much negativity baked in, it may have been inevitable that markets would rebound. The strong U.S. jobs numbers highlight the challenges in reading the economy.",2022-08-09
43,Among the many facets of the economy affected by the pandemic were commercial bank deposits. ,2022-08-09
44,,2022-08-09
45,"Here is EWC, the ETF for Canada. Take particular note of the huge channel and the recent top.",2022-08-06
46,Why European countries like Germany may be facing a natural gas crisis this coming winter. Europe's natural gas crunch as countries rethinking their production strategies.,2022-08-05
47,The tech-heavy Nasdaq had rallied 19% since June 16 and remained -21% since November. The widely-benchmarked S&P 500 was +10% from June and -13% from its January 3rd peak.,2022-08-04
48,"Charles talks about outlook on equities, niche area of fixed income he finds very attractive right now, which digital assets he thinks are a zero versus those that are really here to stay.",2022-08-03
49,"The risks of a recession may be on the rise, but if one does strike the global economy in the next year or two, most equity managers donât expect it to be severe.",2022-08-03
50,Central banks in major economies expected as recently as a few months ago that they could tighten monetary policy very gradually.,2022-08-02
51,Why a reset of earnings expectations may be good for markets. How the current environment has some companies evaluating their cost structures and looking to protect margins.,2022-08-01
52,"With policymakers hinting back in June that they could force inflation lower, we are anticipating a 50bp hike from the Bank of England next week.",2022-07-30
53,The S&P 500 closes July in its fourth and largest counter-trend rally since beginning the 2022 bear market.,2022-07-30
54,"Rather than making money harder to get, the U.S. government needs to focus on the other side of the demand vs. supply equation.",2022-07-29
55,These are the stocks posting the largest moves in midday trading. ,2022-07-28
56,"CNBC's 'Squawk Box' team breaks down the latest earnings results from Comcast, which beat analysts' expectations on the top and bottom lines.",2022-07-28
57,"The stocks making the biggest moves in premarket trading include Stanley Black & Decker, Southwest Airlines, Harley-Davidson, and more.",2022-07-28
58,Why inflation may not be all bad for real estate? Is Canadian real estate facing a crash? Not likely.,2022-07-27
59,The U.S. ETFs tracking world countries show a broad move higher in equities around the globe during the month of July.,2022-07-27
60,WWE can either move forward with sale discussions or take the business in new creative directions as Vince McMahon retires from his executive roles.,2022-07-26
61,"Sesame sells the systems for anywhere from $100,000 to $300,000, or more for larger installations like a full medical clinic. ",2022-07-25
62,The iShares ASX200 Australia ETF (IOZ or EWA) offers a simple and easy way to get broad exposure to the top 200 listed companies in Australia. Read more here.,2022-07-25
63,The coming recession: Deep or shallow? Markets pricing in rate cut in 2023.,2022-07-23
64,"There's a head spinning amount of news for markets to navigate in the week ahead, the biggest of which will be the Federal Reserve's mid-week meeting.",2022-07-22
65,"For three decades, the theory was that ultra-low interest rates allow borrowers to save on interest costs. In reality, low rates prompt most to borrow more and go deeper into debt.",2022-07-21
66,"Looking at units outstanding versus one week prior within the universe of ETFs covered at ETF Channel, the biggest outflow was seen in the iShares MSCI Canada ETF, where 5,500,000 units were destroyed, or a 4.9% decrease week over week - And on a percentage change basis, the ETF with the biggest outflow was the OBOR ETF, which lost 100,000 of its units, representing a 33.3% decline in outstanding units compared to the week prior - EWC,OBOR.",2022-07-20
67,The setting of mortgage rates is never a matter of directly translating from the bank rate to the mortgage rates . A lot more goes into determining mortgage rates.,2022-07-20
68,Topaz Energy has a greater chance of success than a typical new company due to the backing of Tourmaline Oil. Read more about Topaz Energy stock ehre.,2022-07-19
69,Canadaâs housing market continued to weaken for the third month in June. Read more.,2022-07-19
70,GuruFocus Article or News written by insider and the topic is about: ,2022-07-19
71,"After seeing a very strong recovery during 2021, Vermilion Energy appeared to be entering a new era of dividend growth in 2022. Read more about VET stock here.",2022-07-18
72,"Founded only a year ago, Rubellite is a pure play oil producer operating in the prolific Clearwater play. Led by Susan Riddell-Rose and Ryan Shay, the company has first class management.",2022-07-18
73,"The US and eurozone June composite PMI had nearly converged at 52.3 and 52.0, respectively. The BOJ saw the economy expanding 2.9% this year and slowing to 1.9% next and 1.1% in 2024.",2022-07-17
74,U.S. inflation hits a 40-year high of 9.1%. Market pricing for July Fed meeting shifts. Bank of Canada announces largest rate increase in 24 years.,2022-07-16
75,,2022-07-16
76,"""Knock at the Cabin,"" a new film by director M. Night Shyamalan, is the first adaptation of one of Paul Tremblay's horror novels.",2022-07-16
77,Bonterra Energy is going for a very low P/E. Bonterra Energy is consistently growing production. Read why the high debt level is the main issue.,2022-07-15
78,"Ride-related injuries dropped by more than 60% between 2004 and 2019, according to the International Association of Amusement Parks and Attractions.",2022-07-15
79,"CNBC obtained a list of nearly 20 corporations and trade groups that RSVP'd to attend a swanky, three-day retreat at the Breakers resort starting Sunday.",2022-07-14
80,The Bank of Canada's hike of 100 basis points on Wednesday was somewhat out of the ordinary. Read more on what it means for the Canadian economy.,2022-07-14
81,The Bank of Canada raised the overnight rate to 2.5% and stated that it will continue with Quantitative Tightening (QT). Read more.,2022-07-14
82,,2022-07-14
83,The streamer announced in April that it was planning on rolling out an ad-supported tier after years of resisting the move.,2022-07-13
84,,2022-07-13
85,There are plenty of reasons to suggest that H2 2022 will be just as difficult as H1. Read more to know where I see value for the rest of the year.,2022-07-13
86,"""Succession"" tops the 2022 Emmy Award nominations followed by ""Ted Lasso"" and ""The White Lotus.""",2022-07-12
87,"Staff article entitled Noteworthy ETF Outflows: EWC, about ETFs, from ETF Channel.",2022-07-12
88,Why Canada's hottest housing markets are feeling the biggest chill. How a population boom is helping to support Atlantic Canada's real estate market.,2022-07-11
89,"Moviegoers aren't just returning to cinemas, they are spending more on premium tickets and concessions.",2022-07-11
90,"""Thor: Love and Thunder"" tallied $143 million during its domestic debut, pushing the overall weekend haul to more than $200 million.",2022-07-10
91,"A movie industry panel discusses how it assigns ratings to newly released films, including details about what constitutes an R rating.",2022-07-09
92,Secular bear markets begin from a point of mass exuberance and over-valuation and end when they have crushed both into remission.,2022-07-08
93,"As inflation keeps rising, so too will rates. Does that mean a recession is unavoidable? -What a recession in Canada might look like and how long it may last.",2022-07-07
94,"Stocks opened higher Thursday, with the S&P 500 attempting to stretch its winning streak to four days as investors weighed fears of an economic slowdown...",2022-07-07
95,"The U.S. international trade deficit narrowed 1.3% in May to $85.5 billion, the Commerce Department said Thursday.",2022-07-07
96,"In an era of flagship streaming services like Disney+ and Peacock, Hulu is caught in the middle. ",2022-07-06
97,"Earnings expectations have remained resilient across U.S., Europe, and Canada as we enter the second half of the year with most global benchmarks down 15-20%.",2022-07-06
98,"'Minions' and 'Toy Story' are among the most popular and profitable franchises for their respective studios — so why did ""Minions"" soar and ""Lightyear"" flop?
",2022-07-05
99,"The lesson I take away is that it's better to invest in a smaller market, neutral or not, where most of the defense costs are paid by a larger market. Read why.",2022-07-05
100,"Rising rates are adding to the affordability crisis in Canada. Even as Canadian home prices drop, many still can't afford to buy in.",2022-07-05
101,"""Minions: The Rise of Gru"" generated more than $108 million in ticket sales during its domestic opening weekend.",2022-07-03
102,The global economic outlook has deteriorated sharply; we now expect GDP growth to be well below potential in 2023. Read more here.,2022-07-01
103,"This year, iShares MSCI Canada ETF (EWC) has witnessed lower drawdowns than U.S. stocks and global stocks. See why I think EWCâs valuations still remain cheap.",2022-06-30
104,A publicly traded Starz may look to increase in size by targeting other subscale media and entertainment companies.,2022-06-29
105,A string of solid theatrical performances coupled with a strong slate of upcoming films has left most box office analysts optimistic.,2022-06-29
106,Recession fears and central-bank tightening are driving market volatility. We think equity markets are oversold and believe U.S. core inflation has likely peaked.,2022-06-29
107,The latest numbers from the UK and Canada are likely to place even more pressure on central banks to increase borrowing costs in order to bring inflation under control.,2022-06-25
108,"With rate now rising, has the easy money in real estate already been made? How real estate may become the haves and have-nots for investors.",2022-06-25
109,"All three major indexes are poised to break with three weeks of losses, as investors in part bet that recession threats will stop Fed hikes sooner than later.",2022-06-24
110,"While 64% of Americans think democracy in the U.S. is 'in crisis and at risk of failing,' former military leaders write a dire warning",2022-06-23
111,,2022-06-22
112,"Pixar's ""Lightyear"" rocketed to a $51 million domestic opening, the best performance of an animated feature since the pandemic began.",2022-06-19
113,"Aside from the Bank of Japan, major central banks are in a hurry to tighten financial conditions even as a cyclical slowdown weakens demand. Read more here.",2022-06-18
114,"Staff article entitled EWC Crowded With Sellers, about ETFs, from ETF Channel.",2022-06-17
115,,2022-06-17
116,,2022-06-17
117,"Netflix disrupted traditional TV by releasing entire seasons of shows all at once. Now, the model is under scrutiny as the streamer deals with big losses.",2022-06-15
118,"""Jurassic World: Dominion"" roared to the top of the domestic box office over the weekend, generating more than $143 million in ticket sales during its debut.",2022-06-12
119,"In urban areas within an hour’s drive of Toronto (broad GTA), the average sale price topped $1,000,000 in February 2022. The Canadian median home sale price touched $816,000 in February.",2022-06-10
120,"""Jurassic World: Dominion"" may score to top spot at the domestic box office this weekend, but lackluster critical reviews and word of mouth could stall its potential haul.",2022-06-09
121,"Universal's ""Jurassic World: Dominion"" enters domestic theaters Friday, and it will snag the majority of premium format screens from ""Top Gun: Maverick.""",2022-06-09
122,The majority of global 10-year benchmark notes hit 3-year yield highs early in May after central banks around the world began to tighten monetary policy. Click here to read more.,2022-06-08
123,Netflix's fall from grace has ended the first act of the streaming wars. Act two will determine whether the industry can right itself.,2022-05-29
124,,2022-05-28
125,"Former White House press secretary Jen Psaki will join MSNBC this fall in time for the 2022 midterm elections, NBCUniversal confirmed.",2022-05-24
126,,2022-05-20
127,,2022-05-18
128,Leslie Picker joins the 'Halftime Report' to discuss what to expect from the SEC 13-F filings.,2022-05-16
129,,2022-05-10
130,"The news means that tens of millions of households could receive high-speed internet at no cost, according to the White House.",2022-05-09
131,"Staff article entitled iShares MSCI Canada ETF Experiences Big Outflow, about ETFs, from ETF Channel.",2022-05-06
132,"Comcast and Charter's joint venture to challenge Roku, Amazon and other streaming platforms may signal cable's long-game strategy.",2022-05-01
133,These are the stocks posting the largest moves in midday trading. ,2022-04-28
134,"CNBC's 'Squawk Box' team break down the latest first-quarter earnings results from Comcast, which beat analysts' expectations on the top and bottom lines.",2022-04-28
135,"All eyes will be on Comcast's broadband division, which is expected to add 229,000 new high-speed internet customers during the first quarter. ",2022-04-28
136,"Staff article entitled EWC Crowded With Sellers, about ETFs, from ETF Channel.",2022-04-27
137,"Staff article entitled Noteworthy ETF Outflows: EWC, about ETFs, from ETF Channel.",2022-04-25
138,"Netflix doesn't plan to shut down password sharers overnight. Rather, it intends to bill shared accounts an extra fee in a global rollout that may take a year.",2022-04-23
139,"Michael Morris, Guggenheim Partners, joins 'TechCheck' to dicsuss Snap's Q1 earnings results, where his forecast currently is and whether investors are too bearish on the streaming service industry.",2022-04-22
140,Dissolving the district would mean Reedy Creek employees and infrastructure would be absorbed by the local counties.,2022-04-21
141,"Instead of legacy media shares soaring as they imitate Netflix, the industry has brought Netflix down to a degree.",2022-04-20
142,"Netflix has been willing to turn a blind eye toward password sharing when it was growing subscribers, but losing customers can change behavior quickly.",2022-04-19
143,"Spikes in agriculture, fossil fuels, and housing pushed inflation in March to the highest reading in 40 years. Click here to know more...",2022-04-15
144,Why there's a strong case for Canadian equities. Click here to know more...,2022-04-15
145,"Anthony Okolie speaks with Alexandra Gorewicz, Portfolio Manager, Active Fixed Income, TD Asset Management, about the potential impact of rising rates.",2022-04-14
146,,2022-04-13
147,"Anthony Okolie speaks with Mario Mendonca, Managing Director, TD Securities, about the implications for Canadian banks and his outlook for the sector.",2022-04-13
148,"A growing number of investors are placing billions of dollars into socially responsible impact investing funds, which are also known as Environmental, Social, and Governance (ESG) funds. These portfolios select stocks based on a company's ESG practices, alongside more traditional financial measures.",2022-04-12
149,Supply chain pressure is worse now than during the height of COVID-19.,2022-04-08
150,"""Sonic the Hedgehog 2"" is the first major family film released in 2022 and is expected to signal if this demographic is finally ready to return to theaters.",2022-04-08
151,"In its latest budget, the federal government has included a number of measures to address the affordability crisis affecting housing markets across Canada.",2022-04-08
152,,2022-04-08
153,"The federal government has tabled a budget that promises billions of dollars for housing, social programs and defence. So this budget tried to tackle housing from a lot of different angles.",2022-04-08
154,"Niche sports organizations such as UFC, WWE and Formula 1 could be alluring acquisition targets for big streaming companies like Disney and Netflix.",2022-04-07
155,"Global bond markets experienced another sell-off in March amid a surge in COVID-19 cases, energy market strains, soaring inflation and uncertainty over the Russia-Ukraine war.",2022-04-07
156,"The ""Halftime Report"" traders give their top picks to watch for the second half.",2022-04-06
157,"As tensions rise between Disney and Florida lawmakers, the company will air new a new public service announcement from GLAAD featuring a transgender teen.",2022-04-06
158,"As government bond prices have declined on expectations of aggressive rate hikes from central banks, fixed mortgage interest rates (priced off bond yields), have leapt.",2022-04-06
159,iShares EWC Fund is exclusively focused on Canadian equities. Click here to read my analysis of EWC ETF as an investment option at its current market price.,2022-04-06
160,"'Mad Money' host Jim Cramer and the 'Squawk on the Street' team break down shares of AT&T, Discovery and CNBC parent company Comcast.",2022-04-05
161,"Staff article entitled Noteworthy ETF Inflows: EWC, about ETFs, from ETF Channel.",2022-04-04
162,Bank of Canada is now expected to hike the base interest rate by .50% at its next several meetings toward 2.5% by year-end. Read more.,2022-03-30
163,"While the year 2022 began on a positive, generally optimistic note for investors, the scene changed dramatically over the course of the quarter. Read more.",2022-03-30
164,"Stocks opened slightly lower Wednesday, taking a breather after four straight days of gains for the Dow Jones Industrial Average and S&P 500. The Dow...",2022-03-30
165,"""CODA"" won Best Picture at the Oscars. ""Dune"" won the most awards. Will Smith smacked Chris Rock for insulting Jada Pinkett-Smith.",2022-03-27
166,"Staff article entitled Noteworthy ETF Inflows: EWC, about ETFs, from ETF Channel.",2022-03-25
167,,2022-03-25
168,"Over the past seven months, US ten-year Treasury prices (the flip side of yields) have seen their third-largest drawdown of the last century.",2022-03-23
169,"The price of the average Canadian home hit $816,720 in February, its highest level on record (Canadian Real Estate Association).",2022-03-23
170,"Stocks had a nice rebound last week. This was welcomed, but may have been a little surprising given all the risks facing equities at the moment. Read more here.",2022-03-22
171,A Rocky Mountain mansion owned by Russian oligarch Roman Abramovich would likely be among the first assets frozen by the U.S. government if he is sanctioned.,2022-03-20
172,"Staff article entitled iShares MSCI Canada ETF Experiences Big Outflow, about ETFs, from ETF Channel.",2022-03-17
173,"In Canada's economy, the jobs growth has arrived, wage growth has not. Click here to know more...",2022-03-15
174,Netflix's stock has now given up all its pandemic gains. Shares were down more than 50% since their mid-November high.,2022-03-14
175,"China's latest Covid outbreak is prompting a round of business restrictions, while Russian and Ukrainian officials held another peace discussion.",2022-03-14
176,"Staff article entitled Notable Two Hundred Day Moving Average Cross - EWC, about ETFs, from ETF Channel.",2022-03-14
177,Why the Russia-Ukraine war may create challenges for the global economy. Click here to know more...,2022-03-11
178,The aging population drove a steady rise in retirees over the past decade. The pandemic accelerated this with a surge in those opting to retire sooner than previously expected.,2022-03-10
179,"As in the 2000 and 2008 cycles, the Canadian stock market’s concentration in fossil fuel and financial companies has allowed it to hold up better than U.S. markets so far.",2022-03-08
180,Researchers help explain the wide disconnect between executives and employees about their excitement to return to the office.,2022-03-08
181,"Staff article entitled EWC: Large Inflows Detected at ETF, about ETFs, from ETF Channel.",2022-03-08
182,,2022-03-07
183,We may have surpassed a major secular inflection point in the global economy and financial markets. Investors still have reasons to be constructive. Read more.,2022-03-07
184,European stocks careened lower on Monday on the threat of further sanctions against commodities production giant Russia over its invasion of Ukraine.,2022-03-07
185,"""Given the circumstances on the ground, we have decided to suspend our service in Russia,"" a spokesperson said Sunday afternoon.",2022-03-06
186,Disney announced a new ad-supported tier for its Disney+ streaming service on Friday.,2022-03-04
187,"Michael O’Brien, Head of Core Canadian Equities at TD Asset Management, talks about how the current inflationary and geopolitical conditions could impact investment assets in Canada.",2022-03-04
188,Batman has been a staple on the big screen since Tim Burton's 1989 superhero film. A look at how past Batman films have fared at the global box office.,2022-03-03
189,"Since December, despite a parabolic move in fossil fuels (priced in U.S. dollars), the Canadian dollar has not followed along for the ride.",2022-03-03
190,"The Bank of Canada hiked interest rates to 0.50%, the first increase since 2018. James Orlando, Senior Economist, TD Bank, talks about the central bank’s efforts to tame rising prices.",2022-03-02
191,European equities are underperforming this week. Click here to know more...,2022-03-02
192,"By Maria Martinez The eurozone's annual rate of inflation rose further in February, beating forecasts and marking the highest print in history. Consumer...",2022-03-02
193,"Financial markets are reacting as expected to the heightened uncertainty. In the first days of the invasion, global equities plunged while safe-haven assets rallied.",2022-03-01
194,Impact of sanctions against Russia. Boomerang effects of sanctions against Russia.,2022-02-28
195,"Disney, Sony and Warner Bros. have halted future theatrical film releases in Russia following the country's attack on Ukraine. ",2022-02-28
196,"Alberta announced it will balance its 2022/2023 budget, the first Canadian province to do so. That’s great news for Canadian energy stocks.  ",2022-02-28
197,"It was a strong quarter for Disney, HBO Max and Paramount+ as streaming leader Netflix acknowledged competition may be hurting its growth on the margins.",2022-02-24
198,,2022-02-23
199,"Chinese consumer, producer price increases slow. Key takeaways from the Fed’s January meeting minutes. Markets react to Russia-Ukraine tensions.",2022-02-18
200,,2022-02-18
201,The inevitable weakness in household spending has been evident over the past few months. Click here to know more...,2022-02-18
202,"Staff article entitled EWC Crosses Below Key Moving Average Level, about ETFs, from ETF Channel.",2022-02-18
203,Options strategist Phil Davis shares why inflation may be here to stay for the long term and says the Fed will have to be more proactive if it wants to get ahead of inflation.,2022-02-18
204,,2022-02-16
205,,2022-02-15
206,"So far, the Dow is off 5.6% from the highs (transports are -12.0%), the S&P 500 is -7.8%. Ex-energy and financials, the S&P 500 is near -10%.",2022-02-14
207,,2022-02-13
208,"Canada sheds 200,000 jobs in January amid omicron wave. U.S. consumer prices rise at fastest rate in 40 years. Are brighter days ahead for U.S. small cap stocks?",2022-02-11
209,,2022-02-11
210,Analysts across Wall Street sang the praises of Disney after a quarterly print showing a stunning recovery in its parks business.,2022-02-10
211,Shares of Twitter Inc. were gaining in premarket trading Thursday after the social-media company largely met expectations with its latest financial results...,2022-02-10
212,,2022-02-10
213,"House Speaker Nancy Pelosi said Wednesday that a congressional panel will ""review the options"" for a ban on stock trading on Capitol Hill, following a report...",2022-02-09
214,"The Super Bowl commercial is part of Tonal's broader ""Strength Made Me"" campaign, which celebrates women being strong both physically and mentally. ",2022-02-09
215,,2022-02-09
216,"Jeff Tripp, Head of Alternative Investments at TD Asset Management, discusses how commercial real estate is withstanding the Omicron impact and why it may be a good hedge against inflation.",2022-02-09
217,,2022-02-08
218,"Canada’s job market continues to show strength, but that has not necessarily meant higher wage growth. TD Bank Senior Economist James Orlando discusses why wage growth could accelerate ahead",2022-02-08
219,"Most people borrow heavily to buy real estate, so prices have always followed credit cycles up and down. Read more here.",2022-02-07
220,,2022-02-04
221,,2022-02-04
222,,2022-02-04
223,"The stock market has been like a rocket ship over the last three years, advancing +90% as measured by the S&P 500 index, and +136% for the NASDAQ. Read more.",2022-02-02
224,"China’s economy is struggling as its outrageously leveraged property sector, which has driven some 25% of its GDP growth over the past decade, works through a well-earned bust cycle.",2022-02-01
225,Bud Light Seltzer is hoping that a Super Bowl ad starring celebrity chef Guy Fieri will help jump-start sales of its new hard soda line.,2022-02-01
226,AT&T Inc. undefined said Tuesday it has decided to spin off its stake in WarnerMedia in connection with the previously announced deal with Discovery Inc....,2022-02-01
227,"David Sykes, Head of Public Equities, TD Asset Management, says it's time to nibble away at oversold stocks that have a competitive advantage, sound growth outlook, and solid balance sheet.",2022-01-31
228,"EWC is exclusively focused on Canadian equities, with a bias towards large and medium sized companies. See why I suggest readers give this fund some consideration.",2022-01-30
229,"Given steep losses many investors have experienced in recent weeks, many want to identify the culprit that is responsible. Franc rose to six-year highs against euro last week. Read more.",2022-01-29
230,,2022-01-29
231,Investors' sudden change of heart on Netflix puts entire streaming wars narrative into question for 2022.,2022-01-29
232,The Federal Communications Commission does not yet have the majority it would need to reinstate net neutrality on the federal level.,2022-01-28
233,"Information technology, utilities, and materials were the clear winners across most regions. Click here to know more...",2022-01-28
234,"BoC and Fed didn’t hike interest rates, but both signaled higher rates are coming. TD Securities Head of Global Rates Strategy Priya Misra explains that may mean more market volatility ahead",2022-01-28
235,"Casey Newton, The Platformer editor and CNBC contributor, joins 'Power Lunch' to discuss the streaming landscape and recent developments in the space.",2022-01-27
236,,2022-01-27
237,Dow futures turned positive Thursday after falling more than 500 points overnight.,2022-01-27
238,BoC held its key rate steady but upped its inflation outlook. TD Asset Management Portfolio Manager (Active Fixed Income) Alexandra Gorewicz discusses the bank’s decision and rates outlook.,2022-01-27
239,,2022-01-26
240,,2022-01-26
241,,2022-01-26
242,"Late cycle-performers, financials, and energy are now rolling over to confirm the bear market that small-cap stocks began last November. Click here to know more...",2022-01-25
243,"In this environment where the economic outlook is robust, the jobs market is red hot and inflation is at generational highs, we see little reason for BoC to delay tightening monetary policy.",2022-01-25
244,Netflix tumbled for a second day on Monday after the company's weaker-than-expected subscriber forecast. ,2022-01-24
245,These are the stocks posting the largest moves in midday trading. ,2022-01-24
246,"Markets are tumbling as investors focus on the Russia-Ukraine conflict and the upcoming Fed meeting. Michael Craig, Head of Asset Allocation and Derivatives, discusses what to expect ahead.",2022-01-24
247,CNBC's Julia Boorstin reports on legal media companies which are ticking higher despite a broader sell-off. (Comcast is CNBC's parent company.),2022-01-24
248,U.S. stock futures indicated more losses to start the new week following the Nasdaq's and the S&P 500's worst weeks since March 2020.,2022-01-24
249,"The stocks making the biggest moves in premarket trading include Kohl's, Snap, Peloton, and more.",2022-01-24
250,,2022-01-24
251,"Microsoft, Tesla and Apple will release quarterly results, alongside a handful of other tech firms. McDonald's and Boeing will also offer updates.",2022-01-23
252,The collapse of December US retail sales (-1.9%) and the unexpected drop in industrial output give the world's largest economy little momentum.,2022-01-23
253,,2022-01-22
254,"The Federal Reserve's meeting trumps everything else for markets in the week ahead, as investors await any new clues on its plans to raise interest rates.",2022-01-21
255,"Netflix added a line in its quarterly shareholder letter acknowledging streaming competition is affecting its ""marginal growth.""",2022-01-20
256,"Since December, a global jump in rate hiking expectations has caused bonds to sell-off. Read more.",2022-01-19
257,Microsoft takes big $68.7 billion swing on video game company Activision Blizzard while legacy media stays on sidelines,2022-01-18
258,"Despite market expectation of higher rates as its economy recovered and supply chain bottlenecks fueled rising prices concerns, the PBOC did not tighten its monetary policy.",2022-01-18
259,,2022-01-18
260,It’s been a turbulent start to the year in the markets and that’s unlikely to change as we move into earnings season.,2022-01-14
261,Will the tech rout spill over to broader markets? The pace of change in rate hike will dictate market fate in 2022.,2022-01-14
262,President Biden urged companies to voluntarily impose Covid vaccination rules on workers after the Supreme Court blocked a government order to do that.,2022-01-13
263,"Andrew Hencic, Senior Economist, TD Economics, discusses key risks to the 2022 US and Canada growth outlook amid supply chain disruptions, rising inflation, and China's economic slowdown.",2022-01-13
264,"Our forecasting model predicts the real value of global trade to go up to USD 20,175 billion in 2021 and USD 21,038 billion in 2022.",2022-01-12
265,Two of Sen. Kyrsten Sinema's former aides have become key aides for corporate giants looking to impact President Joe Biden's agenda. ,2022-01-11
266,The negative start to 2022 is a step in the mean reversion needed - but much more is yet to come. Click here to know more...,2022-01-11
267,Former aides to Sen. Joe Manchin who are now lobbyists are scoring big clients as their ex-boss battles President Biden's agenda,2022-01-10
268,"""Turning Red"" is the third Pixar film to transition to Disney's streaming platform during the pandemic.",2022-01-07
269,"As the price of risk has rebounded since March 2020, misplaced confidence among vulnerable, cash-light participants has become deeply entrenched.",2022-01-07
270,"If you're thinking about some of the best country-specific ETFs to buy for 2022, here are seven that ought to deliver for investors.",2022-01-07
