,summary,date
22,"""Knock at the Cabin,"" a new film by director M. Night Shyamalan, is the first adaptation of one of Paul Tremblay's horror novels.",2022-07-16
23,"Next week offers a plethora of monetary policy meetings with the ECB, BoJ, CBRT, SARB and CBR among those.",2022-07-16
24,"Ride-related injuries dropped by more than 60% between 2004 and 2019, according to the International Association of Amusement Parks and Attractions.",2022-07-15
25,"CNBC obtained a list of nearly 20 corporations and trade groups that RSVP'd to attend a swanky, three-day retreat at the Breakers resort starting Sunday.",2022-07-14
26,The streamer announced in April that it was planning on rolling out an ad-supported tier after years of resisting the move.,2022-07-13
27,"The consumer price index is expected to rise a sharp 1.1% in June, according to economists polled by The Wall Street Journal. Such an increase would push the...",2022-07-13
28,"""Succession"" tops the 2022 Emmy Award nominations followed by ""Ted Lasso"" and ""The White Lotus.""",2022-07-12
29,"Moviegoers aren't just returning to cinemas, they are spending more on premium tickets and concessions.",2022-07-11
30,"""Thor: Love and Thunder"" tallied $143 million during its domestic debut, pushing the overall weekend haul to more than $200 million.",2022-07-10
31,"A movie industry panel discusses how it assigns ratings to newly released films, including details about what constitutes an R rating.",2022-07-09
32,"In an era of flagship streaming services like Disney+ and Peacock, Hulu is caught in the middle. ",2022-07-06
33,"'Minions' and 'Toy Story' are among the most popular and profitable franchises for their respective studios — so why did ""Minions"" soar and ""Lightyear"" flop?
",2022-07-05
34,"The lesson I take away is that it's better to invest in a smaller market, neutral or not, where most of the defense costs are paid by a larger market. Read why.",2022-07-05
35,"""Minions: The Rise of Gru"" generated more than $108 million in ticket sales during its domestic opening weekend.",2022-07-03
36,Focus on high-quality companies that you can own at reasonable prices as well as make moderate adjustments in your overall positioning.,2022-07-02
37,"A shortened trading week on Wall Street will have traders focusing on the FOMC minutes, a few Fed speakers, and the June nonfarm payroll report.",2022-07-02
38,A publicly traded Starz may look to increase in size by targeting other subscale media and entertainment companies.,2022-06-29
39,A string of solid theatrical performances coupled with a strong slate of upcoming films has left most box office analysts optimistic.,2022-06-29
40,Recessions have gone from being a potential consequence of high inflation and rapid monetary tightening to an increasingly likely scenario.,2022-06-25
41,We see the Fed on a path to raise rates far enough this year to hurt growth. The US activity restart from the pandemic could grind to a halt in coming quarters. Read more here...,2022-06-22
42,An US economic crisis would affect countries around the world. Why do I think Switzerland is better prepared to deal with a global crisis? Click here to find out.,2022-06-21
43,"Pixar's ""Lightyear"" rocketed to a $51 million domestic opening, the best performance of an animated feature since the pandemic began.",2022-06-19
44,"ECB is finally taking measure of financial fragmentation risk in eurozone. In addition to existing tools, it's working on a new instrument to prevent further widening of sovereign spreads.",2022-06-15
45,"Netflix disrupted traditional TV by releasing entire seasons of shows all at once. Now, the model is under scrutiny as the streamer deals with big losses.",2022-06-15
46,"A day after a panel of advisers to the Food and Drug Administration endorsed a second brand of COVID-19 vaccine for school-age children and teens, the same...",2022-06-15
47,"""Jurassic World: Dominion"" roared to the top of the domestic box office over the weekend, generating more than $143 million in ticket sales during its debut.",2022-06-12
48,"""Jurassic World: Dominion"" may score to top spot at the domestic box office this weekend, but lackluster critical reviews and word of mouth could stall its potential haul.",2022-06-09
49,"Universal's ""Jurassic World: Dominion"" enters domestic theaters Friday, and it will snag the majority of premium format screens from ""Top Gun: Maverick.""",2022-06-09
50,"MINNEAPOLIS, May 31, 2022 (GLOBE NEWSWIRE) -- SPS Commerce, Inc. (NASDAQ: SPSC), a leader in retail cloud services, today announced that management will present at William Blair's 42nd Annual Growth Stock Conference in Chicago, IL on Monday, June 6, 2022, at 4:00 PM C.T. A webcast of the presentation will be available on the company’s investor relations website at http://investors.spscommerce.com/events.cfm. About SPS Commerce SPS Commerce is the world’s leading retail network, connecting tradin",2022-05-31
51,Netflix's fall from grace has ended the first act of the streaming wars. Act two will determine whether the industry can right itself.,2022-05-29
52,"Former White House press secretary Jen Psaki will join MSNBC this fall in time for the 2022 midterm elections, NBCUniversal confirmed.",2022-05-24
53,Leslie Picker joins the 'Halftime Report' to discuss what to expect from the SEC 13-F filings.,2022-05-16
54,"The news means that tens of millions of households could receive high-speed internet at no cost, according to the White House.",2022-05-09
55,"Staff article entitled iShares MSCI Switzerland (EWL) Enters Oversold Territory, about ETFs, from ETF Channel.",2022-05-04
56,"Comcast and Charter's joint venture to challenge Roku, Amazon and other streaming platforms may signal cable's long-game strategy.",2022-05-01
57,These are the stocks posting the largest moves in midday trading. ,2022-04-28
58,"CNBC's 'Squawk Box' team break down the latest first-quarter earnings results from Comcast, which beat analysts' expectations on the top and bottom lines.",2022-04-28
59,"All eyes will be on Comcast's broadband division, which is expected to add 229,000 new high-speed internet customers during the first quarter. ",2022-04-28
60,"Netflix doesn't plan to shut down password sharers overnight. Rather, it intends to bill shared accounts an extra fee in a global rollout that may take a year.",2022-04-23
61,"Michael Morris, Guggenheim Partners, joins 'TechCheck' to dicsuss Snap's Q1 earnings results, where his forecast currently is and whether investors are too bearish on the streaming service industry.",2022-04-22
62,Dissolving the district would mean Reedy Creek employees and infrastructure would be absorbed by the local counties.,2022-04-21
63,"Instead of legacy media shares soaring as they imitate Netflix, the industry has brought Netflix down to a degree.",2022-04-20
64,"Netflix has been willing to turn a blind eye toward password sharing when it was growing subscribers, but losing customers can change behavior quickly.",2022-04-19
65,,2022-04-14
66,"""Sonic the Hedgehog 2"" is the first major family film released in 2022 and is expected to signal if this demographic is finally ready to return to theaters.",2022-04-08
67,"Niche sports organizations such as UFC, WWE and Formula 1 could be alluring acquisition targets for big streaming companies like Disney and Netflix.",2022-04-07
68,"The ""Halftime Report"" traders give their top picks to watch for the second half.",2022-04-06
69,"As tensions rise between Disney and Florida lawmakers, the company will air new a new public service announcement from GLAAD featuring a transgender teen.",2022-04-06
70,"'Mad Money' host Jim Cramer and the 'Squawk on the Street' team break down shares of AT&T, Discovery and CNBC parent company Comcast.",2022-04-05
71,"Oil futures seesaw between losses and gains on Friday, but a volatile week of trading has taken a toll with prices poised to suffer their biggest weekly...",2022-04-01
72,"Staff article entitled iShares MSCI Switzerland Breaks Above 200-Day Moving Average - Bullish for EWL, about ETFs, from ETF Channel.",2022-03-29
73,"""CODA"" won Best Picture at the Oscars. ""Dune"" won the most awards. Will Smith smacked Chris Rock for insulting Jada Pinkett-Smith.",2022-03-27
74,"Since the GFC, the Fed always came to the market rescue during times of stress. Today, the exact opposite is taking place, as the Fed is moving aggressively toward tightening policy.",2022-03-21
75,"Atlanta Fed President Raphael Bostic said Monday the goal of policy is to get rates to neutral, around 2.4%, as quickly as possible.",2022-03-21
76,A Rocky Mountain mansion owned by Russian oligarch Roman Abramovich would likely be among the first assets frozen by the U.S. government if he is sanctioned.,2022-03-20
77,Netflix's stock has now given up all its pandemic gains. Shares were down more than 50% since their mid-November high.,2022-03-14
78,"China's latest Covid outbreak is prompting a round of business restrictions, while Russian and Ukrainian officials held another peace discussion.",2022-03-14
79,CrowdStrike Holdings Inc. shares surged in the extended session Wednesday after the cybersecurity company's quarterly results and outlook exceeded Wall...,2022-03-09
80,Researchers help explain the wide disconnect between executives and employees about their excitement to return to the office.,2022-03-08
81,We may have surpassed a major secular inflection point in the global economy and financial markets. Investors still have reasons to be constructive. Read more.,2022-03-07
82,"""Given the circumstances on the ground, we have decided to suspend our service in Russia,"" a spokesperson said Sunday afternoon.",2022-03-06
83,Disney announced a new ad-supported tier for its Disney+ streaming service on Friday.,2022-03-04
84,Batman has been a staple on the big screen since Tim Burton's 1989 superhero film. A look at how past Batman films have fared at the global box office.,2022-03-03
85,"Disney, Sony and Warner Bros. have halted future theatrical film releases in Russia following the country's attack on Ukraine. ",2022-02-28
86,"It was a strong quarter for Disney, HBO Max and Paramount+ as streaming leader Netflix acknowledged competition may be hurting its growth on the margins.",2022-02-24
87,,2022-02-15
88,Analysts across Wall Street sang the praises of Disney after a quarterly print showing a stunning recovery in its parks business.,2022-02-10
89,"The Super Bowl commercial is part of Tonal's broader ""Strength Made Me"" campaign, which celebrates women being strong both physically and mentally. ",2022-02-09
90,"Shares of Peloton Interactive Inc. undefined rocketed 19.9% in morning trading Tuesday, putting them on track to close above the widely followed 50-day...",2022-02-08
91,The governors of at least five states are planning to drop face mask mandates for students and school employees or others in indoor public places in an...,2022-02-08
92,,2022-02-05
93,,2022-02-03
94,Bud Light Seltzer is hoping that a Super Bowl ad starring celebrity chef Guy Fieri will help jump-start sales of its new hard soda line.,2022-02-01
95,,2022-02-01
96,Investors' sudden change of heart on Netflix puts entire streaming wars narrative into question for 2022.,2022-01-29
97,The Federal Communications Commission does not yet have the majority it would need to reinstate net neutrality on the federal level.,2022-01-28
98,"Casey Newton, The Platformer editor and CNBC contributor, joins 'Power Lunch' to discuss the streaming landscape and recent developments in the space.",2022-01-27
99,"The U.S. average daily new case tally from COVID-19 is falling fast and hospitalizations appear to be close to a peak, bolstering hopes that the highly...",2022-01-27
100,Dow futures turned positive Thursday after falling more than 500 points overnight.,2022-01-27
101,Dow futures turned positive Thursday after falling more than 500 points overnight as the market's recent volatility persisted.,2022-01-27
102,These are the stocks posting the largest moves before the bell.,2022-01-27
103,CNBC's 'Squawk Box' team break down the last fourth-quarter earnings report from Comcast.,2022-01-27
104,,2022-01-26
105,Netflix tumbled for a second day on Monday after the company's weaker-than-expected subscriber forecast. ,2022-01-24
106,These are the stocks posting the largest moves in midday trading. ,2022-01-24
107,CNBC's Julia Boorstin reports on legal media companies which are ticking higher despite a broader sell-off. (Comcast is CNBC's parent company.),2022-01-24
108,U.S. stock futures indicated more losses to start the new week following the Nasdaq's and the S&P 500's worst weeks since March 2020.,2022-01-24
109,"The stocks making the biggest moves in premarket trading include Kohl's, Snap, Peloton, and more.",2022-01-24
110,The upcoming week will see a number of quarterly earnings reports from big-name companies and a meeting of the Federal Reserve.,2022-01-23
111,"Microsoft, Tesla and Apple will release quarterly results, alongside a handful of other tech firms. McDonald's and Boeing will also offer updates.",2022-01-23
112,"The Federal Reserve's meeting trumps everything else for markets in the week ahead, as investors await any new clues on its plans to raise interest rates.",2022-01-21
113,"Netflix added a line in its quarterly shareholder letter acknowledging streaming competition is affecting its ""marginal growth.""",2022-01-20
114,Microsoft takes big $68.7 billion swing on video game company Activision Blizzard while legacy media stays on sidelines,2022-01-18
115,President Biden urged companies to voluntarily impose Covid vaccination rules on workers after the Supreme Court blocked a government order to do that.,2022-01-13
116,Two of Sen. Kyrsten Sinema's former aides have become key aides for corporate giants looking to impact President Joe Biden's agenda. ,2022-01-11
117,Former aides to Sen. Joe Manchin who are now lobbyists are scoring big clients as their ex-boss battles President Biden's agenda,2022-01-10
118,"""Turning Red"" is the third Pixar film to transition to Disney's streaming platform during the pandemic.",2022-01-07
119,"Jim Cramer, Dan Ives of Wedbush Securities, Gene Munster of Loup, Aaron Kessler of Raymond James, Dan Niles of Satori Fund, Darrin Peller of Wolfe Research, Josh Brown of Ritholtz Wealth Management, Brenda Vingiello of Sand Hill Global Advisors, Sarat Sethi of DCLA, and Steve Weiss of Short Hills Capital explain why they are buying, selling, or holding specific stocks and ETFs",2022-01-06
120,"In the UK, half the current rate of monetary inflation for half the time - just for one year - led to gilt coupons of over 15%.",2022-01-06
121,"Sarat Sethi, DCLA managing partner and portfolio manager, joins the 'Halftime Report' to discuss his top stock picks for 2022, which include Uber, Morgan Stanley, and Comcast.",2022-01-06
122,Switzerland was relatively immune to the primary theme of 2021 that was inflation raging across the globe. See why I think EWL ETF will beat S&P 500 this year.,2022-01-04
123,"On the basis of current undervaluation and negative fund flows over the past twelve months, EWL represents an attractive opportunity for international investors looking to diversify.",2022-01-03
124,,2021-12-29
125,"""West Side Story"" is a box office bomb, having only generated around $36 million in ticket sales on a $100 million production budget.",2021-12-26
126,"""Spider-Man: No Way Home"" proves that audiences are ready to return to movie theaters, but the industry still faces major obstacles.",2021-12-21
127,"As the Senate weighs whether to confirm Gigi Sohn to the FCC, President Biden's efforts to reinstate net neutrality are taking shape.",2021-12-21
128,"House price growth in the eurozone is at its highest since 2006 as housing markets were supported by a limited impact of the pandemic on household finances, rising savings, historically...",2021-12-14
129,The past week has been dominated by Omicron news as we all try to piece together the limited information we have and determine what it all means for the coming months.,2021-12-04
130,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-12-02
131,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-12-02
132,"To become a ""Dividend Aristocrat,"" a dividend paying company must accomplish an incredible feat: consistently increase shareholder dividends every year for at least 20 consecutive years. Companies with this kind of track record tend to attract a lot of investor attention —",2021-12-02
133,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-12-02
134,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-12-02
135,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-12-02
136,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-12-02
137,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-12-02
138,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-12-02
139,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-12-02
140,"Salesforce's (NYSE: CRM) stock fell 6% during after-hours trading on Nov. 30 after the cloud services company posted its third-quarter numbers. Its revenue rose 27% year-over-year to $6.9 billion, which crushed estimates by $60 million. Its adjusted net income declined 27% to $1.",2021-12-02
141,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-12-02
142,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-12-02
143,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-12-02
144,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-12-02
145,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-12-02
146,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-12-02
147,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-12-02
148,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-12-02
149,AT&T (NYSE: T) Mobility CEO Jeff McElfresh threw some water on the blazing hot postpaid wireless industry at a recent investors conference. He said he expects a slowdown in subscriber additions across the industry next year as it laps significant tailwinds such as stimulus ch,2021-12-02
150,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-12-01
151,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-12-01
152,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-12-01
153,"Shares of Teladoc Health (NYSE: TDOC) have been absolutely pummeled this year. The telehealth specialist's shares traded at a 52-week low on Tuesday, as the company's 2021 sell-off worsened. Its $101 stock price at the time of this writing is down 67% from highs achieved earlier",2021-12-01
154,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-12-01
155,"There's little question that streaming video has been the driving force behind Walt Disney's (NYSE: DIS) stock price changes over the past couple of years. At its investor day event in early 2019, the company revealed plans to introduce its Disney+ service, which began an epic ru",2021-12-01
156,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-12-01
157,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-12-01
158,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-12-01
159,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-12-01
160,"Last week, Burlington Stores (NYSE: BURL) reported solid results for the third quarter of fiscal 2021. While cost pressures caused adjusted earnings per share (EPS) to fall compared to the third quarter of 2019, sales grew significantly, as consumers continue to shift spending to",2021-12-01
161,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-12-01
162,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-12-01
163,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-12-01
164,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-12-01
165,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-12-01
166,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-12-01
167,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-12-01
168,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-12-01
169,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-12-01
170,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-11-30
171,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-11-30
172,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-11-30
173,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-11-30
174,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-11-30
175,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-11-30
176,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-11-30
177,"While the S&P 500 has increased by more than 25% this year, not all stocks have benefited from the market's gain. The following stocks have badly lagged the overall market this year for various reasons.",2021-11-30
178,"To become a ""Dividend Aristocrat,"" a dividend paying company must accomplish an incredible feat: consistently increase shareholder dividends every year for at least 20 consecutive years. Companies with this kind of track record tend to attract a lot of investor attention —",2021-11-30
179,"Outsized inflation is generally bad for stocks because it prompts the Federal Reserve to raise interest rates, and higher rates have a tendency to cause the economy to slow. That said, not all stocks react the same way to inflation.",2021-11-30
180,"Looking at the universe of stocks we cover at Dividend Channel, on 12/2/21, Analog Devices Inc (Symbol: ADI), Open Text Corp (Symbol: OTEX), and Interface Inc. (Symbol: TILE) will all trade ex-dividend for their respective upcoming dividends.  Analog Devices Inc will pay its qu",2021-11-30
181,"Looking at the universe of stocks we cover at Dividend Channel, on 12/2/21, Sealed Air Corp (Symbol: SEE), Linde plc (Symbol: LIN), and NOV Inc (Symbol: NOV) will all trade ex-dividend for their respective upcoming dividends.  Sealed Air Corp will pay its quarterly dividend of",2021-11-30
182,"Looking at the universe of stocks we cover at Dividend Channel, on 12/2/21, Mueller Industries Inc (Symbol: MLI), Exponent Inc. (Symbol: EXPO), and Waste Management, Inc. (Symbol: WM) will all trade ex-dividend for their respective upcoming dividends.  Mueller Industries Inc wi",2021-11-30
183,"Looking at the universe of stocks we cover at Dividend Channel, on 12/2/21, Churchill Downs, Inc. (Symbol: CHDN), Dominion Energy Inc (Symbol: D), and Perrigo Company plc (Symbol: PRGO) will all trade ex-dividend for their respective upcoming dividends.  Churchill Downs, Inc. w",2021-11-30
184,"Looking at the universe of stocks we cover at Dividend Channel, on 12/2/21, Bank of America Corp (Symbol: BAC), Eastern Bankshares Inc (Symbol: EBC), and SLM Corp. (Symbol: SLM) will all trade ex-dividend for their respective upcoming dividends.  Bank of America Corp will pay i",2021-11-30
185,"Looking at the universe of stocks we cover at Dividend Channel, on 12/2/21, CSG Systems International Inc. (Symbol: CSGS), Jack Henry & Associates, Inc. (Symbol: JKHY), and ManTech International Corp (Symbol: MANT) will all trade ex-dividend for their respective upcoming di",2021-11-30
186,"Looking at the universe of stocks we cover at Dividend Channel, on 12/2/21, Baxter International Inc (Symbol: BAX), Navient Corp (Symbol: NAVI), and FNB Corp (Symbol: FNB) will all trade ex-dividend for their respective upcoming dividends.  Baxter International Inc will pay its",2021-11-30
187,"Looking at the universe of stocks we cover at Dividend Channel, on 12/2/21, OUTFRONT Media Inc (Symbol: OUT), American National Group Inc (Symbol: ANAT), and Arthur J. Gallagher & Co. (Symbol: AJG) will all trade ex-dividend for their respective upcoming dividends.  OUTFRON",2021-11-30
188,"ViacomCBS Inc, said on Tuesday it would sell CBS Studio Center, where the iconic sitcom ""Seinfeld"" was shot, for nearly $1.85 billion, as it looks to raise funds to invest in strategic areas including streaming services.",2021-11-30
189,One big concern has preoccupied vaccine stock investors over the past few weeks: the possibility that vaccine sales will taper off as the pandemic wanes. Shares of vaccine leader Moderna (NASDAQ: MRNA) slipped in early November after the biotech cut this year's sales forecast. Ev,2021-11-30
190,The CEO of Moderna told the Financial Times there's no world where current vaccines are as effective as against the delta variant.,2021-11-30
191,"Looking at the underlying holdings of the ETFs in our coverage universe at ETF Channel, we have compared the trading price of each holding against the average analyst 12-month forward target price, and computed the weighted average implied analyst target price for the ETF itsel",2021-11-29
192,"Looking at the universe of stocks we cover at Dividend Channel, on 12/1/21, Tetra Tech Inc (Symbol: TTEK), Mosaic Co (Symbol: MOS), and Insteel Industries, Inc. (Symbol: IIIN) will all trade ex-dividend for their respective upcoming dividends.  Tetra Tech Inc will pay its quart",2021-11-29
193,"Looking at the universe of stocks we cover at Dividend Channel, on 12/1/21, Vontier Corp (Symbol: VNT), NVIDIA Corp (Symbol: NVDA), and Qualcomm Inc (Symbol: QCOM) will all trade ex-dividend for their respective upcoming dividends.  Vontier Corp will pay its quarterly dividend",2021-11-29
194,"Looking at the universe of stocks we cover at Dividend Channel, on 12/1/21, Commerce Bancshares Inc (Symbol: CBSH), Houlihan Lokey Inc (Symbol: HLI), and Shutterstock Inc (Symbol: SSTK) will all trade ex-dividend for their respective upcoming dividends.  Commerce Bancshares Inc",2021-11-29
