,summary,date
31,XPâs total gross revenue grew 13% when comparing the results of 2Q22 with 2Q21. XP has a 1 Year Price Performance of -58.97% while the Sector Median is -4.04%.,2022-08-16
32,The 50bp vs. 75bp hike in September is a big standoff in the treasuries markets. Treasury markets are very much doubting the path of Fed policy in 2023.,2022-08-16
33,VTEX went public in July 2021. The firm provides ecommerce technologies to firms seeking to expand into Latin America. Read more about VTEX stock here.,2022-08-15
34,GuruFocus Article or News written by insider and the topic is about: ,2022-08-15
35,GuruFocus Article or News written by insider and the topic is about: ,2022-08-14
36,"Staff article entitled iShares MSCI Brazil Breaks Above 200-Day Moving Average - Bullish for EWZ, about ETFs, from ETF Channel.",2022-08-10
37,"Emerging markets Asiaâs regional central banks are powering ahead with frontloaded rate hikes. By contrast, we keep getting more dovish surprises in Central Europe.",2022-08-06
38,"TelefÃ´nica Brasil has 97 million mobile lines in operation, which accounts for 38% of the market. See why I would accumulate VIV stock during any pullback.",2022-08-05
39,"Houston-native basketball standout apologizes to teammates, Yekaterinburg club, its fans and the eastern Russia city for ‘mistake’ that brought ‘embarrassment.’",2022-08-04
40,,2022-08-04
41,"Global economic growth slowed to a crawl in July, according to the latest PMI survey data, led by the developed world falling into contraction for the first time in two years.",2022-08-04
42,Inflation surprises in EMEA/LATAM are heading south - a signal that peak hawkishness might be behind us and that central banks will focus more on growth headwinds going forward.,2022-08-03
43,"The risks of a recession may be on the rise, but if one does strike the global economy in the next year or two, most equity managers donât expect it to be severe.",2022-08-03
44,"On the back of solid first half of the year, and despite an expected slowdown in the second half, we forecast the region to grow by 3% this year, an upgrade from our April forecast of 2.5%.",2022-08-02
45,GuruFocus Article or News written by insider and the topic is about: ,2022-08-01
46,"Emerging markets' central banks frontloaded a lot of rate hikes, and real policy rates adjusted by expected inflation are now very positive (maybe even contractionary) in quite a few EMs.",2022-07-30
47,These are the stocks posting the largest moves in midday trading. ,2022-07-28
48,"Staff article entitled September 9th Options Now Available For iShares Inc - MSCI Brazil ETF (EWZ), about stock options, from Stock Options Channel.",2022-07-28
49,"CNBC's 'Squawk Box' team breaks down the latest earnings results from Comcast, which beat analysts' expectations on the top and bottom lines.",2022-07-28
50,"The stocks making the biggest moves in premarket trading include Stanley Black & Decker, Southwest Airlines, Harley-Davidson, and more.",2022-07-28
51,"If demand for workers persists, wage growth will stay higher and so will inflation. Read more.",2022-07-26
52,"Sesame sells the systems for anywhere from $100,000 to $300,000, or more for larger installations like a full medical clinic. ",2022-07-25
53,"There's a head spinning amount of news for markets to navigate in the week ahead, the biggest of which will be the Federal Reserve's mid-week meeting.",2022-07-22
54,GuruFocus Article or News written by insider and the topic is about: ,2022-07-22
55,"Staff article entitled EWZ September 2nd Options Begin Trading, about stock options, from Stock Options Channel.",2022-07-21
56,"Some net commodity exporters, like Brazil and South Africa, have seen current accounts improve as commodity prices and revenues have surged. Read more.",2022-07-20
57,"""Knock at the Cabin,"" a new film by director M. Night Shyamalan, is the first adaptation of one of Paul Tremblay's horror novels.",2022-07-16
58,"Inflation; How many times are we going to say This is the highest ever? In the current backdrop, the potential for a sharp V-bottom for the economy and the markets is LOW.",2022-07-15
59,"Ride-related injuries dropped by more than 60% between 2004 and 2019, according to the International Association of Amusement Parks and Attractions.",2022-07-15
60,"CNBC obtained a list of nearly 20 corporations and trade groups that RSVP'd to attend a swanky, three-day retreat at the Breakers resort starting Sunday.",2022-07-14
61,The streamer announced in April that it was planning on rolling out an ad-supported tier after years of resisting the move.,2022-07-13
62,"The consumer price index is expected to rise a sharp 1.1% in June, according to economists polled by The Wall Street Journal. Such an increase would push the...",2022-07-13
63,"""Succession"" tops the 2022 Emmy Award nominations followed by ""Ted Lasso"" and ""The White Lotus.""",2022-07-12
64,"Staff article entitled EWZ Crosses Critical Technical Indicator, about ETFs, from ETF Channel.",2022-07-12
65,"Moviegoers aren't just returning to cinemas, they are spending more on premium tickets and concessions.",2022-07-11
66,,2022-07-11
67,"""Thor: Love and Thunder"" tallied $143 million during its domestic debut, pushing the overall weekend haul to more than $200 million.",2022-07-10
68,"A movie industry panel discusses how it assigns ratings to newly released films, including details about what constitutes an R rating.",2022-07-09
69,"Staff article entitled August 26th Options Now Available For iShares Inc - MSCI Brazil ETF (EWZ), about stock options, from Stock Options Channel.",2022-07-07
70,Global economic growth accelerated in June thanks primarily to rebounding business activity in mainland China after lockdowns related to the Omicron wave were eased.,2022-07-07
71,Global cost pressures eased in June albeit remaining elevated. Click here to know more...,2022-07-07
72,"In an era of flagship streaming services like Disney+ and Peacock, Hulu is caught in the middle. ",2022-07-06
73,"'Minions' and 'Toy Story' are among the most popular and profitable franchises for their respective studios — so why did ""Minions"" soar and ""Lightyear"" flop?
",2022-07-05
74,"""Minions: The Rise of Gru"" generated more than $108 million in ticket sales during its domestic opening weekend.",2022-07-03
75,The global economic outlook has deteriorated sharply; we now expect GDP growth to be well below potential in 2023. Read more here.,2022-07-01
76,"Staff article entitled Interesting EWZ Put And Call Options For June 2023, about stock options, from Stock Options Channel.",2022-07-01
77,"Global equity markets outside of the United States are completing a second negative quarter, with the MSCI ACWI ex US IMI Index down 11.33% in the three months through June 24.",2022-07-01
78,"Staff article entitled August 12th Options Now Available For iShares Inc - MSCI Brazil ETF (EWZ), about stock options, from Stock Options Channel.",2022-06-30
79,"Unusual total active opti... JBLU, EWZ, DB, QS, AR, NCLH, SHOP, REV, RCL",2022-06-30
80,A publicly traded Starz may look to increase in size by targeting other subscale media and entertainment companies.,2022-06-29
81,A string of solid theatrical performances coupled with a strong slate of upcoming films has left most box office analysts optimistic.,2022-06-29
82,Stanley Druckenmillerâs 13F portfolio value decreased from $2.93B to $2.31B this quarter. The top three positions are at ~39% of the portfolio.,2022-06-26
83,"Brazilian stocks have taken a beating over the past month. So, why do I think that the iShares MSCI Brazil ETF EWZ is a great buy now? Click here to find out.",2022-06-26
84,"Staff article entitled EWZ December 2024 Options Begin Trading, about stock options, from Stock Options Channel.",2022-06-24
85,"Staff article entitled Interesting EWZ Put And Call Options For August 5th, about stock options, from Stock Options Channel.",2022-06-23
86,"As the current bear market progresses in typical fashion with periodic sharp surges higher, there are opportunities to make money on both the long and the short side.",2022-06-22
87,"Pixar's ""Lightyear"" rocketed to a $51 million domestic opening, the best performance of an animated feature since the pandemic began.",2022-06-19
88,"Staff article entitled June 2023 Options Now Available For iShares Inc - MSCI Brazil ETF (EWZ), about stock options, from Stock Options Channel.",2022-06-17
89,"Unusual total active opti... REV, EWZ, Z, WBA, BABA, RIG, OPEN, BIDU, TNA",2022-06-17
90,"Netflix disrupted traditional TV by releasing entire seasons of shows all at once. Now, the model is under scrutiny as the streamer deals with big losses.",2022-06-15
91,"""Jurassic World: Dominion"" roared to the top of the domestic box office over the weekend, generating more than $143 million in ticket sales during its debut.",2022-06-12
92,"BRF S.A. is one of the world’s largest meat exporters, and it has been aggressively expanding into other international markets. See more on BRFS stock here.",2022-06-10
93,"The company recently raised its EPS guidance for 2022 and its production target for 2023. In Q, there was a revenue increase of 1200% and 3 times more EPS than originally estimated.",2022-06-09
94,"""Jurassic World: Dominion"" may score to top spot at the domestic box office this weekend, but lackluster critical reviews and word of mouth could stall its potential haul.",2022-06-09
95,"Universal's ""Jurassic World: Dominion"" enters domestic theaters Friday, and it will snag the majority of premium format screens from ""Top Gun: Maverick.""",2022-06-09
96,"Staff article entitled Notable Two Hundred Day Moving Average Cross - EWZ, about ETFs, from ETF Channel.",2022-06-09
97,"Natura &Co is poised to capture the growth of the global cosmetics industry. The company has been making strategic acquisitions, including Avon in 2020.",2022-06-08
98,The latest PMI data compiled for JPMorgan by S&P Global revealed an unwelcome mix of sluggish global economic growth and soaring business costs in May. Read more.,2022-06-08
99,"Global economic growth pace remained among the weakest seen so far during the pandemic recovery period in May, according to the latest PMI data compiled for JPMorgan by S&P Global.",2022-06-07
100,"Staff article entitled July 22nd Options Now Available For iShares Inc - MSCI Brazil ETF (EWZ), about stock options, from Stock Options Channel.",2022-06-02
101,Netflix's fall from grace has ended the first act of the streaming wars. Act two will determine whether the industry can right itself.,2022-05-29
102,"Former White House press secretary Jen Psaki will join MSNBC this fall in time for the 2022 midterm elections, NBCUniversal confirmed.",2022-05-24
103,,2022-05-24
104,,2022-05-20
105,"Staff article entitled iShares MSCI Brazil Breaks Above 200-Day Moving Average - Bullish for EWZ, about ETFs, from ETF Channel.",2022-05-17
106,,2022-05-17
107,Leslie Picker joins the 'Halftime Report' to discuss what to expect from the SEC 13-F filings.,2022-05-16
108,,2022-05-16
109,"Staff article entitled EWZ July 1st Options Begin Trading, about stock options, from Stock Options Channel.",2022-05-12
110,,2022-05-12
111,,2022-05-11
112,,2022-05-11
113,,2022-05-10
114,"The news means that tens of millions of households could receive high-speed internet at no cost, according to the White House.",2022-05-09
115,"Staff article entitled EWZ June 24th Options Begin Trading, about stock options, from Stock Options Channel.",2022-05-05
116,Brazil exchange-traded funds (ETFs) provide exposure to the largest economy in Latin America and one of the 12 largest economies in the world by gross domestic product (GDP). Brazil is an emerging market economy striving to become a modern industrial nation with a high standard of living.,2022-05-04
117,"Comcast and Charter's joint venture to challenge Roku, Amazon and other streaming platforms may signal cable's long-game strategy.",2022-05-01
118,These are the stocks posting the largest moves in midday trading. ,2022-04-28
119,"CNBC's 'Squawk Box' team break down the latest first-quarter earnings results from Comcast, which beat analysts' expectations on the top and bottom lines.",2022-04-28
120,"All eyes will be on Comcast's broadband division, which is expected to add 229,000 new high-speed internet customers during the first quarter. ",2022-04-28
121,"Unusual total active opti... DB, EWZ, EWG, CVE, LI, PDD, LCID",2022-04-27
122,"Staff article entitled EWZ Crosses Below Key Moving Average Level, about ETFs, from ETF Channel.",2022-04-26
123,"Staff article entitled iShares MSCI Brazil (EWZ) Enters Oversold Territory, about ETFs, from ETF Channel.",2022-04-26
124,"Netflix doesn't plan to shut down password sharers overnight. Rather, it intends to bill shared accounts an extra fee in a global rollout that may take a year.",2022-04-23
125,"Michael Morris, Guggenheim Partners, joins 'TechCheck' to dicsuss Snap's Q1 earnings results, where his forecast currently is and whether investors are too bearish on the streaming service industry.",2022-04-22
126,Dissolving the district would mean Reedy Creek employees and infrastructure would be absorbed by the local counties.,2022-04-21
127,"Instead of legacy media shares soaring as they imitate Netflix, the industry has brought Netflix down to a degree.",2022-04-20
128,"Netflix has been willing to turn a blind eye toward password sharing when it was growing subscribers, but losing customers can change behavior quickly.",2022-04-19
129,"Sanctions imposed on Russian government & companies, along with countermeasures by Russian authorities, have caused further disruption to commodity markets & contributed to rising prices.",2022-04-16
130,"""Sonic the Hedgehog 2"" is the first major family film released in 2022 and is expected to signal if this demographic is finally ready to return to theaters.",2022-04-08
131,Policy tightening from the Fed may successfully affect downward pressure on US inflation (without derailing growth or causing a recession. Read more here.,2022-04-08
132,Russia’s President Vladimir Putin has fully miscalculated the West’s response to his invasion of Ukraine. Find out more here.,2022-04-08
133,"Niche sports organizations such as UFC, WWE and Formula 1 could be alluring acquisition targets for big streaming companies like Disney and Netflix.",2022-04-07
134,The Ukraine invasion and resulting sanctions have led to a steep downturn in the Russian economy. Click here to know more...,2022-04-07
135,"The ""Halftime Report"" traders give their top picks to watch for the second half.",2022-04-06
136,"As tensions rise between Disney and Florida lawmakers, the company will air new a new public service announcement from GLAAD featuring a transgender teen.",2022-04-06
137,"'Mad Money' host Jim Cramer and the 'Squawk on the Street' team break down shares of AT&T, Discovery and CNBC parent company Comcast.",2022-04-05
138,,2022-04-05
139,"‘SPY’ registered its first quarterly decline in two years, but it could have been worse; commodity ETFs surged.",2022-04-04
140,,2022-04-03
141,"Follow the Money is a series of brief, information-rich posts that I will publish periodically but not on a fixed schedule. Check out the recap as on 3/31 here.",2022-04-01
142,"Staff article entitled March 2023 Options Now Available For iShares Inc - MSCI Brazil ETF (EWZ), about stock options, from Stock Options Channel.",2022-04-01
143,"While the year 2022 began on a positive, generally optimistic note for investors, the scene changed dramatically over the course of the quarter. Read more.",2022-03-30
144,"""CODA"" won Best Picture at the Oscars. ""Dune"" won the most awards. Will Smith smacked Chris Rock for insulting Jada Pinkett-Smith.",2022-03-27
145,,2022-03-25
146,"The iShares MSCI Brazil ETF (EWZ) still yields 5.9%, and this is likely to rise absent a major stock price rally. See why I'm bullish on EWZ ETF.",2022-03-24
147,A Rocky Mountain mansion owned by Russian oligarch Roman Abramovich would likely be among the first assets frozen by the U.S. government if he is sanctioned.,2022-03-20
148,"Koch Industries, the Wichita, Kan., company run by right-wing billionaire Charles Koch, broke silence on its plans for its Russia operations on Wednesday --...",2022-03-17
149,Netflix's stock has now given up all its pandemic gains. Shares were down more than 50% since their mid-November high.,2022-03-14
150,"China's latest Covid outbreak is prompting a round of business restrictions, while Russian and Ukrainian officials held another peace discussion.",2022-03-14
151,Value stocks continue to outperform. Click here to know more...,2022-03-14
152,,2022-03-13
153,,2022-03-12
154,The overall signal from the PMI was one of consumer price inflation continuing to run at a very elevated level in coming months.,2022-03-11
155,Researchers help explain the wide disconnect between executives and employees about their excitement to return to the office.,2022-03-08
156,"The Russia-Ukraine war has led to a surge in commodity prices, which means Brazil, a key commodity exporter, stands to benefit. Click here to know more...",2022-03-08
157,"The Russia-Ukraine conflict has weighed on global equity markets, with the exception of Brazil. Click here to know more...",2022-03-07
158,,2022-03-07
159,"By Joe Hoppe The London Stock Exchange said Monday that it was reviewing trades made in Polymetal International PLC shares between 0840 GMT and 0900 GMT, and...",2022-03-07
160,"The trends that look the most durable to me at this time are foreign vs. US, value vs. growth, mid-cap vs. large and small cap, defensive vs. cyclical, and energy vs. tech.",2022-03-06
161,"""Given the circumstances on the ground, we have decided to suspend our service in Russia,"" a spokesperson said Sunday afternoon.",2022-03-06
162,Disney announced a new ad-supported tier for its Disney+ streaming service on Friday.,2022-03-04
163,Batman has been a staple on the big screen since Tim Burton's 1989 superhero film. A look at how past Batman films have fared at the global box office.,2022-03-03
164,"Staff article entitled EWZ Crosses Above Key Moving Average Level, about ETFs, from ETF Channel.",2022-03-02
165,The Russian invasion of Ukraine has highlighted many instabilities within both political and economic realms. What should investors do now? Read on to find out.,2022-02-28
166,"Disney, Sony and Warner Bros. have halted future theatrical film releases in Russia following the country's attack on Ukraine. ",2022-02-28
167,"InvestorPlace - Stock Market News, Stock Advice & Trading Tips",2022-02-28
168,"Ukraine notwitstanding, the environment for investors didn’t change much last week. Stocks, commodities and real estate were higher, and bonds were down slightly. Foreign markets were down.",2022-02-28
169,Investors rushing in because Brazil looks cheap may not be looking at the whole picture. Increased commodities demand and prices are not the only story playing out. Read to know more...,2022-02-25
170,"It was a strong quarter for Disney, HBO Max and Paramount+ as streaming leader Netflix acknowledged competition may be hurting its growth on the margins.",2022-02-24
171,,2022-02-23
172,,2022-02-23
173,Precious metal and mining stocks catching a bid after a dismal 2021. Read why we think it's a compelling case to own gold miners in the near term.,2022-02-23
174,The pros and cons of getting granular with international equity exposure.,2022-02-22
175,The economic hit of sanctions is undoubtedly highest for Russia. Click here to know more...,2022-02-22
176,"Non-U.S. markets, including EM, DM, and Asia, are outperforming the U.S. markets after underperforming last year. Click here to know more...",2022-02-21
177,"I review the EWZS ETF, its holdings and its performance. Read more to see why I think EWZS will continue its growth in H1 2022.",2022-02-21
178,,2022-02-18
179,,2022-02-18
180,"Sustainable AgriTech developments, crucial to Brazil's agricultural revolution, could hold the answer to many of UK's sustainability challenges, while promoting bilateral trade post-Brexit.",2022-02-18
181,,2022-02-18
182,,2022-02-17
183,,2022-02-15
184,,2022-02-15
185,,2022-02-14
186,Analysts across Wall Street sang the praises of Disney after a quarterly print showing a stunning recovery in its parks business.,2022-02-10
187,"The consumer price index is forecast to increase 0.4% in January, according to economists polled by The Wall Street Journal. The yearly increase is expected...",2022-02-10
188,"The MSCI Emerging Markets Index fell 2.5% in US-dollar terms last year. In contrast, the MSCI World Index gained 18.5%, helped by strong US returns.",2022-02-09
189,"The Super Bowl commercial is part of Tonal's broader ""Strength Made Me"" campaign, which celebrates women being strong both physically and mentally. ",2022-02-09
190,Brazil exchange-traded funds (ETFs) provide exposure to the largest economy in Latin America and one of the 12 largest economies in the world by gross domestic product (GDP). Brazil is an emerging market economy striving to become a modern industrial nation with a high standard of living.,2022-02-08
191,The main disruption for Latin American traders comes from increased shipping costs and long delays to products arriving at their destinations. Read more here.,2022-02-08
192,The U.S. trade deficit jumped 27% in 2021 to a record $859 billion largely because a recovering economy gave Americans the means to buy more imports. Yet...,2022-02-08
193,,2022-02-08
194,"For investors who want to earn a reasonable return without taking excessive risks, diversification still works. The weighing of the high-flyers is not over.",2022-02-07
195,"The global central bank community has been wrong on inflation. Investment-grade bond funds saw outflows of $70 million, and junk bond funds posted negative flows of $4.043 billion.",2022-02-05
196,"Staff article entitled July 15th Options Now Available For iShares Inc - MSCI Brazil ETF (EWZ), about stock options, from Stock Options Channel.",2022-02-02
197,,2022-02-02
198,Bud Light Seltzer is hoping that a Super Bowl ad starring celebrity chef Guy Fieri will help jump-start sales of its new hard soda line.,2022-02-01
199,Widespread downside risks confronting emerging markets including slowing economic growth & rising inflation. Learn more about emerging markets here.,2022-01-31
200,,2022-01-31
201,Investors' sudden change of heart on Netflix puts entire streaming wars narrative into question for 2022.,2022-01-29
202,"Inflation remains persistent and the Fed is acting slowly. U.S. equities are historically overpriced. Certain foreign equities, gold, and U.S. government debt are decent options.",2022-01-29
203,The Federal Communications Commission does not yet have the majority it would need to reinstate net neutrality on the federal level.,2022-01-28
204,The iPhone maker has improved profitability despite high inflation and supply shortages.,2022-01-28
205,"Casey Newton, The Platformer editor and CNBC contributor, joins 'Power Lunch' to discuss the streaming landscape and recent developments in the space.",2022-01-27
206,,2022-01-27
207,,2022-01-27
208,Dow futures turned positive Thursday after falling more than 500 points overnight.,2022-01-27
209,Dow futures turned positive Thursday after falling more than 500 points overnight as the market's recent volatility persisted.,2022-01-27
210,These are the stocks posting the largest moves before the bell.,2022-01-27
211,Our call of the day from Bridgewater Associates tries to answer one question floating around markets. What kind of market selloff would get the Fed's attention.,2022-01-27
212,,2022-01-26
213,It is important for investors to assess how the diverging short-term and longer-term outlooks for EM equities could affect their positioning in this critical asset class.,2022-01-26
214,Netflix tumbled for a second day on Monday after the company's weaker-than-expected subscriber forecast. ,2022-01-24
215,These are the stocks posting the largest moves in midday trading. ,2022-01-24
216,CNBC's Julia Boorstin reports on legal media companies which are ticking higher despite a broader sell-off. (Comcast is CNBC's parent company.),2022-01-24
217,U.S. stock futures indicated more losses to start the new week following the Nasdaq's and the S&P 500's worst weeks since March 2020.,2022-01-24
218,"The stocks making the biggest moves in premarket trading include Kohl's, Snap, Peloton, and more.",2022-01-24
219,,2022-01-24
220,"Microsoft, Tesla and Apple will release quarterly results, alongside a handful of other tech firms. McDonald's and Boeing will also offer updates.",2022-01-23
221,"The Federal Reserve's meeting trumps everything else for markets in the week ahead, as investors await any new clues on its plans to raise interest rates.",2022-01-21
222,"Staff article entitled iShares MSCI Brazil ETF Experiences Big Outflow, about ETFs, from ETF Channel.",2022-01-21
223,"Netflix added a line in its quarterly shareholder letter acknowledging streaming competition is affecting its ""marginal growth.""",2022-01-20
224,,2022-01-19
225,January's PMI data will provide the first broad insight into the economic impact of the Omicron variant across the globe.,2022-01-19
226,Microsoft takes big $68.7 billion swing on video game company Activision Blizzard while legacy media stays on sidelines,2022-01-18
227,The financial markets will consistently behave similarly to whatever they have done in the past under nearly-matching conditions.,2022-01-18
228,Our 2022 outlook reflects our belief that tighter monetary policy will have an impact on the global economy. Overall return levels are likely to be lower in 2022 compared to 2021.,2022-01-17
229,,2022-01-16
230,President Biden urged companies to voluntarily impose Covid vaccination rules on workers after the Supreme Court blocked a government order to do that.,2022-01-13
231,Markets are paying more and more attention to the impact of EM policy normalization on the near-term growth outlook. Brazil is the most important test case in EM.,2022-01-12
232,Two of Sen. Kyrsten Sinema's former aides have become key aides for corporate giants looking to impact President Joe Biden's agenda. ,2022-01-11
233,Former aides to Sen. Joe Manchin who are now lobbyists are scoring big clients as their ex-boss battles President Biden's agenda,2022-01-10
234,"The fresh virus wave comes at a time when the manufacturing sector is reporting an easing of supply constraints, which had helped raise production levels.",2022-01-10
235,"""Turning Red"" is the third Pixar film to transition to Disney's streaming platform during the pandemic.",2022-01-07
236,"Jim Cramer, Dan Ives of Wedbush Securities, Gene Munster of Loup, Aaron Kessler of Raymond James, Dan Niles of Satori Fund, Darrin Peller of Wolfe Research, Josh Brown of Ritholtz Wealth Management, Brenda Vingiello of Sand Hill Global Advisors, Sarat Sethi of DCLA, and Steve Weiss of Short Hills Capital explain why they are buying, selling, or holding specific stocks and ETFs",2022-01-06
237,"Sarat Sethi, DCLA managing partner and portfolio manager, joins the 'Halftime Report' to discuss his top stock picks for 2022, which include Uber, Morgan Stanley, and Comcast.",2022-01-06
238,"Staff article entitled February 25th Options Now Available For iShares Inc - MSCI Brazil ETF (EWZ), about stock options, from Stock Options Channel.",2022-01-06
239,Latin America will start 2022 in a very fragile position given the economic fallout from the COVID-19 pandemic. Click here for a detailed review of Latin America.,2022-01-06
240,"The EWZ's dividend yield is currently a world-beating 7.8%, reflecting the 9.1% yield on the underlying MSCI Brazil index. Read to know more...",2022-01-05
241,"Brazilian equities might be undervalued; in any case, high returns are on offer. Read this article to know why I'm bullish on EWZ ETF.",2022-01-05
242,"Many investors not only don't realize how much large-cap growth shares decline following bubble peaks, but also how poorly they behave for several years after they collapse.",2022-01-03
243,"Staff article entitled Interesting EWZ Put And Call Options For December 30th, about stock options, from Stock Options Channel.",2022-01-03
244,,2022-01-02
245,,2021-12-29
246,"Several reasons to be constructive about emerging markets heading into 2022. Across EMs, positive structural forces remain apparent and are likely to foster fresh investment opportunities.",2021-12-27
247,"""West Side Story"" is a box office bomb, having only generated around $36 million in ticket sales on a $100 million production budget.",2021-12-26
248,"""Spider-Man: No Way Home"" proves that audiences are ready to return to movie theaters, but the industry still faces major obstacles.",2021-12-21
249,"If you’re looking for bargain stocks to buy that are down 30% or more in 2021, that’s not an easy task. Here are 10 that fit the bill.",2021-12-20
250,,2021-12-18
251,Americans held roughly $800 billion in credit card debt during the third quarter of 2021,2021-12-15
252,"Steph Curry, 33, seizes mantle from Ray Allen, who, at the same point in his career, had made 1,918 threes.",2021-12-14
253,"While I am inarguably bearish on risk-assets and believe long USD is a better bet than long commodities currently, it is not a permanent view.",2021-12-12
254,The Central Bank of Brazil has embarked on a series of shock-and-awe rate hikes in order to not fall further behind.,2021-12-10
255,"Comparing units outstanding versus one week ago at the coverage universe of ETFs at ETF Channel, the biggest inflow was seen in the iShares MSCI Brazil ETF, which added 10,000,000 units, or a 6.4% increase week over week.",2021-12-10
256,"Comparing units outstanding versus one week ago at the coverage universe of ETFs at ETF Channel, the biggest inflow was seen in the iShares MSCI Brazil ETF, which added 10,000,000 units, or a 6.4% increase week over week - And on a percentage change basis, the ETF with the biggest increase in inflows was the Daily Dow Jones Internet Bull 3X Shares, which added 650,000 units, for a 39.4% increase in outstanding units - EWZ,WEBL,ABNB,AKAM.",2021-12-10
257,Brazilian economy slips into recession for second time in less than two years. Click here to know more...,2021-12-10
258,The current state of industrial real estate was nicely summarized in a report by Prologis (NYSE: PLD) in which the largest real estate investment trust (REIT) of its kind says that logistics warehousing space is effectively sold out.,2021-12-02
259,Semiconductor giant Intel (NASDAQ: INTC) has suffered some rare miscues in recent years. The company's traditional lead in manufacturing technology turned into an uphill battle in 2017 when the 10-nanometer (nm) production process was delayed by a full generation cycle of two yea,2021-12-02
260,"All in all, it's been a pretty good year for blue-chips. Between the end of 2020 and the end of November, the Dow Jones Industrial Average (DJINDICES: ^DJI) climbed an impressive 12.7%. That's a better-than-average year, assuming it holds.",2021-12-02
261,(RTTNews) - Chipotle Mexican Grill (CMG) announced Thursday the launch of Cilantro Soap that will bring popular meme to life. It will be exclusively available for purchase on chipotlegoods.com while supplies last.,2021-12-02
262,"A look at the weighted underlying holdings of the Biotech ETF (Symbol: BBH) shows an impressive 10.6% of holdings on a weighted basis have experienced insider buying within the past six months.



Vertex Pharmaceuticals, Inc. (Symbol: VRTX), which makes up 6.88% of the Biotech ET",2021-12-02
263,"A look at the weighted underlying holdings of the Social Sentiment ETF (Symbol: BUZZ) shows an impressive 11.0% of holdings on a weighted basis have experienced insider buying within the past six months.



PayPal Holdings Inc (Symbol: PYPL), which makes up 3.77% of the Social Se",2021-12-02
264,"Shares of Grab rose 18% in their U.S. market debut on Thursday, after Southeast Asia's biggest ride-hailing and delivery firm inked a record $40 billion merger with a blank-check company.",2021-12-02
265,"Office real estate investment trusts (REITs) are still feeling the impact of the coronavirus pandemic. But you shouldn't give up on names like Boston Properties (NYSE: BXP), Kilroy Realty (NYSE: KRC), or Cousins Properties (NYSE: CUZ). Things are tough today, but this trio has wh",2021-12-02
266,The Omicron variant is here--what does it mean for us dividend investors?,2021-12-02
