,summary,date
366,"Staff article entitled Bullish Two Hundred Day Moving Average Cross - INDA, about ETFs, from ETF Channel.",2022-04-04
367,"As we head into the second quarter, it seems the list of economic concerns is growing rather than shrinking and yet equity markets find themselves in a very comfortable position.",2022-04-02
368,,2022-04-01
369,,2022-03-30
370,Micron Technology Inc. shares rose in the extended session Tuesday after the memory-chip maker's quarterly results and outlook topped Wall Street expectations.,2022-03-29
371,,2022-03-29
372,,2022-03-28
373,,2022-03-28
374,"""CODA"" won Best Picture at the Oscars. ""Dune"" won the most awards. Will Smith smacked Chris Rock for insulting Jada Pinkett-Smith.",2022-03-27
375,"Investors appear remarkably calm at the moment given the level of uncertainty we’re facing this year, from inflation to interest rates and even Covid",2022-03-25
376,"Staff article entitled Interesting INDA Put And Call Options For May 20th, about stock options, from Stock Options Channel.",2022-03-22
377,"Staff article entitled INDA: ETF Outflow Alert, about ETFs, from ETF Channel.",2022-03-21
378,A Rocky Mountain mansion owned by Russian oligarch Roman Abramovich would likely be among the first assets frozen by the U.S. government if he is sanctioned.,2022-03-20
379,The global economy is facing an incredible amount of uncertainty at the moment which is continuing to drive the volatility we’re seeing in financial markets.,2022-03-18
380,Chinese President Xi Jinping told U.S. President Joe Biden during a Friday phone call that the world's prevailing trend of peace and development is facing...,2022-03-18
381,,2022-03-18
382,,2022-03-17
383,,2022-03-17
384,,2022-03-17
385,,2022-03-16
386,,2022-03-16
387,,2022-03-16
388,,2022-03-15
389,,2022-03-15
390,,2022-03-15
391,Netflix's stock has now given up all its pandemic gains. Shares were down more than 50% since their mid-November high.,2022-03-14
392,"China's latest Covid outbreak is prompting a round of business restrictions, while Russian and Ukrainian officials held another peace discussion.",2022-03-14
393,,2022-03-14
394,,2022-03-14
395,,2022-03-14
396,,2022-03-14
397,It’s been another volatile week in financial markets with events in and around Ukraine continuing to dominate.,2022-03-11
398,,2022-03-11
399,"Staff article entitled Notable ETF Outflow Detected - INDA, about ETFs, from ETF Channel.",2022-03-11
400,,2022-03-11
401,,2022-03-11
402,The overall signal from the PMI was one of consumer price inflation continuing to run at a very elevated level in coming months.,2022-03-11
403,,2022-03-11
404,,2022-03-10
405,,2022-03-10
406,,2022-03-10
407,"Launched on 02/22/2008, the WisdomTree India Earnings ETF (EPI) is a smart beta exchange traded fund offering broad exposure to the Asia-Pacific (Emerging) ETFs category of the market.",2022-03-09
408,,2022-03-09
409,,2022-03-09
410,,2022-03-09
411,Researchers help explain the wide disconnect between executives and employees about their excitement to return to the office.,2022-03-08
412,,2022-03-08
413,,2022-03-08
414,,2022-03-08
415,,2022-03-07
416,,2022-03-07
417,,2022-03-07
418,,2022-03-07
419,"""Given the circumstances on the ground, we have decided to suspend our service in Russia,"" a spokesperson said Sunday afternoon.",2022-03-06
420,"It’s been another week of significant volatility in financial markets, one in which European indices edged closer to bear market territory, oil prices hit a 10-year high around $120, and...",2022-03-04
421,Disney announced a new ad-supported tier for its Disney+ streaming service on Friday.,2022-03-04
422,Batman has been a staple on the big screen since Tim Burton's 1989 superhero film. A look at how past Batman films have fared at the global box office.,2022-03-03
423,,2022-03-01
424,The Russian invasion of Ukraine has highlighted many instabilities within both political and economic realms. What should investors do now? Read on to find out.,2022-02-28
425,"Disney, Sony and Warner Bros. have halted future theatrical film releases in Russia following the country's attack on Ukraine. ",2022-02-28
426,,2022-02-28
427,,2022-02-28
428,,2022-02-28
429,India is the third-largest emitter of CO2 in the world. Click here to know more...,2022-02-25
430,,2022-02-25
431,,2022-02-25
432,,2022-02-25
433,"It was a strong quarter for Disney, HBO Max and Paramount+ as streaming leader Netflix acknowledged competition may be hurting its growth on the margins.",2022-02-24
434,,2022-02-24
435,,2022-02-24
436,,2022-02-24
437,,2022-02-23
438,,2022-02-23
439,,2022-02-23
440,,2022-02-23
441,,2022-02-22
442,,2022-02-22
443,,2022-02-22
444,,2022-02-21
445,,2022-02-21
446,INDA ETF provides exposure to a basket of large and mid-sized Indian equities. See why I think it is better to wait for a 10-20% pullback in Indian equities.,2022-02-21
447,,2022-02-21
448,There’s been no shortage of volatility in the markets so far this year and it doesn’t look like that is going to change any time soon.,2022-02-18
449,,2022-02-18
450,,2022-02-18
451,,2022-02-18
452,,2022-02-18
453,The index fund targets companies primed to benefit from a more connected India.,2022-02-17
454,,2022-02-17
455,,2022-02-17
456,,2022-02-17
457,,2022-02-17
458,"India is a land of diversity with many different types of cultures, languages, religions, ethnicities, geographical features and climates. The country is currently the world’s sixth largest economy and one of the fastest-growing trillion-dollar economies in the world.",2022-02-16
459,,2022-02-16
460,,2022-02-16
461,,2022-02-16
462,,2022-02-15
463,,2022-02-15
464,,2022-02-15
465,,2022-02-15
466,,2022-02-15
467,,2022-02-14
468,,2022-02-14
469,,2022-02-14
470,,2022-02-14
471,Inflation and interest rates have been at the forefront of investors’ minds so far this year and that’s unlikely to change for some time yet.,2022-02-12
472,,2022-02-11
473,,2022-02-11
474,,2022-02-11
475,,2022-02-11
476,,2022-02-10
477,Analysts across Wall Street sang the praises of Disney after a quarterly print showing a stunning recovery in its parks business.,2022-02-10
478,,2022-02-10
479,,2022-02-10
480,,2022-02-10
481,"The MSCI Emerging Markets Index fell 2.5% in US-dollar terms last year. In contrast, the MSCI World Index gained 18.5%, helped by strong US returns.",2022-02-09
482,"The Super Bowl commercial is part of Tonal's broader ""Strength Made Me"" campaign, which celebrates women being strong both physically and mentally. ",2022-02-09
483,,2022-02-09
484,,2022-02-09
485,,2022-02-09
486,"London, X0, based Investment company Somerset Capital Management LLP (Current Portfolio) buys Sea, Yum China Holdings Inc, DLocal, ZTO Express (Cayman) Inc, Tencent Holdings, sells NetEase Inc, BTC iShares MSCI India ETF, Taiwan Semiconductor Manufacturing Co, iShares S&P India Nifty 50 Index Fund during the 3-months ended 2021Q4, according to the most recent filings of the investment company, Somerset Capital Management LLP.",2022-02-08
487,,2022-02-08
488,,2022-02-08
489,,2022-02-08
490,,2022-02-08
