,summary,date
33,At the heart of this credit-deterioration process is the way in which the form and structure of economy activity in China has evolved over the past ten to twenty years.,2022-08-25
34,"With global demand cooling and supply disruptions easing, global inflation is expected to moderate in 2023 and 2024.",2022-08-25
35,"As Chinaâs pandemic hangover wears on (and on), we believe the countryâs economic recovery will be bumpy and subdued.",2022-08-25
36,"Equities rebounded in recent weeks as investors considered the prospects of a possible pivot by major central banks, especially after Chinaâs central bank unexpectedly cut interest rates.",2022-08-24
37,"ASEAN July 2022 light vehicle sales recorded about 250,000 units, up 53.0% vs. July 2021. Light vehicle production up 36% YonY with 282,144 units vs. low base in July 2021.",2022-08-24
38,Recent rate cuts by the PBOC offer a signal to the future direction of Chinese monetary policy. China is moving slowly but surely towards greater stimulus.,2022-08-23
39,"JD.com announced earnings for the June quarter on August 23 and delivered a strong performance, clearly beating analyst consensus estimates. Read more here.",2022-08-23
40,Much of the recent strength in the yen can be explained in one word and that is China.,2022-08-23
41,Alibaba has posted encouraging results and is addressing its main problem. Read whether the PBOC succeed in reinflating the BABA bubble.,2022-08-22
42,"The growing threat to democracy is the most important issue facing the country, according to a new poll that also found strong support for continued...",2022-08-21
43,Assessing the main issues behind recent market performance. What to expect at the Jackson Hole symposium.,2022-08-19
44,Jackson Hole has been heavily discussed since the Fedâs supposed âdovish pivotâ last month when it adopted a more data-dependent stance.,2022-08-19
45,"Despite a solid fundamental outlook, headwinds have been present. Read more.",2022-08-18
46,Analysts have been bullish about a supply squeeze for months because sky-high natural gas prices forced record electricity costs across Europe.,2022-08-18
47,"The economic weight of the APAC region is forecast to rise by 2040, underpinned by the economic expansion of mainland China, India, and the 10 Southeast Asian countries comprising ASEAN.",2022-08-17
48,GuruFocus Article or News written by insider and the topic is about: ,2022-08-16
49,GuruFocus Article or News written by insider and the topic is about: ,2022-08-16
50,Chinaâs National Bureau of Statistics reported that retail sales grew by 2.7% in July - nearly half as much as the consensus forecast of 5%. Read more.,2022-08-15
51,"VWO and IEMG, the two largest emerging market ETFs, each have over 80% allocated to Asian markets, with over half of that 80% in Greater China alone. Read more.",2022-08-15
52,"Shares of Li Auto Inc. dropped 6.3% in premarket trading Monday, after the China-based electric vehicle maker reported a second-quarter net loss that nearly tripled, revenue that fell well short of expectations and provided a downbeat third-quarter outlook, citing ""numerous pandemic-related challenges."" The net loss for the quarter to June 30 widened to RMB641.0 million ($95.7 million), or 64 cents per American depositary share, after a loss of RMB235.5 million, or 26 cents per ADS in the year-a",2022-08-15
53,GuruFocus Article or News written by insider and the topic is about: ,2022-08-14
54,iShares China Large-Cap ETF pays dividend yields of 1.97% while waiting for an upside. Click here to read about FXI ETF's portfolio and why I think it's a Buy.,2022-08-14
55,"The Chinese economy has been wracked by rural bank defaults and boycotts over mortgage payments. First, I will explain these events and what they reveal about the health of Chinese markets. ",2022-08-13
56,,2022-08-13
57,"In April 2022, four rural banks in the Chinese province of Henan announced the freezing of what turned out to be roughly 40 billion renminbi (or about $6 billion) of retail deposits.",2022-08-13
58,CPI numbers show an easing of inflation. Will the Fed keep raising rates? China inflation sits at 2.7%.,2022-08-13
59,Wuxin Technology Holdings has filed proposed terms for a $33 million U.S. IPO. The firm makes semiconductors and related products. Read more about WXT here.,2022-08-12
60,"China Yuchai's revenue and EPS decreased by -32% YoY and -63% YoY, respectively in 1H 2022. Read what to know about CYD stock here.",2022-08-12
61,"The global business climate is deteriorating in mid-2022, putting forecasters on recession watch.",2022-08-11
62,"Staff article entitled iShares MSCI China Getting Very Oversold, about ETFs, from ETF Channel.",2022-08-10
63,"Almost every month this year, discounts on financial assets from their year-end 2021 prices have gotten larger, leaving S&P 500 with its worst first half-of-the-year return since 1962.",2022-08-10
64,YanGuFang International has filed to raise $23 million in a U.S. IPO. YGF is subject to ongoing risks in China. Read more about the IPO here.,2022-08-08
65,"Since late June, hundreds of thousands of homebuyers in dozens of Chinese cities have threatened to stop payment on mortgages for pre-sold yet stalled property projects.",2022-08-08
66,"Elevated inflation, slowing global economic growth expectations, and reduced central bank liquidity remain the key economic considerations. Read more here.",2022-08-08
67,"We prefer investment grade credit over equities right now. Our reasoning: valuations, strong balance sheets, low supply and moderate refinancing risks. Read more here...",2022-08-08
68,"MCHI ETF runs a concentrated portfolio, where the top 10 holdings account for over 39% of total assets. See why I rate MCHI ETF as a Hold.",2022-08-07
69,"As USD strength continued & inflation expectations softened, gold price fell, gold ETFs lost 81t ($4.5bn), & speculative positions in gold futures turned net short for 5th time since 2006.",2022-08-06
70,"Growing rapidly, multi-faceted, and with green products and services permeating throughout markets, the green economyâs development increasingly resembles that of the tech sector.",2022-08-06
71,iShares MSCI China ETF is trading at 11x what could be trough earnings in China. See why we feel MCHI ETF is demonstrably cheap and give a Buy rating.,2022-08-06
72,The China stock market dropped big in July while most other markets bounced back from June lows. Read more to see why I would stay away for now.,2022-08-05
73,GuruFocus Article or News written by insider and the topic is about: ,2022-08-05
74,"China's economy has struggled, but may be turning a corner. Why investors may want to consider Chinese stocks in their long game.",2022-08-04
75,Alibaba presented June Quarter 2022 results and delivered above consensus performance with regard to both revenues and operating income. Read more here.,2022-08-04
76,Alibaba's Q1 FY2023 earnings are likely to highlight the macroeconomic challenges faced by the company. Read what BABA investors can cheer for here.,2022-08-04
77,"Global economic growth slowed to a crawl in July, according to the latest PMI survey data, led by the developed world falling into contraction for the first time in two years.",2022-08-04
78,July's PMI surveys showed avg. price charged for goods rose worldwide at slowest rate since Feb. 2021 with rate of inflation cooling for a third successive month from April's all-time high.,2022-08-03
79,"Output fell in the United States, Eurozone, UK and Japan, while mainland China saw a reduced rate of expansion and the rest of Asia as a whole likewise mustered only modest growth.",2022-08-03
80,"The risks of a recession may be on the rise, but if one does strike the global economy in the next year or two, most equity managers donât expect it to be severe.",2022-08-03
81,"As households and businesses begin to fear recession and become reluctant to take on more debt, they are more likely to cut back on spending and investing. Read more.",2022-08-02
82,"A multifaced response, including increasing interest rates, is needed to prevent an upward spiral of price expectations and rising capital outflows. Read more.",2022-08-02
83,Chinaâs first activity survey for Q3 was disappointing. Read more.,2022-08-02
84,Many of the downside risks flagged in our April World Economic Outlook have begun to materialize.,2022-08-02
85,"EM stocks behaved surprisingly well this year. Though they declined along with global equities, MSCI Emerging Markets Index outperformed MSCI World Index of developed-market stocks in 1H22.",2022-07-30
86,Is a Fed neutral interest rate enough to pause further hikes? How is Europe coping with its natural gas shortage? China lifts tech restrictions and supports property developers.,2022-07-30
87,Last week was action-packed and itâs not likely to ease up with attention now shifting from the Fed and the âtechnical recessionâ in the US to the labour market.,2022-07-30
88,"Rather than making money harder to get, the U.S. government needs to focus on the other side of the demand vs. supply equation.",2022-07-29
89,"In June 2022, 2.37 million light vehicles were sold in Greater China, a 29.7% increase compared with the same month of 2021.",2022-07-29
90,These are the stocks posting the largest moves in midday trading. ,2022-07-28
91,"CNBC's 'Squawk Box' team breaks down the latest earnings results from Comcast, which beat analysts' expectations on the top and bottom lines.",2022-07-28
92,China's construction sector faces ongoing pressure from policies designed to deleverage property developers and lead to more sustainable construction activity. Read more.,2022-07-28
93,"The stocks making the biggest moves in premarket trading include Stanley Black & Decker, Southwest Airlines, Harley-Davidson, and more.",2022-07-28
94,Chinese companies listed in the U.S. could follow Alibaba's primary exchange switch as the U.S. continues its stance on stronger disclosure standards.,2022-07-26
95,"In all fairness to the Atlanta Fed, some of last weekâs statistical releases indicate an economic slowdown, but at a very slow pace. Read more.",2022-07-26
96,"As inflation raged, central banks accelerated the pace of monetary policy tightening, aiming to slow the growth of aggregate demand and calm price pressures. Read more here.",2022-07-26
97,"If demand for workers persists, wage growth will stay higher and so will inflation. Read more.",2022-07-26
98,GuruFocus Article or News written by insider and the topic is about: ,2022-07-26
99,"After months of COVID-related disruptions, Chinaâs economy looks to be on the path to normalization. Read more.",2022-07-26
100,Alibaba bottomed mid-March at roughly $80/share on the back of delisting fears for Chinese ADRs. We do not think BABA stock will revisit that level. Read why.,2022-07-25
101,GuruFocus Article or News written by insider and the topic is about: ,2022-07-25
102,Europe took centre stage last week as leaders waited nervously to see if gas would start flowing through Nord Stream 1 again following scheduled maintenance.,2022-07-23
103,"There's a head spinning amount of news for markets to navigate in the week ahead, the biggest of which will be the Federal Reserve's mid-week meeting.",2022-07-22
104,"Staff article entitled Notable ETF Inflow Detected - MCHI, NIO, PDD, LI, about ETFs, from ETF Channel.",2022-07-22
105,The National Development Reform Committee announced China's 14th FYP on renewables in June 2022. Provincial targets and project pipeline dynamics reflect far more aggressive deployment pace.,2022-07-21
106,This research highlight summarizes the key impact papers and provides an overview the market signposts in Q2. Read more here.,2022-07-20
107,The key to the price outlook will be the supply situation. Read more.,2022-07-20
108,Chinas' property sector has been a major driver of commodity prices over the last couple of decades. It has been a major driver of Chinese monetary policy.,2022-07-19
109,"For the sixth straight month, mutual fund investors were net redeemers of fund assets, withdrawing $102.2 billion from conventional funds for June.",2022-07-19
110,"After years of minimal shareholder returns from Antero Resources, they are now a focus of management, which coincides with the better outlook for gas demand.",2022-07-19
111,AMTD Digital is a financial services platform that is the most integrated in Asia. The company has married rapid growth with profitability. Read more here.,2022-07-19
112,"The global economy and financial markets have had a dreadful H1 2022, and H2 looks tough too. Investors would do well to refocus on high quality, with assets that can deliver stable earnings",2022-07-19
113,"The Fed will be raising interest rates again soon, and of course, the question is whether the central bank will raise the Fed Funds rate by 0.75 or 1.00 percent.",2022-07-19
114,,2022-07-17
115,Can China close the gap between the growth forecast and the official target with the same approach to policy stimulus? Read more here.,2022-07-17
116,We now expect U.S. inflation to peak later than we originally expected and to roll over much more gradually than previously expected. Read more.,2022-07-16
117,"""Knock at the Cabin,"" a new film by director M. Night Shyamalan, is the first adaptation of one of Paul Tremblay's horror novels.",2022-07-16
118,"Ride-related injuries dropped by more than 60% between 2004 and 2019, according to the International Association of Amusement Parks and Attractions.",2022-07-15
119,"China is experiencing a very different monetary cycle compared to the rest of the world, regulatory onslaught that is subsiding and ADR valuations on the floor.",2022-07-14
120,"CNBC obtained a list of nearly 20 corporations and trade groups that RSVP'd to attend a swanky, three-day retreat at the Breakers resort starting Sunday.",2022-07-14
121,"Staff article entitled Noteworthy ETF Inflows: MCHI, NIO, PDD, LI, about ETFs, from ETF Channel.",2022-07-14
122,Private market valuations are not immune to this new regime of higher volatility. Click here to know more...,2022-07-14
123,"We believe that additional China stimulus should provide support to emerging market equities, of which China comprises a very large part of the index.",2022-07-14
124,The streamer announced in April that it was planning on rolling out an ad-supported tier after years of resisting the move.,2022-07-13
125,"Alibaba is facing risks like fines by state authorities, the ongoing lockdowns due to COVID-19 and the looming recession. Read why BABA stock is a strong buy.",2022-07-13
126,"Last quarter, the Asset Allocation Committee adopted an underweight view on global equities and leaned more heavily into cash, commodities and other alternative, diversifying assets.",2022-07-13
127,The government had urged banks to lend to businesses. And the guidance proved to be successful as data shows that loan growth jumped in June.,2022-07-12
128,"""Succession"" tops the 2022 Emmy Award nominations followed by ""Ted Lasso"" and ""The White Lotus.""",2022-07-12
129,Chinaâs credit aggregates signal that the stimulus is real and bringing results. Click here to know more...,2022-07-12
130,Chinese stocks have been staging a comeback that contrasts with market declines in most of the world. Read more here.,2022-07-12
131,"Moviegoers aren't just returning to cinemas, they are spending more on premium tickets and concessions.",2022-07-11
132,"""Thor: Love and Thunder"" tallied $143 million during its domestic debut, pushing the overall weekend haul to more than $200 million.",2022-07-10
133,,2022-07-10
134,"A movie industry panel discusses how it assigns ratings to newly released films, including details about what constitutes an R rating.",2022-07-09
135,The rapid growth of mainland China's economy over the past two decades has been a major driving factor for the increasing economic weight of APAC in the world economy. Read more.,2022-07-09
136,Key highlights from the June Fed meeting minutes. Is eurozone growth decelerating? China considers $220 billion stimulus plan.,2022-07-09
137,"It will be a busy week for Fed speak as Williams talks about LIBOR on Monday, Barkin discusses recession on Tuesday, Waller speaks on Thursday and Bostic talks on Friday.",2022-07-09
138,We touch upon the underlying conditions in China. We measure FXIâs qualities relative to other notable peers.,2022-07-08
139,The first half of the year has been an unsettling time for equity investors. Click here to know more...,2022-07-08
140,"Owing to global economic restoration from the COVID-19 scare, commodity prices have undergone an upcycle since late 2020. Here's why Mainland China's truck market remains bearish.",2022-07-07
141,Global economic growth accelerated in June thanks primarily to rebounding business activity in mainland China after lockdowns related to the Omicron wave were eased.,2022-07-07
142,Global cost pressures eased in June albeit remaining elevated. Click here to know more...,2022-07-07
143,"In an era of flagship streaming services like Disney+ and Peacock, Hulu is caught in the middle. ",2022-07-06
144,"Staff article entitled iShares MSCI China ETF Experiences Big Inflow, about ETFs, from ETF Channel.",2022-07-06
145,This article reflects on my Alibaba investment to better shield me and others from costly lessons. Read what investors need to know about BABA stock.,2022-07-06
146,"'Minions' and 'Toy Story' are among the most popular and profitable franchises for their respective studios — so why did ""Minions"" soar and ""Lightyear"" flop?
",2022-07-05
147,KraneShares KWEB provides investors exposure to the Chinese internet sector. But what are the risks that you should be aware of? Click here to find out.,2022-07-05
148,"Markets ended the week down bad. We discuss Cathie Wood's take on recession risks, Fed's GDPNow tracker, Chinese equity market movements, and Cryptoverse analysis. Read more.",2022-07-04
149,Three economic reports highlight the week ahead: Japan's labor cash earnings at the start of the week and the US employment report and China's CPI at the end of the week. Read more here...,2022-07-03
150,"""Minions: The Rise of Gru"" generated more than $108 million in ticket sales during its domestic opening weekend.",2022-07-03
151,"The rising economic weight of APAC has far-reaching economic implications, notably due to the growing economic importance of APAC consumer markets as drivers of world demand growth.",2022-07-02
152,"Manufacturing growth rebounded sharply in mainland China during June, according to the Caixin PMI survey, compiled by S&P Global. Read more here.",2022-07-02
153,"Why an economic downturn may not weigh on oil prices for long. Oil has a long-term inventory issue, and only falling demand will help bring down prices.",2022-07-02
154,"In contrast to some other market observers expecting a contraction in EM earnings in 2023, at the start of this year we highlighted the likelihood of a recovery driven by India and China.",2022-07-02
155,"A shortened trading week on Wall Street will have traders focusing on the FOMC minutes, a few Fed speakers, and the June nonfarm payroll report.",2022-07-02
156,"Chinaâs zero-COVID policy has cratered the economy. While the government may endorse targeted stimulus, the only way economic momentum is likely to accelerate is through additional support.",2022-07-01
157,"The U.S.-listed shares of XPeng Inc. surged 2.1% in premarket trading Friday, after the China-based electric vehicle maker reported big jumps in June deliveries from a month ago and from last year. The company also said it expect to begin accepting pre-orders for its G9 sports utility vehicle in August, ahead of an official launch in September. For June, the company delivered 15,295 EVs, up 51% from May and up 133% from a year ago. The June deliveries consisted of 8,045 P7 sports sedans, 5,598 P",2022-07-01
158,The global economic outlook has deteriorated sharply; we now expect GDP growth to be well below potential in 2023. Read more here.,2022-07-01
159,"The U.S.-listed shares of Li Auto Inc. rose 1.5% in premarket trading Friday, after the China-based electric vehicle maker reported a more than 63% jump in second-quarter deliveries. The company said it delivered 13,024 Li ONEs in June, up 68.9% from a year ago, after delivering 11,496 Li ONEs in May. The company had unveiled its Li L9 six-seat smart utility vehicle on June 21. That lifted second-quarter deliveries to 28,687, a 63.2% increase from a year ago. Li Auto's stock has rallied 19.4% ye",2022-07-01
160,"Chinaâs domestic activity gauges continued to rebound from Aprilâs low, lifting Chinaâs equities on a risk-off day. Click here to know more...",2022-07-01
161,"Global equity markets outside of the United States are completing a second negative quarter, with the MSCI ACWI ex US IMI Index down 11.33% in the three months through June 24.",2022-07-01
162,"Since my previous article, CXSE has lost ~5% vs. a loss of ~15% for EEM and has clearly outperformed other emerging markets.",2022-06-29
163,A publicly traded Starz may look to increase in size by targeting other subscale media and entertainment companies.,2022-06-29
164,"China's nominal GDP reached $17.5 trillion in 2021, a growth rate of 8.1%. We expect a slower GDP growth rate in 2022 due to very tight Covid measures in Q2 of this year. Read more here.",2022-06-29
165,A string of solid theatrical performances coupled with a strong slate of upcoming films has left most box office analysts optimistic.,2022-06-29
166,Recession fears and central-bank tightening are driving market volatility. We think equity markets are oversold and believe U.S. core inflation has likely peaked.,2022-06-29
167,We expect elevated inflation to continue into 2023 due to the lagged impact of food supply disruption and elevated energy costs.,2022-06-29
168,Several institutional factors make it more effective than monetary policy at stabilizing growth in the short run.,2022-06-28
169,"Shares of Li Auto Inc. took a 3.8% dive in premarket trading Tuesday, after the China-based electric vehicle maker said it filed for the sale of up to $2 billion worth of American depositary shares (ADS) through at at-the-market (ATM) offering program. The amount represents about 4.95% of the company's market capitalization of $40.42 billion as of Monday's closing stock price. The stock was up about 1.7% just prior to the ADS-offering announcement. The company said it plans to use the proceeds f",2022-06-28
170,"Staff article entitled Notable ETF Inflow Detected - MCHI, NIO, PDD, LI, about ETFs, from ETF Channel.",2022-06-28
171,"Earnings for the S&P 500, according to Howard Silverblattâs work at S&P, are expected to rise 7.7% in 2022.",2022-06-27
172,Recessions have gone from being a potential consequence of high inflation and rapid monetary tightening to an increasingly likely scenario.,2022-06-25
173,"The U.S.-listed shares of Li Auto Inc. ran up 4.5% in premarket trading Friday, after the China-based electric vehicle maker said it received more than 30,000 orders for its Li L9 sport-utility vehicle in just 72 hours since reservations became available. The company has taken in more than $22.4 million with the orders, as each order required a RMB5,000 ($746.56) deposit, which is refundable for a limited time. Deliveries of the Li L9, which is a full-size, six-seat SUV, are expected to start by",2022-06-24
174,"Growth is slowing, but itâs slowing to trend at this point. So not to zero, not to negative, but something like the trend that weâve experienced over the last couple of decades.",2022-06-24
175,"Russia's war with Ukraine and recent lockdowns in mainland China have further disrupted supply chains, adding to cost pressures.",2022-06-23
176,Chinaâs political system is highly state-dominated but significantly less than it was 50 years ago. Click here to know more...,2022-06-23
177,"Worsening consumer and business sentiment, increased inflation, and central banks moving to tighten monetary policy, with the US Federal Reserve being the most aggressive, have increased...",2022-06-22
178,The University of Michiganâs consumer sentiment index's preliminary estimate for June plunged to a record low. Read on to find out what this means for the markets at large.,2022-06-22
179,US President Joe Biden's new move to pause tariffs on imported Chinese-made silicon solar panels for two years has been either hailed or criticized.,2022-06-22
180,"Pixar's ""Lightyear"" rocketed to a $51 million domestic opening, the best performance of an animated feature since the pandemic began.",2022-06-19
181,"This past week felt like a big moment for central banks, collectively, as well as financial markets more broadly.",2022-06-17
182,Chinese banks are facing increasing pressure on fundamentals after weak earnings growth in the first quarter of this year. Click here to know more...,2022-06-17
183,"If an Endangered Species Act suit against Pres. Biden succeeds, some 3,500 oil drilling permits issued could be revoked and future permitting challenged.",2022-06-16
184,"Oil futures see mixed trading Thursday, but hold onto a loss for the week as global central banks followed the Federal Reserve in delivering interest rate...",2022-06-16
185,"Netflix disrupted traditional TV by releasing entire seasons of shows all at once. Now, the model is under scrutiny as the streamer deals with big losses.",2022-06-15
186,Chinese CPI dropped 0.2% month-over-month in May 2022. There’s no mistaking the downturn across China all throughout last year. That had spilled over into its producer prices quite some ago.,2022-06-14
187,"Alibaba's share price has fallen over 50% since my last article, but the company's fundamentals have only strengthened. See why BABA stock is a buy.",2022-06-13
188,"""Jurassic World: Dominion"" roared to the top of the domestic box office over the weekend, generating more than $143 million in ticket sales during its debut.",2022-06-12
189,"Staff article entitled Notable ETF Inflow Detected - MCHI, BIDU, PDD, NIO, about ETFs, from ETF Channel.",2022-06-10
190,"From Russia’s invasion of Ukraine to China’s COVID-19 crackdown, investors in emerging-market equities have faced many new challenges this year. Click here to know more...",2022-06-10
191,,2022-06-10
192,"""Jurassic World: Dominion"" may score to top spot at the domestic box office this weekend, but lackluster critical reviews and word of mouth could stall its potential haul.",2022-06-09
193,"Universal's ""Jurassic World: Dominion"" enters domestic theaters Friday, and it will snag the majority of premium format screens from ""Top Gun: Maverick.""",2022-06-09
194,Beijing's approval for another round of video game licenses signals that regulatory pressure has passed its peak. Read what this means for Alibaba stock.,2022-06-09
195,"The prospect of EWH’s top holding looks bright, but underlying conditions of the economy still remain rather iffy. Read why here.",2022-06-09
196,The latest PMI data compiled for JPMorgan by S&P Global revealed an unwelcome mix of sluggish global economic growth and soaring business costs in May. Read more.,2022-06-08
197,"The US consumer price index (CPI) has risen by over 8% in the past year, similar to Europe’s 7.4% increase.",2022-06-07
198,"Many commentators, including some well-known leaders, are voicing concerns about the future of global markets and economies. Could we be talking ourselves into a bear market and recession?",2022-06-06
199,"Chinese stocks are now very cheap. What's more, post-lockdown China is once again a very interesting place to deploy capital. See what this means for PDD stock.",2022-06-06
200,"Staff article entitled Noteworthy ETF Inflows: MCHI, BIDU, NIO, YUMC, about ETFs, from ETF Channel.",2022-06-01
201,Netflix's fall from grace has ended the first act of the streaming wars. Act two will determine whether the industry can right itself.,2022-05-29
202,"Former White House press secretary Jen Psaki will join MSNBC this fall in time for the 2022 midterm elections, NBCUniversal confirmed.",2022-05-24
203,"The NASDAQ 100 After Hours Indicator is up 17.25 to 12,051.53. The total After hours volume is currently 71,292,097 shares traded.The following are the most active stocks for the after hours session: NIO Inc. (NIO) is -0.05 at $15.95, with 5,089,912 shares traded.NIO is schedule",2022-05-23
204,"According to Johns Hopkins data, 1,000,139 Americans have died from COVID-19 so far.",2022-05-17
205,Leslie Picker joins the 'Halftime Report' to discuss what to expect from the SEC 13-F filings.,2022-05-16
206,,2022-05-16
207,,2022-05-12
208,"The news means that tens of millions of households could receive high-speed internet at no cost, according to the White House.",2022-05-09
209,"Comcast and Charter's joint venture to challenge Roku, Amazon and other streaming platforms may signal cable's long-game strategy.",2022-05-01
210,,2022-04-30
211,,2022-04-29
212,These are the stocks posting the largest moves in midday trading. ,2022-04-28
213,"CNBC's 'Squawk Box' team break down the latest first-quarter earnings results from Comcast, which beat analysts' expectations on the top and bottom lines.",2022-04-28
214,"All eyes will be on Comcast's broadband division, which is expected to add 229,000 new high-speed internet customers during the first quarter. ",2022-04-28
215,,2022-04-25
216,"Netflix doesn't plan to shut down password sharers overnight. Rather, it intends to bill shared accounts an extra fee in a global rollout that may take a year.",2022-04-23
217,,2022-04-22
218,"Michael Morris, Guggenheim Partners, joins 'TechCheck' to dicsuss Snap's Q1 earnings results, where his forecast currently is and whether investors are too bearish on the streaming service industry.",2022-04-22
219,"The nature of the economic cycle, originally due to the COVID pandemic, has been amplified. Click here to know more...",2022-04-22
220,,2022-04-22
221,Dissolving the district would mean Reedy Creek employees and infrastructure would be absorbed by the local counties.,2022-04-21
222,"Instead of legacy media shares soaring as they imitate Netflix, the industry has brought Netflix down to a degree.",2022-04-20
223,"Netflix has been willing to turn a blind eye toward password sharing when it was growing subscribers, but losing customers can change behavior quickly.",2022-04-19
224,"Eight weeks into the Russia-Ukraine crisis, the fighting continues despite mounting sanctions against Russia. Click here to know more...",2022-04-19
225,"China's GDP grew 4.8% YoY in 1Q22, which is not all that weak considering the high base effect of 18.3% YoY GDP growth in 1Q21.",2022-04-18
226,,2022-04-17
227,,2022-04-16
228,The bond market selloff did not ease up heading into the long holiday weekend and traders will have to soon decide if they decide to sell in May and go away. Click here to know more...,2022-04-15
229,"Exports of U.S. mineral fuel oils also increased significantly in the year-over-year measure, with much of the remaining increase spread over multiple categories.",2022-04-14
230,"After a promising start to the year, China’s economy is now facing its worst disruption since the beginning of the pandemic.",2022-04-13
231,"Josefin Berg reviews the outlook for solar PV in 2022, the challenges to growth, and summarizes the long-term prospects for solar power. Click here to know more...",2022-04-13
232,"Anheuser-Busch is partnering with MLB and the NFL for a promotion to encourage correctly recycling empty beer cans, bottles and cups.",2022-04-12
233,"China's lack of ""inflation"" comes at the expense of... something. Click here to know more...",2022-04-12
234,"The coming days are eventful. And that is with the known unknown, Russia's actions in Ukraine, held in abeyance.",2022-04-10
235,Defaults in China real estate have been unprecedented—is policy support forthcoming and what will this market look like in the future? Find out more here.,2022-04-09
236,"Gold’s Q1 performance was primarily driven by rapidly rising inflation, higher interest rates, and unexpected geopolitical risk. Click here to know more...",2022-04-08
237,"""Sonic the Hedgehog 2"" is the first major family film released in 2022 and is expected to signal if this demographic is finally ready to return to theaters.",2022-04-08
238,Policy tightening from the Fed may successfully affect downward pressure on US inflation (without derailing growth or causing a recession. Read more here.,2022-04-08
239,TDF focuses on some of the largest Chinese technology companies by market capitalization. Read what to know about TDF here.,2022-04-07
240,Input cost inflation accelerated worldwide in both manufacturing and services. Click here to know more...,2022-04-07
