,Date,Sentiment Score,Sentiment Label,Topic
87,2022-03-05,-0.107575,Neutral,financial_market_news
88,2022-03-04,-0.504967,Bearish,financial_market_news
89,2022-03-04,0.0153,Neutral,financial_market_news
90,2022-03-04,0.047554,Neutral,financial_market_news
91,2022-03-04,0.001404,Neutral,financial_market_news
92,2022-03-04,-0.088728,Neutral,financial_market_news
93,2022-03-04,0.147542,Neutral,financial_market_news
94,2022-03-04,0.151856,Somewhat-Bullish,financial_market_news
95,2022-03-04,0.323111,Somewhat-Bullish,financial_market_news
96,2022-03-04,-0.114316,Neutral,financial_market_news
97,2022-03-04,0.14435,Neutral,financial_market_news
98,2022-03-04,0.049564,Neutral,financial_market_news
99,2022-03-05,0.289127,Somewhat-Bullish,financial_market_news
100,2022-03-04,0.033917,Neutral,financial_market_news
101,2022-03-05,0.032562,Neutral,financial_market_news
102,2022-03-04,-0.086234,Neutral,financial_market_news
103,2022-03-04,-0.104929,Neutral,financial_market_news
104,2022-03-04,-0.047219,Neutral,financial_market_news
105,2022-03-04,0.030908,Neutral,financial_market_news
106,2022-03-04,-0.047816,Neutral,financial_market_news
107,2022-03-04,0.017625,Neutral,financial_market_news
108,2022-03-04,0.04297,Neutral,financial_market_news
109,2022-03-04,-0.068644,Neutral,financial_market_news
110,2022-03-04,-0.047349,Neutral,financial_market_news
111,2022-03-04,-0.190474,Somewhat-Bearish,financial_market_news
112,2022-03-04,0.187295,Somewhat-Bullish,financial_market_news
113,2022-03-04,0.231855,Somewhat-Bullish,financial_market_news
114,2022-03-04,0.234388,Somewhat-Bullish,financial_market_news
115,2022-03-04,0.223836,Somewhat-Bullish,financial_market_news
116,2022-03-04,-0.108725,Neutral,financial_market_news
117,2022-03-04,-0.125043,Neutral,financial_market_news
118,2022-03-04,0.019319,Neutral,financial_market_news
119,2022-03-04,0.025012,Neutral,financial_market_news
120,2022-03-04,-0.073337,Neutral,financial_market_news
121,2022-03-04,0.088786,Neutral,financial_market_news
122,2022-03-04,0.025355,Neutral,financial_market_news
123,2022-03-04,-0.021877,Neutral,financial_market_news
124,2022-03-04,0.117365,Neutral,financial_market_news
125,2022-03-04,-0.015341,Neutral,financial_market_news
126,2022-03-04,0.132084,Neutral,financial_market_news
127,2022-03-04,-0.035251,Neutral,financial_market_news
128,2022-03-04,-0.111074,Neutral,financial_market_news
129,2022-03-04,0.038602,Neutral,financial_market_news
130,2022-03-04,-0.016985,Neutral,financial_market_news
131,2022-03-04,-0.020165,Neutral,financial_market_news
132,2022-03-04,0.077102,Neutral,financial_market_news
133,2022-03-04,0.134598,Neutral,financial_market_news
134,2022-03-04,-0.251375,Somewhat-Bearish,financial_market_news
135,2022-03-04,-0.063651,Neutral,financial_market_news
136,2022-03-04,-0.102907,Neutral,financial_market_news
137,2022-03-04,-0.035205,Neutral,financial_market_news
138,2022-03-04,0.057964,Neutral,financial_market_news
139,2022-03-04,0.084113,Neutral,financial_market_news
140,2022-03-04,-0.004333,Neutral,financial_market_news
141,2022-03-05,-0.162519,Somewhat-Bearish,financial_market_news
142,2022-03-05,0.040097,Neutral,financial_market_news
143,2022-03-05,-0.431481,Bearish,financial_market_news
144,2022-03-04,0.01745,Neutral,financial_market_news
145,2022-03-04,-0.046464,Neutral,financial_market_news
146,2022-03-04,0.019111,Neutral,financial_market_news
147,2022-03-04,0.004791,Neutral,financial_market_news
148,2022-03-04,0.026418,Neutral,financial_market_news
149,2022-03-04,-0.024359,Neutral,financial_market_news
150,2022-03-04,0.004904,Neutral,financial_market_news
151,2022-03-04,-0.026192,Neutral,financial_market_news
152,2022-03-04,-0.035166,Neutral,financial_market_news
153,2022-03-04,0.040044,Neutral,financial_market_news
154,2022-03-04,-0.226351,Somewhat-Bearish,financial_market_news
155,2022-03-04,0.041357,Neutral,financial_market_news
156,2022-03-04,-0.034114,Neutral,financial_market_news
157,2022-03-04,-0.004289,Neutral,financial_market_news
158,2022-03-04,0.053586,Neutral,financial_market_news
159,2022-03-05,-0.265249,Somewhat-Bearish,financial_market_news
160,2022-03-05,-0.001605,Neutral,financial_market_news
161,2022-03-05,-0.025838,Neutral,financial_market_news
162,2022-03-05,-0.581433,Bearish,financial_market_news
163,2022-03-05,-0.304198,Somewhat-Bearish,financial_market_news
164,2022-03-05,-0.381553,Bearish,financial_market_news
165,2022-03-04,-0.005385,Neutral,financial_market_news
166,2022-03-04,0.018542,Neutral,financial_market_news
167,2022-03-04,-0.016053,Neutral,financial_market_news
168,2022-03-04,0.04777,Neutral,financial_market_news
169,2022-03-04,0.022201,Neutral,financial_market_news
170,2022-03-04,0.01754,Neutral,financial_market_news
171,2022-03-04,-0.0127,Neutral,financial_market_news
172,2022-03-04,0.053068,Neutral,financial_market_news
173,2022-03-04,-0.12326,Neutral,financial_market_news
174,2022-03-04,-0.183968,Somewhat-Bearish,financial_market_news
175,2022-03-05,-0.058508,Neutral,financial_market_news
176,2022-03-04,-0.439503,Bearish,financial_market_news
177,2022-03-04,-0.251747,Somewhat-Bearish,financial_market_news
178,2022-03-05,-0.113033,Neutral,financial_market_news
179,2022-03-05,-0.265309,Somewhat-Bearish,financial_market_news
180,2022-03-05,0.323728,Somewhat-Bullish,financial_market_news
181,2022-03-05,-0.146635,Neutral,financial_market_news
182,2022-03-05,-0.116965,Neutral,financial_market_news
183,2022-03-05,-0.459704,Bearish,financial_market_news
184,2022-03-05,-0.274596,Somewhat-Bearish,financial_market_news
185,2022-03-05,0.017756,Neutral,financial_market_news
186,2022-03-05,-0.223246,Somewhat-Bearish,financial_market_news
187,2022-03-05,0.016989,Neutral,financial_market_news
188,2022-03-05,-0.572646,Bearish,financial_market_news
189,2022-03-04,0.010624,Neutral,financial_market_news
190,2022-03-04,0.058231,Neutral,financial_market_news
191,2022-03-04,0.094753,Neutral,financial_market_news
192,2022-03-04,0.00917,Neutral,financial_market_news
193,2022-03-04,-0.275571,Somewhat-Bearish,financial_market_news
194,2022-03-04,0.047864,Neutral,financial_market_news
195,2022-03-04,-0.133152,Neutral,financial_market_news
196,2022-03-04,-0.047995,Neutral,financial_market_news
197,2022-03-04,-0.087511,Neutral,financial_market_news
198,2022-03-04,0.027668,Neutral,financial_market_news
199,2022-03-04,0.03773,Neutral,financial_market_news
200,2022-03-12,0.237611,Somewhat-Bullish,financial_market_news
201,2022-03-12,0.075297,Neutral,financial_market_news
202,2022-03-12,-0.262356,Somewhat-Bearish,financial_market_news
203,2022-03-12,-0.106884,Neutral,financial_market_news
204,2022-03-12,0.00013,Neutral,financial_market_news
205,2022-03-12,-0.057691,Neutral,financial_market_news
206,2022-03-12,0.142999,Neutral,financial_market_news
207,2022-03-12,-0.242961,Somewhat-Bearish,financial_market_news
208,2022-03-12,0.090255,Neutral,financial_market_news
209,2022-03-12,0.481871,Bullish,financial_market_news
210,2022-03-12,0.036162,Neutral,financial_market_news
211,2022-03-12,0.269558,Somewhat-Bullish,financial_market_news
212,2022-03-12,-0.091766,Neutral,financial_market_news
213,2022-03-12,-0.170134,Somewhat-Bearish,financial_market_news
214,2022-03-12,0.03554,Neutral,financial_market_news
215,2022-03-12,0.183715,Somewhat-Bullish,financial_market_news
216,2022-03-12,0.026895,Neutral,financial_market_news
217,2022-03-12,-0.175136,Somewhat-Bearish,financial_market_news
218,2022-03-12,-0.18626,Somewhat-Bearish,financial_market_news
219,2022-03-12,-0.20501,Somewhat-Bearish,financial_market_news
220,2022-03-12,-0.249798,Somewhat-Bearish,financial_market_news
221,2022-03-12,0.21563,Somewhat-Bullish,financial_market_news
222,2022-03-12,0.152087,Somewhat-Bullish,financial_market_news
223,2022-03-12,0.106836,Neutral,financial_market_news
224,2022-03-12,0.186047,Somewhat-Bullish,financial_market_news
225,2022-03-12,0.257001,Somewhat-Bullish,financial_market_news
226,2022-03-12,-0.013926,Neutral,financial_market_news
227,2022-03-12,0.056562,Neutral,financial_market_news
228,2022-03-12,-0.123709,Neutral,financial_market_news
229,2022-03-12,-0.105589,Neutral,financial_market_news
230,2022-03-12,-0.132169,Neutral,financial_market_news
231,2022-03-12,-0.369689,Bearish,financial_market_news
232,2022-03-12,0.094928,Neutral,financial_market_news
233,2022-03-12,0.017867,Neutral,financial_market_news
234,2022-03-12,0.051205,Neutral,financial_market_news
235,2022-03-12,-0.089787,Neutral,financial_market_news
236,2022-03-12,-0.046793,Neutral,financial_market_news
237,2022-03-12,-0.314717,Somewhat-Bearish,financial_market_news
238,2022-03-12,-0.132236,Neutral,financial_market_news
239,2022-03-12,-0.333999,Somewhat-Bearish,financial_market_news
240,2022-03-12,-0.051601,Neutral,financial_market_news
241,2022-03-12,-0.203108,Somewhat-Bearish,financial_market_news
242,2022-03-12,0.144972,Neutral,financial_market_news
243,2022-03-12,-0.090091,Neutral,financial_market_news
244,2022-03-12,0.216213,Somewhat-Bullish,financial_market_news
245,2022-03-12,-0.216762,Somewhat-Bearish,financial_market_news
246,2022-03-12,0.079076,Neutral,financial_market_news
247,2022-03-12,-0.111754,Neutral,financial_market_news
248,2022-03-12,-0.052744,Neutral,financial_market_news
249,2022-03-12,-0.110286,Neutral,financial_market_news
250,2022-03-12,-0.051154,Neutral,financial_market_news
251,2022-03-12,-0.036862,Neutral,financial_market_news
252,2022-03-12,-0.131462,Neutral,financial_market_news
253,2022-03-12,-0.275488,Somewhat-Bearish,financial_market_news
254,2022-03-12,-0.067266,Neutral,financial_market_news
255,2022-03-12,-0.331231,Somewhat-Bearish,financial_market_news
256,2022-03-12,-0.204788,Somewhat-Bearish,financial_market_news
257,2022-03-12,-0.042264,Neutral,financial_market_news
258,2022-03-12,-0.102094,Neutral,financial_market_news
259,2022-03-12,-0.314371,Somewhat-Bearish,financial_market_news
260,2022-03-12,0.035271,Neutral,financial_market_news
261,2022-03-12,0.012282,Neutral,financial_market_news
262,2022-03-12,-0.017619,Neutral,financial_market_news
263,2022-03-12,-0.055675,Neutral,financial_market_news
264,2022-03-12,-0.068544,Neutral,financial_market_news
265,2022-03-12,-0.077193,Neutral,financial_market_news
266,2022-03-12,-0.265398,Somewhat-Bearish,financial_market_news
267,2022-03-12,0.082994,Neutral,financial_market_news
268,2022-03-12,-0.001349,Neutral,financial_market_news
269,2022-03-12,-0.04241,Neutral,financial_market_news
270,2022-03-12,-0.040496,Neutral,financial_market_news
271,2022-03-12,-0.028649,Neutral,financial_market_news
272,2022-03-12,0.308156,Somewhat-Bullish,financial_market_news
273,2022-03-12,-0.030662,Neutral,financial_market_news
274,2022-03-12,-0.066556,Neutral,financial_market_news
275,2022-03-12,0.316523,Somewhat-Bullish,financial_market_news
276,2022-03-12,-0.001753,Neutral,financial_market_news
277,2022-03-12,-0.279397,Somewhat-Bearish,financial_market_news
278,2022-03-12,0.147187,Neutral,financial_market_news
279,2022-03-12,-0.075058,Neutral,financial_market_news
280,2022-03-12,-0.29352,Somewhat-Bearish,financial_market_news
281,2022-03-12,-0.157372,Somewhat-Bearish,financial_market_news
282,2022-03-12,-0.202543,Somewhat-Bearish,financial_market_news
283,2022-03-12,0.16802,Somewhat-Bullish,financial_market_news
284,2022-03-12,-0.064964,Neutral,financial_market_news
285,2022-03-12,-0.058089,Neutral,financial_market_news
286,2022-03-12,0.149249,Neutral,financial_market_news
287,2022-03-12,0.149249,Neutral,financial_market_news
288,2022-03-12,0.237694,Somewhat-Bullish,financial_market_news
289,2022-03-12,-0.00677,Neutral,financial_market_news
290,2022-03-12,-0.12546,Neutral,financial_market_news
291,2022-03-12,-0.10941,Neutral,financial_market_news
292,2022-03-12,-0.078617,Neutral,financial_market_news
293,2022-03-12,-0.004653,Neutral,financial_market_news
294,2022-03-12,0.010832,Neutral,financial_market_news
295,2022-03-12,-0.06163,Neutral,financial_market_news
296,2022-03-12,-0.076077,Neutral,financial_market_news
297,2022-03-12,-0.076092,Neutral,financial_market_news
298,2022-03-12,0.203064,Somewhat-Bullish,financial_market_news
299,2022-03-12,-0.054055,Neutral,financial_market_news
300,2022-03-12,-0.000684,Neutral,financial_market_news
301,2022-03-12,-0.138592,Neutral,financial_market_news
302,2022-03-12,0.001076,Neutral,financial_market_news
303,2022-03-12,-0.340817,Somewhat-Bearish,financial_market_news
304,2022-03-12,0.182157,Somewhat-Bullish,financial_market_news
305,2022-03-12,0.014926,Neutral,financial_market_news
306,2022-03-12,0.172605,Somewhat-Bullish,financial_market_news
307,2022-03-12,-0.027763,Neutral,financial_market_news
308,2022-03-12,-0.086995,Neutral,financial_market_news
309,2022-03-12,-0.248654,Somewhat-Bearish,financial_market_news
310,2022-03-12,-0.029206,Neutral,financial_market_news
311,2022-03-12,-0.071014,Neutral,financial_market_news
312,2022-03-12,0.141794,Neutral,financial_market_news
313,2022-03-12,-0.113361,Neutral,financial_market_news
314,2022-03-12,-0.07683,Neutral,financial_market_news
315,2022-03-12,-0.15226,Somewhat-Bearish,financial_market_news
316,2022-03-12,-0.156892,Somewhat-Bearish,financial_market_news
317,2022-03-12,-0.080052,Neutral,financial_market_news
318,2022-03-12,-0.114699,Neutral,financial_market_news
319,2022-03-12,0.674333,Bullish,financial_market_news
320,2022-03-12,-0.050972,Neutral,financial_market_news
321,2022-03-12,-0.039847,Neutral,financial_market_news
322,2022-03-12,0.047248,Neutral,financial_market_news
323,2022-03-12,-0.028571,Neutral,financial_market_news
324,2022-03-12,0.092469,Neutral,financial_market_news
325,2022-03-12,-0.15924,Somewhat-Bearish,financial_market_news
326,2022-03-12,0.002257,Neutral,financial_market_news
327,2022-03-12,0.173647,Somewhat-Bullish,financial_market_news
328,2022-03-12,-0.216902,Somewhat-Bearish,financial_market_news
329,2022-03-12,-0.331872,Somewhat-Bearish,financial_market_news
330,2022-03-12,-0.100179,Neutral,financial_market_news
331,2022-03-12,-0.088938,Neutral,financial_market_news
332,2022-03-12,-0.049439,Neutral,financial_market_news
333,2022-03-12,-0.091065,Neutral,financial_market_news
334,2022-03-12,-0.074883,Neutral,financial_market_news
335,2022-03-12,-0.090873,Neutral,financial_market_news
336,2022-03-12,-0.09563,Neutral,financial_market_news
337,2022-03-12,-0.032004,Neutral,financial_market_news
338,2022-03-12,-0.090875,Neutral,financial_market_news
339,2022-03-12,-0.075838,Neutral,financial_market_news
340,2022-03-12,-0.092785,Neutral,financial_market_news
341,2022-03-12,-0.104598,Neutral,financial_market_news
342,2022-03-12,-0.125542,Neutral,financial_market_news
343,2022-03-12,-0.150556,Somewhat-Bearish,financial_market_news
344,2022-03-12,-0.147873,Neutral,financial_market_news
345,2022-03-12,-0.233269,Somewhat-Bearish,financial_market_news
346,2022-03-12,-0.03174,Neutral,financial_market_news
347,2022-03-12,0.07148,Neutral,financial_market_news
348,2022-03-12,-0.264844,Somewhat-Bearish,financial_market_news
349,2022-03-12,-0.099427,Neutral,financial_market_news
350,2022-03-12,-0.126455,Neutral,financial_market_news
351,2022-03-12,-0.270507,Somewhat-Bearish,financial_market_news
352,2022-03-12,0.120578,Neutral,financial_market_news
353,2022-03-12,-0.126455,Neutral,financial_market_news
354,2022-03-12,0.221048,Somewhat-Bullish,financial_market_news
355,2022-03-12,-0.190991,Somewhat-Bearish,financial_market_news
356,2022-03-12,-0.047503,Neutral,financial_market_news
357,2022-03-12,-0.126455,Neutral,financial_market_news
358,2022-03-12,0.214588,Somewhat-Bullish,financial_market_news
359,2022-03-12,0.339726,Somewhat-Bullish,financial_market_news
360,2022-03-12,-0.029997,Neutral,financial_market_news
361,2022-03-12,-0.038112,Neutral,financial_market_news
362,2022-03-12,-0.012939,Neutral,financial_market_news
363,2022-03-12,-0.079923,Neutral,financial_market_news
364,2022-03-12,-0.012939,Neutral,financial_market_news
365,2022-03-12,-0.063832,Neutral,financial_market_news
366,2022-03-12,0.039039,Neutral,financial_market_news
367,2022-03-12,0.153153,Somewhat-Bullish,financial_market_news
368,2022-03-12,0.067887,Neutral,financial_market_news
369,2022-03-12,0.228887,Somewhat-Bullish,financial_market_news
370,2022-03-12,-0.014887,Neutral,financial_market_news
371,2022-03-12,-0.070901,Neutral,financial_market_news
372,2022-03-12,-0.231674,Somewhat-Bearish,financial_market_news
373,2022-03-12,-0.111614,Neutral,financial_market_news
374,2022-03-12,-0.658015,Bearish,financial_market_news
375,2022-03-12,-0.420321,Bearish,financial_market_news
376,2022-03-12,-0.420321,Bearish,financial_market_news
377,2022-03-12,-0.003155,Neutral,financial_market_news
378,2022-03-12,-0.015391,Neutral,financial_market_news
379,2022-03-12,-0.414925,Bearish,financial_market_news
380,2022-03-12,0.037163,Neutral,financial_market_news
381,2022-03-12,0.20388,Somewhat-Bullish,financial_market_news
382,2022-03-12,0.017023,Neutral,financial_market_news
383,2022-03-12,-0.021333,Neutral,financial_market_news
384,2022-03-12,-0.021333,Neutral,financial_market_news
385,2022-03-12,0.099248,Neutral,financial_market_news
386,2022-03-12,-0.132425,Neutral,financial_market_news
387,2022-03-12,-0.751107,Bearish,financial_market_news
388,2022-03-12,-0.106654,Neutral,financial_market_news
389,2022-03-12,0.015267,Neutral,financial_market_news
390,2022-03-12,-0.322803,Somewhat-Bearish,financial_market_news
391,2022-03-12,-0.160197,Somewhat-Bearish,financial_market_news
392,2022-03-12,0.177176,Somewhat-Bullish,financial_market_news
393,2022-03-12,0.065656,Neutral,financial_market_news
394,2022-03-12,0.037387,Neutral,financial_market_news
395,2022-03-12,0.072695,Neutral,financial_market_news
396,2022-03-12,-0.113456,Neutral,financial_market_news
397,2022-03-12,-0.122218,Neutral,financial_market_news
398,2022-03-12,0.065859,Neutral,financial_market_news
399,2022-03-12,-0.426869,Bearish,financial_market_news
400,2022-03-19,-0.012907,Neutral,financial_market_news
401,2022-03-19,0.243479,Somewhat-Bullish,financial_market_news
402,2022-03-19,-0.039426,Neutral,financial_market_news
403,2022-03-19,0.040801,Neutral,financial_market_news
404,2022-03-19,-0.09372,Neutral,financial_market_news
405,2022-03-19,0.093273,Neutral,financial_market_news
406,2022-03-19,-0.029032,Neutral,financial_market_news
407,2022-03-18,0.012068,Neutral,financial_market_news
408,2022-03-18,-0.007104,Neutral,financial_market_news
409,2022-03-18,-0.007104,Neutral,financial_market_news
410,2022-03-19,-0.071904,Neutral,financial_market_news
411,2022-03-19,0.151282,Somewhat-Bullish,financial_market_news
412,2022-03-19,-0.020525,Neutral,financial_market_news
413,2022-03-19,-0.004505,Neutral,financial_market_news
414,2022-03-19,-0.293101,Somewhat-Bearish,financial_market_news
415,2022-03-19,-0.097744,Neutral,financial_market_news
416,2022-03-19,-0.347584,Somewhat-Bearish,financial_market_news
417,2022-03-19,-0.347584,Somewhat-Bearish,financial_market_news
418,2022-03-19,0.230673,Somewhat-Bullish,financial_market_news
419,2022-03-19,0.021856,Neutral,financial_market_news
420,2022-03-19,0.138396,Neutral,financial_market_news
421,2022-03-19,0.049027,Neutral,financial_market_news
422,2022-03-19,0.20217,Somewhat-Bullish,financial_market_news
423,2022-03-19,0.062777,Neutral,financial_market_news
424,2022-03-18,0.089373,Neutral,financial_market_news
425,2022-03-19,0.354767,Bullish,financial_market_news
426,2022-03-19,-0.17176,Somewhat-Bearish,financial_market_news
427,2022-03-19,-0.121291,Neutral,financial_market_news
428,2022-03-19,-0.313646,Somewhat-Bearish,financial_market_news
429,2022-03-19,0.123595,Neutral,financial_market_news
430,2022-03-19,-0.157699,Somewhat-Bearish,financial_market_news
431,2022-03-19,0.086956,Neutral,financial_market_news
432,2022-03-19,-0.205325,Somewhat-Bearish,financial_market_news
433,2022-03-19,0.042725,Neutral,financial_market_news
434,2022-03-19,0.105208,Neutral,financial_market_news
435,2022-03-19,0.115332,Neutral,financial_market_news
436,2022-03-19,-0.10021,Neutral,financial_market_news
437,2022-03-19,-0.097458,Neutral,financial_market_news
438,2022-03-19,-0.230101,Somewhat-Bearish,financial_market_news
439,2022-03-19,-0.043226,Neutral,financial_market_news
440,2022-03-19,0.196001,Somewhat-Bullish,financial_market_news
441,2022-03-19,-0.001288,Neutral,financial_market_news
442,2022-03-19,0.119639,Neutral,financial_market_news
443,2022-03-19,-0.05046,Neutral,financial_market_news
444,2022-03-19,-0.031406,Neutral,financial_market_news
445,2022-03-19,-0.00398,Neutral,financial_market_news
446,2022-03-19,0.163824,Somewhat-Bullish,financial_market_news
447,2022-03-19,0.238796,Somewhat-Bullish,financial_market_news
448,2022-03-19,0.004796,Neutral,financial_market_news
449,2022-03-19,0.083398,Neutral,financial_market_news
450,2022-03-19,0.030202,Neutral,financial_market_news
451,2022-03-19,0.245681,Somewhat-Bullish,financial_market_news
452,2022-03-18,0.03738,Neutral,financial_market_news
453,2022-03-19,-0.047471,Neutral,financial_market_news
454,2022-03-19,-0.253753,Somewhat-Bearish,financial_market_news
455,2022-03-19,0.009941,Neutral,financial_market_news
456,2022-03-19,-0.000343,Neutral,financial_market_news
457,2022-03-19,-0.033512,Neutral,financial_market_news
458,2022-03-19,0.259489,Somewhat-Bullish,financial_market_news
459,2022-03-19,0.003966,Neutral,financial_market_news
460,2022-03-19,-0.09017,Neutral,financial_market_news
461,2022-03-19,-0.001177,Neutral,financial_market_news
462,2022-03-19,-0.189308,Somewhat-Bearish,financial_market_news
463,2022-03-19,-0.160923,Somewhat-Bearish,financial_market_news
464,2022-03-19,-0.137239,Neutral,financial_market_news
465,2022-03-19,-0.172963,Somewhat-Bearish,financial_market_news
466,2022-03-19,0.066359,Neutral,financial_market_news
467,2022-03-19,-0.019779,Neutral,financial_market_news
468,2022-03-19,0.065281,Neutral,financial_market_news
469,2022-03-19,0.04382,Neutral,financial_market_news
470,2022-03-19,-0.123391,Neutral,financial_market_news
471,2022-03-19,-0.011713,Neutral,financial_market_news
472,2022-03-18,-0.122907,Neutral,financial_market_news
473,2022-03-19,-0.174282,Somewhat-Bearish,financial_market_news
474,2022-03-19,-0.25788,Somewhat-Bearish,financial_market_news
475,2022-03-19,0.232551,Somewhat-Bullish,financial_market_news
476,2022-03-19,0.060365,Neutral,financial_market_news
477,2022-03-19,-0.011733,Neutral,financial_market_news
478,2022-03-19,0.19084,Somewhat-Bullish,financial_market_news
479,2022-03-19,-0.046591,Neutral,financial_market_news
480,2022-03-19,0.166043,Somewhat-Bullish,financial_market_news
481,2022-03-19,0.165003,Somewhat-Bullish,financial_market_news
482,2022-03-19,-0.033714,Neutral,financial_market_news
483,2022-03-19,-0.017064,Neutral,financial_market_news
484,2022-03-19,-0.402973,Bearish,financial_market_news
485,2022-03-19,-0.186548,Somewhat-Bearish,financial_market_news
486,2022-03-19,-0.041095,Neutral,financial_market_news
487,2022-03-18,0.003136,Neutral,financial_market_news
488,2022-03-19,-0.044964,Neutral,financial_market_news
489,2022-03-19,0.264739,Somewhat-Bullish,financial_market_news
490,2022-03-19,-0.439071,Bearish,financial_market_news
491,2022-03-19,0.005893,Neutral,financial_market_news
492,2022-03-19,-0.045167,Neutral,financial_market_news
493,2022-03-19,-0.135297,Neutral,financial_market_news
494,2022-03-19,-0.074176,Neutral,financial_market_news
